"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474391","FPKM.SRR8474403","FPKM.SRR8474413","FPKM.SRR8474423","FPKM.SRR8474434","..files.thyroid_mean_female","..files.thyroid_mean_male"
"237","ENSRNOG00000006180","+","Pum2","chr6",33820003,33820170,NA,NA,0.00162509915219,0.0349097386439,"1.0,1.0","0.894,0.905,0.942","SE","6","Pum2",6.55817836039955,23.8108277364266,18.8052981815692,15.7828450712099,20.2583898701466,19.5318440258579,23.075925584018
"238","ENSRNOG00000006264","-","Itfg2","chr4",161734090,161734144,NA,NA,0.00228319463169,0.0448937215242,"1.0,0.785","1.0,1.0,0.921","SE","4","Itfg2",8.8508041726297,9.38321251028623,10.5328072473166,7.84385974373882,11.0538608193202,10.7933340333184,13.0389382133274
"239","ENSRNOG00000006304","-","Mdm2","chr7",60722127,60722205,NA,NA,0.00114551734788,0.0281902602507,"0.969,1.0","0.982,0.926,0.97","SE","7","Mdm2",16.6749621744027,17.0307793372014,16.0542614088737,16.4706017795222,18.2858481133106,17.1700547610921,25.0881716455632
"240","ENSRNOG00000006324","+","Trpc6","chr8",6906780,6906984,NA,NA,0.000363426142891,0.0133387778045,"1.0,1.0","1.0,0.674,1.0","SE","8","Trpc6",0.065172416958042,1.09056684324009,0.804097538461539,0.0379521011072261,0.800151368006993,0.802124453234266,0.596845680652679
"241","ENSRNOG00000006353","-","Large2","chr3",81280391,81280496,NA,NA,0.0013720400833,0.031361613719,"1.0,1.0","1.0,0.908,1.0","SE","3","Large2",6.645473,7.123582,9.142033,7.447249,12.816436,10.9792345,10.608152
"242","ENSRNOG00000006400","+","Tbc1d14","chr14",79425685,79425757,NA,NA,0.000369213891127,0.0134458311015,"1.0,0.978","0.963,0.91,0.876","SE","14","Tbc1d14",12.0970850916998,15.6121100103989,11.8102901811306,12.3481558273776,15.4028076957837,13.6065489384572,20.0286754647381
"243","ENSRNOG00000006509","-","Srgap3","chr4",144644332,144644660,NA,NA,0.000105896268534,0.00583838397248,"1.0,1.0","1.0,0.555,0.262","SE","4","Srgap3",0.326081,1.198248,0.169367,0.284466,0.747572,0.4584695,0.9043975
"244","ENSRNOG00000006554","-","Fam149b1","chr15",4382790,4382978,4388317,4388476,0.00105458928449,0.0168862893968,"0.745,0.744","0.708,0.987,0.757","MXE","15","Fam149b1",19.0663278758085,20.6855748270806,21.6430862871928,17.1326063682622,25.0063739387667,23.3247301129798,28.4422545355756
"245","ENSRNOG00000006646","+","Vopp1","chr4",88469730,88469789,NA,NA,0.000212649511829,0.00945223401023,"1.0,1.0","0.916,0.764,1.0","SE","4","Vopp1",11.161161,13.815469,12.998395,10.390182,13.059617,13.029006,17.683406
"246","ENSRNOG00000006649","-","Thrb","chr15",8955281,8955542,NA,NA,0.00143719099331,0.0320523532987,"1.0,1.0","1.0,0.537,1.0","SE","15","Thrb",2.62724570799695,4.65041578248286,3.78772196161462,2.85056978065499,3.89719924067022,3.84246060114242,5.0641156355674
"247","ENSRNOG00000006703","+","Zfp398","chr4",77523516,77523912,NA,NA,0.000183638429788,0.00854888617214,"1.0,1.0","0.432,0.378,1.0","SE","4","Zfp398",1.10111,1.235681,0.657085,1.245313,1.216163,0.936624,1.791052
"248","ENSRNOG00000006705","-","Mkks","chr3",129872283,129873675,129877894,129878122,8.90977206236e-07,6.15712143046e-05,"0.754,0.766","0.829,0.957,0.789","MXE","3","Mkks",12.000019,11.893578,12.68396,12.794474,12.712561,12.6982605,18.3440355
"249","ENSRNOG00000006756","-","Maged1","chrX",63805520,63805736,NA,NA,0.000167355177317,0.00069584521095,"0.049,0.048","0.078,0.005,0.064","RI","X","Maged1",120.487827237283,105.597681016756,126.752724266008,90.9731113812089,121.960866054458,124.356795160233,158.529309817624
"250","ENSRNOG00000006770","-","Brd4","chr7",14226164,14226263,NA,NA,0.000449742616822,0.00163114670416,"0.158,0.299","0.165,0.0,0.299","RI","7","Brd4",10.4631228076923,12.5449845848126,13.7580890108481,9.88390389067343,13.9457735912933,13.8519313010707,16.4460056415892
"251","ENSRNOG00000006783","-","Neb","chr3",37667234,37667327,NA,NA,8.29435872052e-06,0.000951333322534,"0.715,0.717","0.703,1.0,0.717","SE","3","Neb",49.8645358417873,40.7941791441653,16.3389577037108,49.129445353006,12.3494935966536,14.3442256501822,69.8940801694793
"252","ENSRNOG00000006783","-","Neb","chr3",37667637,37667730,NA,NA,0.000171148120161,0.00823433989359,"1.0,0.897","1.0,1.0,1.0","SE","3","Neb",49.8645358417873,40.7941791441653,16.3389577037108,49.129445353006,12.3494935966536,14.3442256501822,69.8940801694793
"253","ENSRNOG00000006783","-","Neb","chr3",37666812,37666905,NA,NA,5.80121767831e-05,0.0038952803128,"0.667,0.657","0.644,1.0,0.66","SE","3","Neb",49.8645358417873,40.7941791441653,16.3389577037108,49.129445353006,12.3494935966536,14.3442256501822,69.8940801694793
"254","ENSRNOG00000006783","-","Neb","chr3",37666812,37666905,NA,NA,0.000504616003789,0.0165364724099,"1.0,0.907","1.0,1.0,1.0","SE","3","Neb",49.8645358417873,40.7941791441653,16.3389577037108,49.129445353006,12.3494935966536,14.3442256501822,69.8940801694793
"255","ENSRNOG00000006813","-","Sumf1","chr4",140152408,140152468,NA,NA,0.00133450283787,0.0309440856593,"0.906,0.966","1.0,0.983,1.0","SE","4","Sumf1",16.306681,23.107138,21.323925,16.65576,22.799509,22.061717,28.0347895
"256","ENSRNOG00000006871","+","Slc25a14","chrX",135481079,135481174,NA,NA,0.000192815184504,0.00884608521478,"1.0,1.0","1.0,0.744,1.0","SE","X","Slc25a14",2.364974,3.097317,3.575147,2.953579,3.656324,3.6157355,4.207935
"257","ENSRNOG00000006913","+","Rpain","chr10",57610280,57610392,NA,NA,1.16335603501e-05,0.00121499769315,"0.899,0.876","1.0,1.0,1.0","SE","10","Rpain",13.2322449726918,13.3571620104031,12.759182953186,13.8438359336801,12.6124847295189,12.6858338413525,20.2166214583875
"258","ENSRNOG00000006961","-","Snrpb","chr3",122697192,122697496,NA,NA,9.72555369572e-14,2.56106247321e-12,"0.053,0.049","0.037,0.0,0.043","RI","3","Snrpb",46.7251411159763,34.7017586053254,54.8828424059172,46.6088282461538,53.207417508284,54.0451299571006,64.0178639837278
"259","ENSRNOG00000006986","-","RGD1304624","chr6",75953747,75953854,NA,NA,0.000523725640276,0.0169039687814,"1.0,1.0","1.0,0.877,0.919","SE","6","RGD1304624",4.286845,4.612075,6.63238,4.086824,5.852192,6.242286,6.492872
"260","ENSRNOG00000006997","-","App","chr11",24512164,24512332,NA,NA,0.0014454527283,0.0321250618473,"0.912,0.923","0.901,0.824,0.915","SE","11","App",183.646552808442,258.386422266234,213.205303474026,182.580053230519,258.897051551948,236.051177512987,312.306514152598
"261","ENSRNOG00000007064","-","Zfp746","chr4",77727232,77727358,NA,NA,0.00037052967538,0.0134458311015,"1.0,0.841","0.602,0.7,0.561","SE","4","Zfp746",6.276714,5.880796,7.444001,5.644686,8.324879,7.88444,8.901098
"262","ENSRNOG00000007064","-","Zfp746","chr4",77742749,77742863,NA,NA,0.000263745642546,0.0110287468322,"1.0,1.0","0.697,0.96,0.693","SE","4","Zfp746",6.276714,5.880796,7.444001,5.644686,8.324879,7.88444,8.901098
"263","ENSRNOG00000007069","-","Adhfe1","chr5",9423858,9424013,NA,NA,0.000618905710991,0.019297239717,"1.0,1.0","1.0,0.713,1.0","SE","5","Adhfe1",6.435366,4.782532,13.531667,6.942994,10.273461,11.902564,9.080446
"264","ENSRNOG00000007091","+","Ly6e","chr7",116356915,116357271,NA,NA,2.93713020481e-05,0.00233096421178,"0.267,0.187","0.181,0.061,0.173","SE","7","Ly6e",4.63495360333463,5.37394445599069,21.2261650953858,5.44966874873982,9.2039525316014,15.2150588134936,7.72928340403257
"265","ENSRNOG00000007091","+","Ly6e","chr7",116356816,116357271,NA,NA,3.44739922088e-05,0.0026008001763,"0.248,0.169","0.191,0.043,0.163","SE","7","Ly6e",4.63495360333463,5.37394445599069,21.2261650953858,5.44966874873982,9.2039525316014,15.2150588134936,7.72928340403257
"266","ENSRNOG00000007091","+","Ly6e","chr7",116356915,116357271,NA,NA,4.3044622311e-09,2.40413573134e-06,"0.124,0.085","0.062,0.007,0.13","SE","7","Ly6e",4.63495360333463,5.37394445599069,21.2261650953858,5.44966874873982,9.2039525316014,15.2150588134936,7.72928340403257
"267","ENSRNOG00000007100","+","Ccdc136","chr4",56696425,56696704,NA,NA,0.000282006867465,0.0114426981842,"0.877,1.0","0.764,0.727,0.753","SE","4","Ccdc136",4.346984,6.392107,4.778335,4.423885,5.827644,5.3029895,7.581488
"268","ENSRNOG00000007117","-","Cluap1","chr10",11874498,11874610,NA,NA,0.00125571141635,0.0299830276105,"1.0,0.942","1.0,0.766,0.958","SE","10","Cluap1",12.8336637430591,15.3647040015144,14.1801693003534,11.544317634528,15.3810652831903,14.7806172917719,19.8713426895508
"269","ENSRNOG00000007117","-","Cluap1","chr10",11872685,11872770,NA,NA,0.00141429667905,0.0319274127186,"1.0,0.978","1.0,0.894,0.981","SE","10","Cluap1",12.8336637430591,15.3647040015144,14.1801693003534,11.544317634528,15.3810652831903,14.7806172917719,19.8713426895508
"270","ENSRNOG00000007120","-","Mtmr3","chr14",84705222,84705249,NA,NA,0.00210029937152,0.0420256163965,"0.121,0.071","0.134,0.227,0.29","SE","14","Mtmr3",11.197819838813,14.6006854405665,10.0564604053279,11.3858390362502,15.195436879447,12.6259486423874,18.5921721578149
"271","ENSRNOG00000007325","+","Usp28","chr8",53347420,53347516,NA,NA,0.0014630703777,0.0324560743615,"0.124,0.108","0.287,0.192,0.565","SE","8","Usp28",8.54143727024588,10.580778686217,7.52066911301602,9.59662180103767,6.91268669253327,7.21667790277465,14.3594188787503
"272","ENSRNOG00000007333","+","Wdr20","chr6",135212988,135214248,NA,NA,0.000477543866232,0.0160170457066,"0.804,1.0","1.0,1.0,0.97","SE","6","Wdr20",3.48323146587678,3.73869245971564,4.11887580260664,3.3465640971564,4.14671549905213,4.13279565082938,5.28424401137441
"273","ENSRNOG00000007340","+","Dcp1b","chr4",151271868,151271935,NA,NA,0.000237072783204,0.0102724221938,"1.0,1.0","1.0,0.829,0.882","SE","4","Dcp1b",3.354435,3.495253,4.807344,3.622573,4.990339,4.8988415,5.2361305
"274","ENSRNOG00000007340","+","Dcp1b","chr4",151274061,151274197,NA,NA,0.00262059932386,0.0495791147486,"0.632,0.846","0.899,1.0,0.858","SE","4","Dcp1b",3.354435,3.495253,4.807344,3.622573,4.990339,4.8988415,5.2361305
"275","ENSRNOG00000007367","+","Sept4","chr10",74883512,74883649,NA,NA,0.00257776022312,0.00690315449581,"0.247,0.265","0.277,0.0,0.426","RI","10","Sept4",3.26602657406043,9.44405191083272,11.9408644215181,3.69546511385409,14.5819756171702,13.2614200193442,8.20277179937362
"276","ENSRNOG00000007430","+","Slx4ip","chr3",130063559,130063660,NA,NA,1.49894564423e-05,0.00144887762553,"1.0,1.0","1.0,0.557,0.491","SE","3","Slx4ip",1.12599313645418,2.44090961952191,1.71684062001992,0.280836029880478,2.01412176543825,1.86548119272909,1.92386939292828
"277","ENSRNOG00000007445","-","Asph","chr5",22731296,22731410,NA,NA,0.00230628740238,0.0452314014824,"0.888,0.825","0.808,0.665,0.673","SE","5","Asph",9.04430602406739,12.6367946807368,8.67052568129223,9.49610455160604,8.73151738026474,8.70102153077849,15.5886026282051
"278","ENSRNOG00000007596","-","Rffl","chr10",70167841,70167838,NA,NA,0.000328576353928,0.00800334138711,"0.0,0.0","0.107,0.097,0.171","A3SS","10","Rffl",5.21741780232558,5.12449784593023,9.26532808091085,5.33237673498062,8.85331247383721,9.05932027737403,7.83714619161822
"279","ENSRNOG00000007636","-","Cadps2","chr4",50401155,50401275,NA,NA,0.000979403387364,0.0254535968014,"0.182,0.373","0.063,0.113,0.129","SE","4","Cadps2",5.189289,7.75398,6.181271,4.348966,8.435572,7.3084215,8.6461175
"280","ENSRNOG00000007706","-","Prkaa2","chr5",124609005,124609147,NA,NA,0.000323736419535,0.0127177921876,"1.0,1.0","0.813,0.632,1.0","SE","5","Prkaa2",2.827503,2.370712,0.652181,3.057723,0.927835,0.790008,4.127969
"281","ENSRNOG00000007726","+","Mcam","chr8",48479102,48479250,NA,NA,4.11123838283e-05,0.00303428305182,"1.0,1.0","1.0,0.537,0.953","SE","8","Mcam",10.5300466420944,22.7608362290734,48.7520601209094,11.2644318852911,34.2334226486393,41.4927413847743,22.2776573782294
"282","ENSRNOG00000007753","-","Plaa","chr5",113558119,113558188,NA,NA,0.000203304867893,0.0091495874983,"0.938,0.986","0.896,0.846,0.919","SE","5","Plaa",15.497816,16.380613,14.436865,16.96533,14.395178,14.4160215,24.4218795
"283","ENSRNOG00000007775","-","Cmpk1","chr5",133761445,133761569,NA,NA,4.26484357018e-05,0.00309526443517,"0.037,0.038","0.037,0.008,0.034","SE","5","Cmpk1",24.1572149204082,51.3945052714286,47.4255547469388,37.5168552306123,44.3290190510204,45.8772868989796,56.5342877112246
"284","ENSRNOG00000007801","+","R3hdm2","chr7",70773612,70773666,NA,NA,0.000499592353263,0.0164285160247,"0.261,0.167","0.541,0.269,0.499","SE","7","R3hdm2",26.8296265528078,28.3191924636785,32.2472152910871,24.9600706620299,28.5812003158166,30.4142078034519,40.0544448392581
"285","ENSRNOG00000007801","+","R3hdm2","chr7",70794622,70794723,NA,NA,0.000781035063788,0.022277240329,"0.936,0.969","1.0,0.989,1.0","SE","7","R3hdm2",26.8296265528078,28.3191924636785,32.2472152910871,24.9600706620299,28.5812003158166,30.4142078034519,40.0544448392581
"286","ENSRNOG00000007905","+","Itga7","chr7",3363146,3363278,NA,NA,6.01152409629e-07,0.000124554900872,"0.71,0.741","0.143,0.391,0.299","SE","7","Itga7",15.6699288372828,10.6936081895735,15.1358684723539,15.3834922322275,14.055793835703,14.5958311540284,20.8735146295419
"287","ENSRNOG00000007905","+","Itga7","chr7",3375652,3375781,3378766,3378880,0.00236784707265,0.0307820119444,"0.342,0.399","0.349,0.015,0.365","MXE","7","Itga7",15.6699288372828,10.6936081895735,15.1358684723539,15.3834922322275,14.055793835703,14.5958311540284,20.8735146295419
"288","ENSRNOG00000007905","+","Itga7","chr7",3363146,3363278,3363529,3363649,0.000253129332766,0.005360626031,"0.635,0.607","0.176,0.534,0.205","MXE","7","Itga7",15.6699288372828,10.6936081895735,15.1358684723539,15.3834922322275,14.055793835703,14.5958311540284,20.8735146295419
"289","ENSRNOG00000007916","-","Ptk2","chr7",114448459,114448468,NA,NA,0.00263517721961,0.0497084971558,"0.0,0.057","0.0,0.252,0.0","SE","7","Ptk2",9.07866272434663,13.6108173353508,11.3838562198074,9.74582499229711,12.9487261072902,12.1662911635488,16.2176525259973
"290","ENSRNOG00000008052","+","Atp13a2","chr5",159531068,159531078,NA,NA,1.01992660778e-05,0.000717348380805,"0.857,0.909","1.0,1.0,1.0","A3SS","5","Atp13a2",8.25504559772296,8.38054163820367,14.6330491570736,7.68849495951929,13.490786754164,14.0619179556188,12.162041097723
"291","ENSRNOG00000008108","+","Ubr7","chr6",126645942,126646002,NA,NA,1.45672111508e-05,0.00142847629346,"0.182,0.23","0.061,0.037,0.062","SE","6","Ubr7",12.6989401343885,14.8986508782734,12.6054829427338,12.9410511058993,16.5591374273381,14.582310185036,20.2693210592806
"292","ENSRNOG00000008117","-","Galnt11","chr4",6321049,6321132,NA,NA,0.000336876897054,0.0131136988471,"0.062,0.0","0.054,0.182,0.084","SE","4","Galnt11",18.1159000484234,20.5095437702703,18.8272342792793,18.3987334144144,22.4781234981231,20.6526788887012,28.512088616554
"293","ENSRNOG00000008184","-","Esrp1","chr5",24589330,24589481,NA,NA,9.19476212302e-06,0.000986155161151,"0.314,0.381","0.259,0.17,0.242","SE","5","Esrp1",15.624977161224,20.6629890077141,17.3675189280021,15.5968653191052,27.2367134584726,22.3021161932373,25.9424157440216
"294","ENSRNOG00000008193","-","Cr1l","chr13",113847433,113847832,113861953,113862039,0.00158373303252,0.023364510918,"0.41,0.413","0.406,0.997,0.402","MXE","13","Cr1l",38.3432200639229,60.5041958336252,57.2320801549912,39.400924466725,55.5226197530648,56.377349954028,69.1241701821366
"295","ENSRNOG00000008258","-","Fnbp1","chr3",9885985,9886168,NA,NA,0.000147804180492,0.00735927326589,"1.0,1.0","1.0,0.798,1.0","SE","3","Fnbp1",12.0154553133554,18.0404743350637,9.36681753138273,10.6901969240208,17.0253713336479,13.1960944325153,20.3730632862199
"296","ENSRNOG00000008258","-","Fnbp1","chr3",9878071,9878086,9885985,9886168,0.0001703584556,0.00410903041278,"1.0,1.0","0.97,0.904,0.972","MXE","3","Fnbp1",12.0154553133554,18.0404743350637,9.36681753138273,10.6901969240208,17.0253713336479,13.1960944325153,20.3730632862199
"297","ENSRNOG00000008258","-","Fnbp1","chr3",9878071,9878086,NA,NA,0.000112446299461,0.00612069984269,"0.0,0.0","0.064,0.155,0.023","SE","3","Fnbp1",12.0154553133554,18.0404743350637,9.36681753138273,10.6901969240208,17.0253713336479,13.1960944325153,20.3730632862199
"298","ENSRNOG00000008289","-","Slc25a3","chr7",31821955,31822077,31822242,31822367,4.66293670343e-15,1.02040598193e-12,"0.295,0.176","0.596,0.462,0.599","MXE","7","Slc25a3",399.0123023286,306.674756805274,335.243088387424,405.421893288032,276.082321829615,305.66270510852,555.554476210953
"299","ENSRNOG00000008331","-","Washc4","chr7",26319295,26319362,NA,NA,0.000657094181563,0.0201279031284,"1.0,1.0","1.0,0.91,0.887","SE","7","Washc4",6.517398,7.504142,3.298572,6.625798,4.890668,4.09462,10.323669
"300","ENSRNOG00000008356","+","Myo5c","chr8",82225325,82225506,NA,NA,0.000357972102131,0.0133387778045,"1.0,1.0","0.967,0.872,0.971","SE","8","Myo5c",9.930005,13.979289,8.817809,9.281058,13.760404,11.2891065,16.595176
"301","ENSRNOG00000008414","-","Bsg","chr7",12878490,12878838,NA,NA,3.85655870683e-06,0.000546257509131,"0.063,0.079","0.062,0.025,0.066","SE","7","Bsg",369.620753269393,376.589699809381,548.550034879134,351.201225865304,557.257319214672,552.903677046903,548.705839472039
"302","ENSRNOG00000008465","-","Tmem176b","chr4",78458146,78457540,NA,NA,0.000549072327149,0.0112559827066,"0.821,0.492","0.311,0.1,0.483","A5SS","4","Tmem176b",25.963232,29.3695209893048,47.9819279946524,27.258428144385,52.117505973262,50.0497169839572,41.2955905668449
"303","ENSRNOG00000008482","-","Rbms1","chr3",46804370,46804455,NA,NA,0.00102692747177,0.0262153803813,"0.945,0.931","0.842,0.833,0.903","SE","3","Rbms1",13.8110106589147,19.2370640501596,10.2017050793434,12.8764704295486,18.0367270670315,14.1192160731874,22.9622725693115
"304","ENSRNOG00000008557","-","Abcb8","chr4",7307012,7307322,NA,NA,0.000207282216795,0.00927786535522,"0.979,1.0","1.0,0.747,0.956","SE","4","Abcb8",17.643711,13.558522,19.197973,16.995058,19.761248,19.4796105,24.0986455
"305","ENSRNOG00000008600","-","Sytl1","chr5",151455214,151455363,NA,NA,0.000306889852287,0.0122052849612,"1.0,1.0","0.77,0.92,1.0","SE","5","Sytl1",8.23178472697213,9.69055247331129,13.9365740699103,7.99104987812943,15.6655681256495,14.8010710977799,12.9566935392064
"306","ENSRNOG00000008628","-","Ica1","chr4",34777950,34777728,NA,NA,0.00147274415701,0.0201275034791,"0.04,0.053","0.022,0.007,0.057","A5SS","4","Ica1",9.55240102626892,16.2659579563669,20.4922963112199,10.2444895458593,27.6775903361532,24.0849433236866,18.0314242642476
"307","ENSRNOG00000008629","-","Secisbp2l","chr3",118038291,118038616,NA,NA,0.00113937079923,0.0280928162897,"1.0,1.0","1.0,0.711,1.0","SE","3","Secisbp2l",7.938164,14.341474,8.849335,8.238938,11.183654,10.0164945,15.259288
"308","ENSRNOG00000008666","+","Etl4","chr17",87672343,87672463,NA,NA,0.00134187016296,0.0310588542583,"1.0,0.94","0.765,0.863,0.873","SE","17","Etl4",6.395695,10.627179,5.605156,6.482481,7.154446,6.379801,11.7526775
"309","ENSRNOG00000008674","-","Prdm11","chr3",81872523,81873135,NA,NA,1.62410907845e-06,0.000280680814658,"1.0,1.0","0.469,0.057,1.0","SE","3","Prdm11",0.72809,1.381048,0.206511,0.603858,0.826103,0.516307,1.356498
"310","ENSRNOG00000008802","+","Dnajc11","chr5",169151990,169152111,NA,NA,1.65567520533e-05,9.68876601638e-05,"0.035,0.057","0.047,0.0,0.017","RI","5","Dnajc11",18.0265788652506,14.4588922489213,18.0409321241288,17.5618816166611,20.1461921194822,19.0935621218055,25.0236763654165
"311","ENSRNOG00000008810","+","Nsmf","chr3",2265730,2265736,NA,NA,6.10592344463e-08,2.24104835913e-05,"0.0,0.0","0.48,0.687,1.0","SE","3","Nsmf",12.8767470703691,13.0712707895826,16.851644722663,12.3235896402208,17.5891697264574,17.2204072245602,19.1358037500863
"312","ENSRNOG00000008829","-","Sorbs3","chr15",51869177,51869230,NA,NA,0.00183029829884,0.0379838642115,"0.929,0.906","1.0,0.964,0.946","SE","15","Sorbs3",24.047356,30.308493,36.85564,23.286921,39.693108,38.274374,38.821385
"313","ENSRNOG00000008891","+","Ift20","chr10",65808131,65808260,NA,NA,1.35991150216e-05,0.00136479868412,"0.971,0.989","0.981,0.914,0.951","SE","10","Ift20",34.385063,28.398062,37.095058,33.603691,40.058826,38.576942,48.193408
"314","ENSRNOG00000008891","+","Ift20","chr10",65807774,65808006,NA,NA,0.00103057505002,0.0262153803813,"0.925,0.969","0.942,0.498,0.856","SE","10","Ift20",34.385063,28.398062,37.095058,33.603691,40.058826,38.576942,48.193408
"315","ENSRNOG00000008891","+","Ift20","chr10",65807774,65808006,65808131,65808260,0.000880629237846,0.0142835258774,"0.267,0.25","0.236,0.086,0.235","MXE","10","Ift20",34.385063,28.398062,37.095058,33.603691,40.058826,38.576942,48.193408
"316","ENSRNOG00000008934","-","Tmem65","chr7",98691569,98691650,NA,NA,8.38165513281e-05,0.00507880857717,"1.0,1.0","1.0,0.479,0.768","SE","7","Tmem65",5.48480407046843,5.31455219063137,2.9258508598778,4.95289596008147,3.28303341303462,3.10444213645621,7.87612611059063
"317","ENSRNOG00000008980","+","Rbm48","chr4",27698946,27699137,NA,NA,9.47794890832e-05,0.00548440232776,"1.0,1.0","0.772,0.715,1.0","SE","4","Rbm48",2.775554,3.765369,3.70181,3.113261,3.798393,3.7501015,4.827092
"318","ENSRNOG00000009001","-","Mtss1","chr7",98826697,98826892,NA,NA,0.00195424666102,0.0397219186827,"1.0,1.0","1.0,0.889,1.0","SE","7","Mtss1",6.863616874975,20.265664970194,10.724198924985,7.5337445745149,15.4924657011402,13.1083323130626,17.331513209842
"319","ENSRNOG00000009097","+","Immt","chr4",99769220,99769313,NA,NA,1.79298798031e-11,2.09388396319e-08,"0.696,0.785","0.465,0.527,0.495","SE","4","Immt",57.1378925260788,41.9911215921201,54.033519684803,70.5437315178236,61.1093893467167,57.5714545157599,84.8363728180113
"320","ENSRNOG00000009102","-","Fermt2","chr15",19812465,19812489,NA,NA,1.3823571503e-06,0.000243256985654,"0.006,0.007","0.069,0.039,0.037","SE","15","Fermt2",35.7687385082418,43.5740021675824,47.2327448385226,37.255810715812,41.6548474923687,44.4437961654456,58.2992756958181
"321","ENSRNOG00000009102","-","Fermt2","chr15",19811925,19811946,NA,NA,0.00126950394066,0.0302000881884,"0.051,0.04","0.167,0.058,0.107","SE","15","Fermt2",35.7687385082418,43.5740021675824,47.2327448385226,37.255810715812,41.6548474923687,44.4437961654456,58.2992756958181
"322","ENSRNOG00000009134","+","Mad2l2","chr5",164954621,164954767,NA,NA,1.83402935827e-06,0.000302050527389,"0.096,0.138","0.092,0.0,0.038","SE","5","Mad2l2",7.14602062392027,4.65896198803987,7.67572529501661,6.23799061860465,7.72164722591362,7.69868626046511,9.0214866152824
"323","ENSRNOG00000009170","-","Dmxl2","chr8",58946573,58946636,NA,NA,0.000585771867218,0.01841158454,"1.0,1.0","1.0,0.59,1.0","SE","8","Dmxl2",1.18398,1.721733,1.544603,1.273545,1.680186,1.6123945,2.089629
"324","ENSRNOG00000009172","-","Cpvl","chr4",84052308,84052491,NA,NA,0.000101593144541,0.00569897613438,"1.0,1.0","1.0,0.85,0.954","SE","4","Cpvl",4.2707829296875,5.60640977901786,4.21270060379464,4.8568196391369,6.45069542224702,5.33169801302083,7.36700617392113
"325","ENSRNOG00000009278","+","Ift88","chr15",37773687,37773754,37783923,37784038,0.000287671589885,0.00599544123046,"0.7,0.598","0.692,0.971,0.729","MXE","15","Ift88",3.76602267821623,8.39965841770933,5.38501298684633,4.25698402823227,6.56608267051652,5.97554782868142,8.21133256207892
"326","ENSRNOG00000009289","+","Galk2","chr3",118160657,118160746,NA,NA,2.61332438271e-05,0.00213979377856,"0.809,0.681","0.916,0.935,1.0","SE","3","Galk2",8.53660554746968,9.85622598410707,11.788326565872,8.90674069719783,11.8800670606441,11.834196813258,13.6497861143873
"327","ENSRNOG00000009508","+","Casp6","chr2",230186530,230186685,NA,NA,9.25323982903e-06,0.000986155161151,"0.0,1.0","1.0,1.0,1.0","SE","2","Casp6",3.821810370215,5.39267544625066,5.527165,4.35695237755637,6.37983672364971,5.95350086182486,6.78571909701102
"328","ENSRNOG00000009588","-","Snph","chr3",147112235,147112343,NA,NA,1.63797185868e-05,0.00151376881271,"1.0,1.0","0.613,0.686,0.166","SE","3","Snph",2.498766,1.286398,2.347854,2.391486,3.234331,2.7910925,3.088325
"329","ENSRNOG00000009605","-","Tfe3","chrX",15579436,15579493,NA,NA,0.000248204365832,0.0106281109449,"1.0,1.0","1.0,0.874,0.863","SE","X","Tfe3",9.09062,9.49646,9.46794,8.30952,11.34197,10.404955,13.4483
"330","ENSRNOG00000009615","+","Mtor","chr5",165355041,165355164,165355291,165355414,0.000506537389419,0.00936737453954,"0.056,1.0","1.0,1.0,1.0","MXE","5","Mtor",6.0778008297235,6.21629926900922,5.58204049320276,5.92552630748848,6.54978915760369,6.06591482540322,9.1098132031106
"331","ENSRNOG00000009661","-","Tgds","chr15",103323921,103324191,NA,NA,0.000426332202329,0.0147050340164,"0.967,1.0","1.0,0.738,1.0","SE","15","Tgds",33.1671488814168,51.0631591776181,43.1630157299795,34.02964725,54.5030805451745,48.833048137577,59.1299776545174
"332","ENSRNOG00000009661","-","Tgds","chr15",103324147,103323921,NA,NA,1.14364732083e-05,0.000351671551155,"0.325,0.267","0.22,0.045,0.266","A5SS","15","Tgds",33.1671488814168,51.0631591776181,43.1630157299795,34.02964725,54.5030805451745,48.833048137577,59.1299776545174
"333","ENSRNOG00000009696","-","Mdm4","chr13",49803677,49803838,NA,NA,0.000342287758389,0.0132042899227,"1.0,1.0","0.91,0.872,0.948","SE","13","Mdm4",4.080794,5.236394,4.314293,5.24859,3.249971,3.782132,7.282889
"334","ENSRNOG00000009700","+","Dync1i1","chr4",30868774,30868834,NA,NA,4.80572821426e-07,0.000106462426229,"1.0,1.0","0.0,0.0,1.0","SE","4","Dync1i1",0.380809,0.608721,0.649805,0.306344,0.609084,0.6294445,0.647937
"335","ENSRNOG00000009729","+","Ubp1","chr8",122221187,122221294,NA,NA,0.000481608483105,0.0161113087864,"1.0,0.982","0.838,0.93,1.0","SE","8","Ubp1",14.500214,19.859312,16.363358,14.646688,21.410187,18.8867725,24.503107
"336","ENSRNOG00000009756","-","Pacsin2","chr7",124256017,124256150,NA,NA,6.64135308113e-05,0.00426192796152,"1.0,1.0","1.0,0.888,1.0","SE","7","Pacsin2",19.9879542275705,20.6617561270293,26.5699192651666,19.9724560270578,26.5755417707206,26.5727305179436,30.3110831908288
