"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474151","FPKM.SRR8474163","FPKM.SRR8474175","FPKM.SRR8474187","..files.adipose_mean_female","..files.adipose_mean_male","Remark","Organism","Tissue","GEO_accession"
"770","ENSMFAG00000030579","+","PCM1","chr8",18001791,18001848,NA,NA,4.41371852998e-05,0.00168031763608,"0.0,0.092","0.406,0.185","SE","8","PCM1",9.4599972017436,11.1030460299542,11.0841193167542,9.4077750495138,10.255410539734,10.2720582592489,NA,"Macaca_fascicularis","adipose","GSE125483"
"771","ENSMFAG00000030579","+","PCM1","chr8",17999172,17999337,18001791,18001848,4.72330308265e-06,0.000128521473795,"1.0,0.943","0.846,0.843","MXE","8","PCM1",9.4599972017436,11.1030460299542,11.0841193167542,9.4077750495138,10.255410539734,10.2720582592489,NA,"Macaca_fascicularis","adipose","GSE125483"
"772","ENSMFAG00000030581","-","DNM1","chr15",10966258,10966329,NA,NA,0.00260165886391,0.0301151965075,"1.0,1.0","1.0,0.911","SE","15","DNM1",7.11186609589652,3.98380509768064,10.9944331371543,2.88634103813559,3.43507306790811,9.05314961652541,NA,"Macaca_fascicularis","adipose","GSE125483"
"773","ENSMFAG00000030581","-","DNM1","chr15",10951476,10950705,NA,NA,0.00051006900158,0.00462604247266,"1.0,1.0","1.0,0.06","A3SS","15","DNM1",7.11186609589652,3.98380509768064,10.9944331371543,2.88634103813559,3.43507306790811,9.05314961652541,NA,"Macaca_fascicularis","adipose","GSE125483"
"774","ENSMFAG00000030581","-","DNM1","chr15",10951356,10950705,NA,NA,0.000312341968052,0.00318654939087,"1.0,1.0","1.0,0.422","A3SS","15","DNM1",7.11186609589652,3.98380509768064,10.9944331371543,2.88634103813559,3.43507306790811,9.05314961652541,NA,"Macaca_fascicularis","adipose","GSE125483"
"775","ENSMFAG00000030601","-","DENND4A","chr7",43204633,43204660,NA,NA,2.8266278207e-13,2.34712249636e-10,"0.187,0.158","0.0,0.004","SE","7","DENND4A",3.49825723785343,2.37494089867282,2.23824206970571,2.96193534841316,2.66843812354299,2.86824965377957,NA,"Macaca_fascicularis","adipose","GSE125483"
"776","ENSMFAG00000030641","-","SORBS1","chr9",94078719,94079088,NA,NA,0.00343858145171,0.037116884007,"1.0,1.0","1.0,0.47","SE","9","SORBS1",4.76973619568182,7.41758908875,33.3196750052273,12.3299412632955,9.87376517602275,19.0447056004546,NA,"Macaca_fascicularis","adipose","GSE125483"
"777","ENSMFAG00000030641","-","SORBS1","chr9",93986244,93986304,94002569,94002764,0.00425503753929,0.0297704052033,"0.909,0.942","0.954,1.0","MXE","9","SORBS1",4.76973619568182,7.41758908875,33.3196750052273,12.3299412632955,9.87376517602275,19.0447056004546,NA,"Macaca_fascicularis","adipose","GSE125483"
"778","ENSMFAG00000030641","-","SORBS1","chr9",94078719,94078881,NA,NA,0.0049191366507,0.0488296652827,"1.0,1.0","1.0,0.564","SE","9","SORBS1",4.76973619568182,7.41758908875,33.3196750052273,12.3299412632955,9.87376517602275,19.0447056004546,NA,"Macaca_fascicularis","adipose","GSE125483"
"779","ENSMFAG00000030642","+","MAP4K4","chr13",6262371,6262533,NA,NA,7.64764497407e-06,0.000456166904522,"1.0,1.0","0.528,0.504","SE","13","MAP4K4",13.8909184980705,8.41123036437197,10.2437929621561,11.1133788977966,9.76230463108429,12.0673557301133,NA,"Macaca_fascicularis","adipose","GSE125483"
"780","ENSMFAG00000030644","+","WDR37","chr9",1299339,1299577,NA,NA,0.00418754665368,0.0432862785794,"1.0,0.508","1.0,1.0","SE","9","WDR37",8.81145065366933,6.17956163510982,5.11270662114763,4.76992261331517,5.4747421242125,6.96207863740848,NA,"Macaca_fascicularis","adipose","GSE125483"
"781","ENSMFAG00000030644","+","WDR37","chr9",1299339,1299342,NA,NA,0.000265869085984,0.00289354188579,"1.0,1.0","1.0,0.609","A3SS","9","WDR37",8.81145065366933,6.17956163510982,5.11270662114763,4.76992261331517,5.4747421242125,6.96207863740848,NA,"Macaca_fascicularis","adipose","GSE125483"
"782","ENSMFAG00000030644","+","WDR37","chr9",1299342,1299577,NA,NA,0.00380099765693,0.040172339537,"1.0,0.465","1.0,1.0","SE","9","WDR37",8.81145065366933,6.17956163510982,5.11270662114763,4.76992261331517,5.4747421242125,6.96207863740848,NA,"Macaca_fascicularis","adipose","GSE125483"
"783","ENSMFAG00000030658","+","STAG2","chrX",120859647,120859758,NA,NA,2.66407316096e-06,0.000211558751017,"0.293,0.365","0.133,0.161","SE","X","STAG2",14.0237294148464,16.2367465795222,14.526397559215,18.2822398440273,17.2594932117747,14.2750634870307,NA,"Macaca_fascicularis","adipose","GSE125483"
"784","ENSMFAG00000030689","+","SP100","chr12",120276846,120276972,NA,NA,6.6397287346e-07,6.85906285639e-05,"0.945,0.964","1.0,0.998","SE","12","SP100",37.9436357165493,47.9336923996479,35.6154855748239,36.2719447605634,42.1028185801056,36.7795606456866,NA,"Macaca_fascicularis","adipose","GSE125483"
"785","ENSMFAG00000030691","-","PLPP1","chr6",54921108,54921260,NA,NA,0.00355779452574,0.0381518869367,"0.819,0.77","0.743,0.556","SE","6","PLPP1",33.7288258792776,61.5733357614069,55.3597125731939,63.1421373735741,62.3577365674905,44.5442692262358,NA,"Macaca_fascicularis","adipose","GSE125483"
"786","ENSMFAG00000030691","-","PLPP1","chr6",54937160,54937315,NA,NA,1.93882096933e-07,2.56608657705e-05,"0.221,0.256","0.181,0.117","SE","6","PLPP1",33.7288258792776,61.5733357614069,55.3597125731939,63.1421373735741,62.3577365674905,44.5442692262358,NA,"Macaca_fascicularis","adipose","GSE125483"
"787","ENSMFAG00000030725","+","HSPG2","chr1",206587528,206587651,NA,NA,0.00109286765376,0.0158188491699,"1.0,0.983","0.89,0.976","SE","1","HSPG2",16.8524904692956,22.9144545357354,33.1988471233353,16.9522237042764,19.9333391200059,25.0256687963155,NA,"Macaca_fascicularis","adipose","GSE125483"
"788","ENSMFAG00000030739","-","NOXA1","chr15",830057,830103,NA,NA,0.000211411352544,0.00504249692464,"1.0,1.0","0.859,0.713","SE","15","NOXA1",4.9613065278129,0.984234707332491,4.78475945828066,0.667304805309735,0.825769756321113,4.87303299304678,NA,"Macaca_fascicularis","adipose","GSE125483"
"789","ENSMFAG00000030776","-","PDIA5","chr2",149030884,149030976,NA,NA,0.00101346585461,0.014969134614,"1.0,0.981","1.0,0.886","SE","2","PDIA5",11.5696028014591,21.8219427285044,7.26569354872329,18.3163668744138,20.0691548014591,9.41764817509119,NA,"Macaca_fascicularis","adipose","GSE125483"
"790","ENSMFAG00000030780","-","CD300LF","chr16",71943219,71943174,NA,NA,0.000171310522197,0.00219344649009,"1.0,1.0","1.0,0.495","A3SS","16","CD300LF",3.53462048694187,1.07548858129739,4.44037549705139,0.41072847346251,0.74310852737995,3.98749799199663,NA,"Macaca_fascicularis","adipose","GSE125483"
"791","ENSMFAG00000030782","-","CD163","chr11",7907764,7907857,NA,NA,0.00166052762732,0.0214723400084,"1.0,0.271","1.0,0.996","SE","11","CD163",5.49160934422604,4.64522115601966,41.7775935041769,4.14508188452088,4.39515152027027,23.6346014242015,NA,"Macaca_fascicularis","adipose","GSE125483"
"792","ENSMFAG00000030783","-","CMC2","chr20",69232889,69232961,NA,NA,0.00052388995776,0.00936343481433,"1.0,0.953","1.0,0.737","SE","20","CMC2",22.7981211785714,23.2718304677419,18.5424498479263,24.2342271889401,23.753028828341,20.6702855132488,NA,"Macaca_fascicularis","adipose","GSE125483"
"793","ENSMFAG00000030793","+","POLB","chr8",43334803,43334861,NA,NA,0.000113156164162,0.00331128948595,"1.0,1.0","0.92,0.887","SE","8","POLB",17.995419,15.039082,13.610038,15.533181,15.2861315,15.8027285,NA,"Macaca_fascicularis","adipose","GSE125483"
"794","ENSMFAG00000030838","-","THAP8","chr19",36527977,36528373,NA,NA,0.00223186554341,0.0265854572083,"1.0,1.0","1.0,0.797","SE","19","THAP8",1.35554,1.482551,3.037914,0.521382,1.0019665,2.196727,NA,"Macaca_fascicularis","adipose","GSE125483"
"795","ENSMFAG00000030885","-","PPM1K","chr5",87386051,87386196,NA,NA,0.000544152177714,0.00960687148972,"1.0,1.0","1.0,0.796","SE","5","PPM1K",4.190907,1.752306,3.161275,1.884697,1.8185015,3.676091,NA,"Macaca_fascicularis","adipose","GSE125483"
"796","ENSMFAG00000030915","+","RHBDD1","chr12",116706063,116706207,NA,NA,0.000125768811957,0.00352744936583,"1.0,1.0","1.0,0.826","SE","12","RHBDD1",4.59323402131603,3.83203364967563,5.74336173679333,4.37999806209453,4.10601585588508,5.16829787905468,NA,"Macaca_fascicularis","adipose","GSE125483"
"797","ENSMFAG00000030927","-","FPGS","chr15",100956270,100956385,NA,NA,6.3400703854e-05,0.00220974914465,"0.717,1.0","1.0,1.0","SE","15","FPGS",10.940058,9.317559,38.905636,7.222719,8.270139,24.922847,NA,"Macaca_fascicularis","adipose","GSE125483"
"798","ENSMFAG00000030932","-","NDUFA5","chr3",156346903,156346969,156352602,156352719,0.0027361097304,0.021043998354,"0.52,0.467","0.413,0.384","MXE","3","NDUFA5",19.8508977157517,35.0863132067727,37.5171392560287,32.435752564392,33.7610328855824,28.6840184858902,NA,"Macaca_fascicularis","adipose","GSE125483"
"799","ENSMFAG00000030938","+","DNASE1","chr20",3919182,3919271,NA,NA,0.000710957158063,0.011723845644,"1.0,1.0","1.0,0.863","SE","20","DNASE1",10.153404,5.351078,8.637542,2.168287,3.7596825,9.395473,NA,"Macaca_fascicularis","adipose","GSE125483"
"800","ENSMFAG00000030943","+",NA,"chr7",40426421,40426497,NA,NA,0.00215259098443,0.0259001589036,"0.249,0.17","0.119,0.158","SE","7","ENSMFAG00000030943",86.8092678530028,71.141888614176,30.442954072102,71.642615645426,71.392252129801,58.6261109625524,NA,"Macaca_fascicularis","adipose","GSE125483"
"801","ENSMFAG00000030945","+","STK38L","chr11",28017321,28017439,NA,NA,0.00238188034057,0.0280261922699,"0.963,0.94","1.0,1.0","SE","11","STK38L",16.7768792574081,27.8296170992503,16.4491502174223,45.095117546055,36.4623673226527,16.6130147374152,NA,"Macaca_fascicularis","adipose","GSE125483"
"802","ENSMFAG00000030952","-","RPIA","chr13",19664481,19664537,NA,NA,0.00221133603166,0.0263874806371,"1.0,1.0","0.968,0.929","SE","13","RPIA",22.025444,11.138175,10.741737,12.637535,11.887855,16.3835905,NA,"Macaca_fascicularis","adipose","GSE125483"
"803","ENSMFAG00000030965","+","GPATCH4","chr1",95114402,95114465,NA,NA,5.737199428e-05,0.00204908013965,"1.0,0.614","1.0,1.0","SE","1","GPATCH4",16.89329218438,8.17213629951691,11.7764287190016,8.7694500120773,8.4707931557971,14.3348604516908,NA,"Macaca_fascicularis","adipose","GSE125483"
"804","ENSMFAG00000030969","-","CCDC112","chr6",114061777,114061873,114063267,114063681,0.000733113093167,0.00773231334096,"0.568,0.548","0.442,0.15","MXE","6","CCDC112",4.24266886628644,5.75020915716096,4.07187230038023,5.11021581400507,5.43021248558301,4.15727058333333,NA,"Macaca_fascicularis","adipose","GSE125483"
"805","ENSMFAG00000030976","-","GDI2","chr9",6146615,6146814,6155854,6155989,4.26528160864e-05,0.000767276769376,"0.551,0.564","0.536,1.0","MXE","9","GDI2",124.931662185801,135.353813466767,155.118516761707,126.656650657477,131.005232062122,140.025089473754,NA,"Macaca_fascicularis","adipose","GSE125483"
"806","ENSMFAG00000030976","-","GDI2","chr9",6133933,6134033,6145903,6146035,4.6510674645e-08,2.73821026365e-06,"0.788,0.802","0.758,0.998","MXE","9","GDI2",124.931662185801,135.353813466767,155.118516761707,126.656650657477,131.005232062122,140.025089473754,NA,"Macaca_fascicularis","adipose","GSE125483"
"807","ENSMFAG00000031000","-","BOC","chr2",159037557,159037791,NA,NA,0.000222983577512,0.00524438727598,"1.0,1.0","1.0,0.336","SE","2","BOC",9.73570718562444,8.21852364672058,17.5284603405211,15.2385120197664,11.7285178332435,13.6320837630728,NA,"Macaca_fascicularis","adipose","GSE125483"
"808","ENSMFAG00000031001","+","BSCL2","chr14",11561970,11562287,11565942,11566024,0.00179318167945,0.0154013853529,"0.523,0.531","0.56,0.019","MXE","14","BSCL2",27.8535599743961,22.5934643637681,38.4045807038647,16.7446729724638,19.6690686681159,33.1290703391304,NA,"Macaca_fascicularis","adipose","GSE125483"
"809","ENSMFAG00000031001","+","BSCL2","chr14",11565942,11566024,NA,NA,0.000439694863222,0.00830580315321,"1.0,1.0","1.0,0.953","SE","14","BSCL2",27.8535599743961,22.5934643637681,38.4045807038647,16.7446729724638,19.6690686681159,33.1290703391304,NA,"Macaca_fascicularis","adipose","GSE125483"
"810","ENSMFAG00000031002","+","DEF8","chr20",78413112,78413163,NA,NA,1.41694845612e-06,4.86982811498e-05,"1.0,1.0","0.803,0.605","A3SS","20","DEF8",11.4834887460945,8.71072748861284,11.696097312253,7.17732364144551,7.94402556502918,11.5897930291737,NA,"Macaca_fascicularis","adipose","GSE125483"
"811","ENSMFAG00000031012","+","INTS6L","chrX",132525904,132526575,NA,NA,9.77917356064e-05,0.000401796478905,"1.0,1.0","1.0,0.628","RI","X","INTS6L",27.8464370769998,17.0213929005731,7.42853412658859,14.9380704714677,15.9797316860204,17.6374856017942,NA,"Macaca_fascicularis","adipose","GSE125483"
"812","ENSMFAG00000031012","+","INTS6L","chrX",132514801,132514912,NA,NA,3.3860538777e-05,0.00140507358655,"0.905,0.796","0.369,0.56","SE","X","INTS6L",27.8464370769998,17.0213929005731,7.42853412658859,14.9380704714677,15.9797316860204,17.6374856017942,NA,"Macaca_fascicularis","adipose","GSE125483"
"813","ENSMFAG00000031013","+","SLC25A36","chr2",43124589,43124879,NA,NA,1.68163545485e-05,0.000834635244135,"1.0,1.0","1.0,0.795","SE","2","SLC25A36",15.6566209257457,17.0257729524011,26.6780695707637,18.0076102113391,17.5166915818701,21.1673452482547,NA,"Macaca_fascicularis","adipose","GSE125483"
"814","ENSMFAG00000031019","-","LMBR1L","chr11",47936393,47936497,47936691,47936831,2.89173129886e-11,3.90142747738e-09,"0.669,0.711","0.871,1.0","MXE","11","LMBR1L",8.92216894435139,6.97436930504374,6.95319805397357,5.97704316806253,6.47570623655314,7.93768349916248,NA,"Macaca_fascicularis","adipose","GSE125483"
"815","ENSMFAG00000031019","-","LMBR1L","chr11",47935625,47935752,NA,NA,1.17228313723e-08,2.63763705877e-06,"0.701,0.899","1.0,1.0","SE","11","LMBR1L",8.92216894435139,6.97436930504374,6.95319805397357,5.97704316806253,6.47570623655314,7.93768349916248,NA,"Macaca_fascicularis","adipose","GSE125483"
"816","ENSMFAG00000031025","+","PSMG1","chr3",7599427,7599626,NA,NA,4.08922568588e-05,0.00158938234432,"0.96,0.975","0.916,0.908","SE","3","PSMG1",43.767509,46.864296,52.171234,40.5632888576512,43.7137924288256,47.9693715,NA,"Macaca_fascicularis","adipose","GSE125483"
"817","ENSMFAG00000031029","-","SMARCC2","chr11",55086364,55086643,NA,NA,0.000613942859289,0.00200060690355,"1.0,0.855","0.913,0.187","RI","11","SMARCC2",45.75245994163,29.7001503483847,47.7164255807636,24.1489093911527,26.9245298697687,46.7344427611968,NA,"Macaca_fascicularis","adipose","GSE125483"
"818","ENSMFAG00000031029","-","SMARCC2","chr11",55086298,55086364,NA,NA,7.18388968579e-06,0.000435550198016,"0.044,0.031","0.501,0.118","SE","11","SMARCC2",45.75245994163,29.7001503483847,47.7164255807636,24.1489093911527,26.9245298697687,46.7344427611968,NA,"Macaca_fascicularis","adipose","GSE125483"
"819","ENSMFAG00000031035","+","ARAF","chrX",46028811,46028831,NA,NA,0.00453737053719,0.0286614580244,"1.0,1.0","0.0,1.0","A5SS","X","ARAF",26.0059261817286,18.1756317541899,21.9524570167598,13.1220523029905,15.6488420285902,23.9791915992442,NA,"Macaca_fascicularis","adipose","GSE125483"
"820","ENSMFAG00000031038","+","VAMP7","chrX",152716442,152716507,NA,NA,0.000942858055781,0.00792000766856,"0.952,1.0","1.0,0.691","A5SS","X","VAMP7",8.622117,9.81303598616957,10.8875531725797,12.418552,11.1157939930848,9.75483508628985,NA,"Macaca_fascicularis","adipose","GSE125483"
"821","ENSMFAG00000031044","+","CBLB","chr2",166513159,166513291,NA,NA,9.09129367566e-06,0.000514681456063,"1.0,1.0","0.62,0.769","SE","2","CBLB",2.51084558294743,2.45658815091256,1.8422481125034,2.41450788014165,2.43554801552711,2.17654684772542,NA,"Macaca_fascicularis","adipose","GSE125483"
"822","ENSMFAG00000031069","+","SUDS3","chr11",122201782,122201854,NA,NA,0.00119134999502,0.0168705156637,"1.0,1.0","1.0,0.922","SE","11","SUDS3",11.9582083450917,9.13187878250353,12.0874898089095,9.47888898206007,9.3053838822818,12.0228490770006,NA,"Macaca_fascicularis","adipose","GSE125483"
"823","ENSMFAG00000031070","+","IDH3B","chr10",59854289,59854371,NA,NA,3.64302321931e-06,0.000266322094552,"1.0,1.0","1.0,0.78","SE","10","IDH3B",49.5529049328449,28.810887009768,80.1391659304029,39.4370226731787,34.1239548414733,64.8460354316239,NA,"Macaca_fascicularis","adipose","GSE125483"
"824","ENSMFAG00000031094","+","PLCD4","chr12",108310397,108310493,NA,NA,3.67350594388e-12,2.75512945791e-09,"0.773,1.0","0.0,0.0","SE","12","PLCD4",1.49735155690282,1.52155694647497,3.0652232749004,1.28966556764247,1.40561125705872,2.28128741590161,NA,"Macaca_fascicularis","adipose","GSE125483"
"825","ENSMFAG00000031095","-",NA,"chr2",102938389,102938482,NA,NA,0.000960578919145,0.0144407743969,"0.958,0.966","1.0,0.815","SE","2","ENSMFAG00000031095",17.5159971741695,21.9915811387831,30.7775577652109,18.1049773157895,20.0482792272863,24.1467774696902,NA,"Macaca_fascicularis","adipose","GSE125483"
"826","ENSMFAG00000031095","-",NA,"chr2",102940346,102940460,NA,NA,0.000637310261089,0.0108141810404,"0.967,0.962","1.0,0.831","SE","2","ENSMFAG00000031095",17.5159971741695,21.9915811387831,30.7775577652109,18.1049773157895,20.0482792272863,24.1467774696902,NA,"Macaca_fascicularis","adipose","GSE125483"
"827","ENSMFAG00000031095","-",NA,"chr2",102993781,102993895,NA,NA,1.32573233613e-07,1.89056900047e-05,"0.955,1.0","0.835,0.866","SE","2","ENSMFAG00000031095",17.5159971741695,21.9915811387831,30.7775577652109,18.1049773157895,20.0482792272863,24.1467774696902,NA,"Macaca_fascicularis","adipose","GSE125483"
"828","ENSMFAG00000031112","-","DAP3","chr1",96052237,96052318,NA,NA,0.00417808101261,0.0432379513817,"1.0,0.991","1.0,0.964","SE","1","DAP3",30.9628696030715,26.2880045375074,37.0823150413467,26.8827688086237,26.5853866730655,34.0225923222091,NA,"Macaca_fascicularis","adipose","GSE125483"
"829","ENSMFAG00000031118","-","B9D2","chr19",41927524,41927650,41933178,41933270,0.00372895815721,0.0268319255845,"0.242,0.232","0.199,0.053","MXE","19","B9D2",5.608284,4.237571,5.378036,3.045677,3.641624,5.49316,NA,"Macaca_fascicularis","adipose","GSE125483"
"830","ENSMFAG00000031121","+","ZNF263","chr20",3557250,3557367,NA,NA,0.000418844431737,0.00804705857939,"0.736,0.943","1.0,1.0","SE","20","ZNF263",15.9020206170045,11.9149113906291,10.20546,11.2112713761516,11.5630913833904,13.0537403085022,NA,"Macaca_fascicularis","adipose","GSE125483"
"831","ENSMFAG00000031121","+","ZNF263","chr20",3554385,3554512,NA,NA,7.46108988425e-06,0.000449663899274,"0.501,0.742","1.0,1.0","SE","20","ZNF263",15.9020206170045,11.9149113906291,10.20546,11.2112713761516,11.5630913833904,13.0537403085022,NA,"Macaca_fascicularis","adipose","GSE125483"
"832","ENSMFAG00000031203","-",NA,"chr1",61283054,61283250,NA,NA,0.000430300688227,0.00817409843958,"0.956,1.0","0.924,0.858","SE","1","ENSMFAG00000031203",21.476479,14.257989,13.792647,10.254933,12.256461,17.634563,NA,"Macaca_fascicularis","adipose","GSE125483"
"833","ENSMFAG00000031208","+","TTYH1","chr19",55352686,55352732,NA,NA,3.78371555121e-06,0.000272669892925,"1.0,1.0","0.68,0.378","SE","19","TTYH1",0.866658593096743,0.484428631988333,0.298770123480797,1.62623405736509,1.05533134467671,0.58271435828877,NA,"Macaca_fascicularis","adipose","GSE125483"
"834","ENSMFAG00000031222","+","LTBP4","chr19",41127996,41128128,NA,NA,6.2332148737e-06,0.000393216826145,"0.955,0.987","1.0,0.783","SE","19","LTBP4",45.9022102985764,32.9811802693344,153.55180213005,71.4247629280492,52.2029715986918,99.7270062143132,NA,"Macaca_fascicularis","adipose","GSE125483"
"835","ENSMFAG00000031233","+","DGLUCY","chr7",156140599,156140750,NA,NA,9.02378772982e-06,0.000513291296429,"0.46,0.084","1.0,0.834","SE","7","DGLUCY",9.05599776663483,4.52453518879338,8.1878559162687,3.11266054186565,3.81859786532952,8.62192684145177,NA,"Macaca_fascicularis","adipose","GSE125483"
"836","ENSMFAG00000031260","+","AP2A2","chr14",834401,834508,NA,NA,0.000325375677368,0.00675289212717,"1.0,1.0","1.0,0.382","SE","14","AP2A2",23.2892053679595,18.9968562789207,35.2271470057336,15.6880007919056,17.3424285354131,29.2581761868465,NA,"Macaca_fascicularis","adipose","GSE125483"
"837","ENSMFAG00000031260","+","AP2A2","chr14",809726,809729,NA,NA,0.00265700448222,0.0162621042337,"0.352,0.334","0.0,0.189","A3SS","14","AP2A2",23.2892053679595,18.9968562789207,35.2271470057336,15.6880007919056,17.3424285354131,29.2581761868465,NA,"Macaca_fascicularis","adipose","GSE125483"
"838","ENSMFAG00000031260","+","AP2A2","chr14",828250,828417,834401,834508,0.00154798230336,0.0138081727225,"0.804,0.918","0.803,1.0","MXE","14","AP2A2",23.2892053679595,18.9968562789207,35.2271470057336,15.6880007919056,17.3424285354131,29.2581761868465,NA,"Macaca_fascicularis","adipose","GSE125483"
"839","ENSMFAG00000031273","-","ABCD4","chr7",138970212,138970249,NA,NA,0.00336006006217,0.0365042337953,"0.783,0.798","1.0,1.0","SE","7","ABCD4",21.6100975895084,24.1896874930301,17.5633065748349,17.5952022721937,20.8924448826119,19.5867020821716,NA,"Macaca_fascicularis","adipose","GSE125483"
"840","ENSMFAG00000031273","-","ABCD4","chr7",138981167,138981295,NA,NA,3.9472792228e-05,0.00155813653532,"1.0,1.0","0.555,0.856","SE","7","ABCD4",21.6100975895084,24.1896874930301,17.5633065748349,17.5952022721937,20.8924448826119,19.5867020821716,NA,"Macaca_fascicularis","adipose","GSE125483"
"841","ENSMFAG00000031273","-","ABCD4","chr7",138978941,138979081,NA,NA,8.27291240735e-07,8.13235321596e-05,"1.0,1.0","0.649,0.44","SE","7","ABCD4",21.6100975895084,24.1896874930301,17.5633065748349,17.5952022721937,20.8924448826119,19.5867020821716,NA,"Macaca_fascicularis","adipose","GSE125483"
"842","ENSMFAG00000031281","+","MTHFD1L","chr4",57038320,57038460,NA,NA,0.00162426906633,0.021116784579,"1.0,1.0","1.0,0.873","SE","4","MTHFD1L",6.07313634555827,5.00972668513991,8.27209617495246,4.97692531377343,4.99332599945667,7.17261626025537,NA,"Macaca_fascicularis","adipose","GSE125483"
"843","ENSMFAG00000031286","+","ABI2","chr12",92921217,92921342,NA,NA,4.36783467774e-05,0.00167530522195,"0.694,0.825","1.0,1.0","SE","12","ABI2",5.08235487714166,5.02120940757766,6.14971929293773,6.4496948154339,5.73545211150578,5.61603708503969,NA,"Macaca_fascicularis","adipose","GSE125483"
"844","ENSMFAG00000031289","-","PXN","chr11",124099600,124099909,NA,NA,0.00156820952998,0.0205542025774,"0.56,1.0","1.0,1.0","SE","11","PXN",10.6634687021239,22.1088300781724,15.9956704658219,12.5204311188649,17.3146305985187,13.3295695839729,NA,"Macaca_fascicularis","adipose","GSE125483"
"845","ENSMFAG00000031289","-","PXN","chr11",124098666,124098753,124098892,124098994,0.00010369202378,0.00154725701843,"0.918,0.935","0.956,1.0","MXE","11","PXN",10.6634687021239,22.1088300781724,15.9956704658219,12.5204311188649,17.3146305985187,13.3295695839729,NA,"Macaca_fascicularis","adipose","GSE125483"
"846","ENSMFAG00000031293","-","RPL9","chr5",39087048,39087181,39088014,39088110,0.00778835597611,0.0475824465106,"0.372,0.518","0.4,0.137","MXE","5","RPL9",962.451591357401,534.332660452811,798.222314739557,651.37510017999,592.8538803164,880.336953048479,NA,"Macaca_fascicularis","adipose","GSE125483"
"847","ENSMFAG00000031306","+","ZNF586","chr19",58432160,58432287,NA,NA,0.000260812894,0.00581658711839,"1.0,1.0","1.0,0.518","SE","19","ZNF586",3.69269126147279,2.75079998292423,2.08677686232657,2.34420822198506,2.54750410245464,2.88973406189968,NA,"Macaca_fascicularis","adipose","GSE125483"
"848","ENSMFAG00000031315","+","PLD3","chr19",40845915,40846296,NA,NA,0.000318352378317,0.00667353588087,"1.0,1.0","1.0,0.452","SE","19","PLD3",52.147015,56.075237,76.638794,30.888348,43.4817925,64.3929045,NA,"Macaca_fascicularis","adipose","GSE125483"
"849","ENSMFAG00000031322","-","FAXDC2","chr6",154190845,154190937,NA,NA,0.000753179033575,0.0121722868555,"1.0,0.947","1.0,0.527","SE","6","FAXDC2",44.1666697665441,66.8845433051471,100.49975158125,50.8258812242647,58.8552122647059,72.333210673897,NA,"Macaca_fascicularis","adipose","GSE125483"
"850","ENSMFAG00000031322","-","FAXDC2","chr6",154190845,154190937,154193160,154193208,4.65669355293e-05,0.000828482072769,"0.651,0.626","0.691,0.953","MXE","6","FAXDC2",44.1666697665441,66.8845433051471,100.49975158125,50.8258812242647,58.8552122647059,72.333210673897,NA,"Macaca_fascicularis","adipose","GSE125483"
"851","ENSMFAG00000031328","+","C8orf33","chr8",146726982,146727294,146727460,146727545,0.00033149287855,0.0039754590398,"0.478,0.467","0.384,0.098","MXE","8","C8orf33",25.103098,21.125072,28.481148,19.275221,20.2001465,26.792123,NA,"Macaca_fascicularis","adipose","GSE125483"
"852","ENSMFAG00000031334","-","ALKBH3","chr14",23711522,23711557,NA,NA,0.000224430579943,0.00525240154645,"1.0,1.0","0.751,0.938","SE","14","ALKBH3",7.92518175303777,5.28704854318555,5.53791178128079,6.27363400098522,5.78034127208539,6.73154676715928,NA,"Macaca_fascicularis","adipose","GSE125483"
"853","ENSMFAG00000031334","-","ALKBH3","chr14",23703403,23703492,NA,NA,0.000860236693034,0.0133587369892,"1.0,0.907","0.872,0.805","SE","14","ALKBH3",7.92518175303777,5.28704854318555,5.53791178128079,6.27363400098522,5.78034127208539,6.73154676715928,NA,"Macaca_fascicularis","adipose","GSE125483"
"854","ENSMFAG00000031335","+","WNK2","chr15",107372032,107372224,107379707,107379752,1.09124126484e-05,0.000267684789057,"1.0,1.0","0.799,0.159","MXE","15","WNK2",1.03486672720388,0.175588443653438,0.385429498182369,0.285558179945471,0.230573311799455,0.710148112693125,NA,"Macaca_fascicularis","adipose","GSE125483"
"855","ENSMFAG00000031335","+","WNK2","chr15",107372032,107372224,NA,NA,0.000356287927259,0.00716600770348,"1.0,1.0","1.0,0.0","SE","15","WNK2",1.03486672720388,0.175588443653438,0.385429498182369,0.285558179945471,0.230573311799455,0.710148112693125,NA,"Macaca_fascicularis","adipose","GSE125483"
"856","ENSMFAG00000031348","+","CCT4","chr13",48187124,48187257,NA,NA,2.85574475178e-09,8.48455653561e-07,"0.892,0.982","0.984,1.0","SE","13","CCT4",64.82869,50.5336705226481,75.5841331015431,48.436356,49.4850132613241,70.2064115507715,NA,"Macaca_fascicularis","adipose","GSE125483"
