"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474208","FPKM.SRR8474209","FPKM.SRR8474210","FPKM.SRR8474211","FPKM.SRR8474212","FPKM.SRR8474213","FPKM.SRR8474214","FPKM.SRR8474215","..files.testis_1.txt_mean_female","..files.testis_2.txt_mean_male","Remark","Organism","Tissue","GEO_accession"
"854","ENSMFAG00000003239","+","SUN1","chr3",35705283,35705463,35713054,35713148,0.00482306503038,0.0236621743956,"0.165,0.147,0.437,0.483","0.531,0.444,0.488,0.377","MXE","3","SUN1",17.8845767909772,16.8809797912894,17.3529870822666,16.5960286990322,17.9940595680612,17.43907256931,18.4576087763035,17.3693516650016,17.1786430908913,17.8150231446691,NA,"Macaca_fascicularis","testis","GSE125483"
"855","ENSMFAG00000003243","-","AKT2","chr19",40712985,40713073,40713635,40713850,1.11251896584e-10,2.62810631547e-09,"0.002,0.001,0.391,0.345","0.337,0.347,0.364,0.315","MXE","19","AKT2",11.6877057349098,12.0905902437431,12.9811833704453,14.3750051187891,13.7570506534781,13.1121203940928,12.1019463943688,12.0208114915348,12.7836211169718,12.7479822333686,NA,"Macaca_fascicularis","testis","GSE125483"
"856","ENSMFAG00000003243","-","AKT2","chr19",40740972,40741102,40744498,40744709,0.00223298579006,0.0124937779771,"0.025,0.025,0.069,0.06","0.053,0.071,0.07,0.073","MXE","19","AKT2",11.6877057349098,12.0905902437431,12.9811833704453,14.3750051187891,13.7570506534781,13.1121203940928,12.1019463943688,12.0208114915348,12.7836211169718,12.7479822333686,NA,"Macaca_fascicularis","testis","GSE125483"
"857","ENSMFAG00000003250","-","LRP2BP","chr5",184761552,184761658,184761734,184761877,9.99200722163e-16,7.26155247044e-14,"0.997,1.0,0.774,0.751","0.778,0.794,0.778,0.796","MXE","5","LRP2BP",85.86779,82.252785,85.446991,78.5373,83.976059,82.419983,90.654823,86.90033,83.0262165,85.98779875,NA,"Macaca_fascicularis","testis","GSE125483"
"858","ENSMFAG00000003250","-","LRP2BP","chr5",184760289,184760513,184761552,184761658,0.00775793428658,0.0345035198934,"0.661,0.673,0.484,0.501","0.506,0.483,0.476,0.473","MXE","5","LRP2BP",85.86779,82.252785,85.446991,78.5373,83.976059,82.419983,90.654823,86.90033,83.0262165,85.98779875,NA,"Macaca_fascicularis","testis","GSE125483"
"859","ENSMFAG00000003262","+","TEX10","chr15",37442841,37442898,NA,NA,0.00011987071826,0.00252433630218,"0.949,0.97,1.0,1.0","1.0,1.0,1.0,1.0","A3SS","15","TEX10",29.1967885327314,26.8969521541438,25.4766452653983,24.365862910029,25.534450288939,27.0235313124798,28.435914607546,27.8335169493712,26.4840622155756,27.206853289584,NA,"Macaca_fascicularis","testis","GSE125483"
"860","ENSMFAG00000003262","+","TEX10","chr15",37416037,37416276,NA,NA,5.31890025357e-08,1.70748345366e-05,"0.823,0.752,0.885,0.928","1.0,0.934,0.918,0.989","SE","15","TEX10",29.1967885327314,26.8969521541438,25.4766452653983,24.365862910029,25.534450288939,27.0235313124798,28.435914607546,27.8335169493712,26.4840622155756,27.206853289584,NA,"Macaca_fascicularis","testis","GSE125483"
"861","ENSMFAG00000003262","+","TEX10","chr15",37416925,37417061,NA,NA,9.92437462672e-05,0.00497689847301,"0.886,0.853,0.871,0.921","1.0,0.929,0.891,0.988","SE","15","TEX10",29.1967885327314,26.8969521541438,25.4766452653983,24.365862910029,25.534450288939,27.0235313124798,28.435914607546,27.8335169493712,26.4840622155756,27.206853289584,NA,"Macaca_fascicularis","testis","GSE125483"
"862","ENSMFAG00000003301","+","RUVBL1","chr11",89101476,89101609,NA,NA,0.000392706698172,0.0139171962817,"0.932,0.966,1.0,1.0","1.0,0.991,1.0,0.971","SE","11","RUVBL1",44.3704669621381,44.950238325167,46.3606634610245,46.2595308329621,44.9938700890869,43.9250821202673,45.4455077951002,44.2042805434298,45.4852248953229,44.642185136971,NA,"Macaca_fascicularis","testis","GSE125483"
"863","ENSMFAG00000003312","+","PLK4","chr5",126824289,126824385,126826730,126827751,0.00476494490129,0.023432870485,"0.793,0.77,0.319,0.351","0.297,0.33,0.347,0.337","MXE","5","PLK4",59.5849708493756,56.600422444589,52.571415,49.768173,54.228577,55.4712001631113,58.440838,56.951577359001,54.6312453234912,56.2730481305281,NA,"Macaca_fascicularis","testis","GSE125483"
"864","ENSMFAG00000003312","+","PLK4","chr5",126824466,126824581,126826730,126827751,1.74047772384e-05,0.000157425232325,"0.025,0.014,0.154,0.112","0.14,0.14,0.154,0.123","MXE","5","PLK4",59.5849708493756,56.600422444589,52.571415,49.768173,54.228577,55.4712001631113,58.440838,56.951577359001,54.6312453234912,56.2730481305281,NA,"Macaca_fascicularis","testis","GSE125483"
"865","ENSMFAG00000003312","+","PLK4","chr5",126824289,126824385,126824466,126824581,4.37427871702e-14,2.16951785657e-12,"0.993,0.996,0.72,0.812","0.721,0.752,0.745,0.784","MXE","5","PLK4",59.5849708493756,56.600422444589,52.571415,49.768173,54.228577,55.4712001631113,58.440838,56.951577359001,54.6312453234912,56.2730481305281,NA,"Macaca_fascicularis","testis","GSE125483"
"866","ENSMFAG00000003327","-","FOXP3","chrX",47791063,47791151,47791565,47791704,1.50932137344e-06,1.63003593117e-05,"0.275,0.335,0.558,0.335","0.694,1.0,1.0,0.694","MXE","X","FOXP3",0.571528720375107,0.601157763000853,0.713886989343564,0.558352207161125,0.513512190537084,0.573316364450128,0.553144287723785,0.414917712276215,0.611231419970162,0.513722638746803,NA,"Macaca_fascicularis","testis","GSE125483"
"867","ENSMFAG00000003327","-","FOXP3","chrX",47789902,47789990,47790889,47790994,0.000202916671847,0.00148706090398,"0.475,0.376,0.0,0.644","1.0,0.0,0.0,0.0","MXE","X","FOXP3",0.571528720375107,0.601157763000853,0.713886989343564,0.558352207161125,0.513512190537084,0.573316364450128,0.553144287723785,0.414917712276215,0.611231419970162,0.513722638746803,NA,"Macaca_fascicularis","testis","GSE125483"
"868","ENSMFAG00000003338","-","NPRL2","chr2",105597521,105597615,105597731,105597768,5.66105192645e-06,5.52124029919e-05,"1.0,1.0,0.664,0.547","0.698,0.668,0.59,0.675","MXE","2","NPRL2",22.295252,23.342951,25.513233,25.145786,26.738482,24.636204,21.473658,25.726151,24.0743055,24.64362375,NA,"Macaca_fascicularis","testis","GSE125483"
"869","ENSMFAG00000003350","-","ABCA10","chr16",66298091,66298212,NA,NA,3.18622962427e-05,0.00218053695687,"0.855,0.904,1.0,1.0","1.0,0.915,1.0,1.0","SE","16","ABCA10",5.65442958097686,5.41684381233933,5.03650286118252,4.47002144087404,4.94183949614396,5.24871800128535,5.20985784832905,5.03318206298201,5.14444942384319,5.10839935218509,NA,"Macaca_fascicularis","testis","GSE125483"
"870","ENSMFAG00000003350","-","ABCA10","chr16",66299141,66299233,NA,NA,0.0003023944463,0.011514552163,"0.69,0.793,1.0,1.0","1.0,0.801,1.0,1.0","SE","16","ABCA10",5.65442958097686,5.41684381233933,5.03650286118252,4.47002144087404,4.94183949614396,5.24871800128535,5.20985784832905,5.03318206298201,5.14444942384319,5.10839935218509,NA,"Macaca_fascicularis","testis","GSE125483"
"871","ENSMFAG00000003351","-","FUZ","chr19",50692594,50692701,NA,NA,0.00201538134928,0.0477567196882,"0.925,0.946,0.959,0.959","0.98,0.953,0.966,0.985","SE","19","FUZ",23.435087,24.903502,27.281631,27.513212,28.233936,25.595552,24.630655,25.861448,25.783358,26.08039775,NA,"Macaca_fascicularis","testis","GSE125483"
"872","ENSMFAG00000003351","-","FUZ","chr19",50693016,50693112,50693232,50693430,0.000816148403304,0.00516384101607,"0.335,0.258,0.468,0.47","0.486,0.56,0.512,0.496","MXE","19","FUZ",23.435087,24.903502,27.281631,27.513212,28.233936,25.595552,24.630655,25.861448,25.783358,26.08039775,NA,"Macaca_fascicularis","testis","GSE125483"
"873","ENSMFAG00000003351","-","FUZ","chr19",50692594,50692701,50693232,50693430,2.72776334711e-05,0.000237959805366,"0.112,0.079,0.174,0.212","0.133,0.237,0.212,0.257","MXE","19","FUZ",23.435087,24.903502,27.281631,27.513212,28.233936,25.595552,24.630655,25.861448,25.783358,26.08039775,NA,"Macaca_fascicularis","testis","GSE125483"
"874","ENSMFAG00000003352","-","XRCC6","chr10",9451231,9451361,9453954,9454116,1.90736315631e-13,8.31689809616e-12,"0.999,0.999,0.674,0.683","0.679,0.686,0.651,0.716","MXE","10","XRCC6",230.754317157463,225.697626847714,226.732658235116,223.011252968076,226.61048566566,223.053049845557,227.22415750302,229.647071294651,226.548963802092,226.633691077222,NA,"Macaca_fascicularis","testis","GSE125483"
"875","ENSMFAG00000003353","-",NA,"chr15",43925319,43925419,43928759,43928789,9.14844050759e-06,8.67195923115e-05,"0.984,1.0,0.651,0.667","0.404,0.499,0.566,0.656","MXE","15","ENSMFAG00000003353",5.75230547972324,5.55452118249087,5.54774977176629,5.96578133442245,5.70737553022295,5.8026516987315,5.59110370622718,5.63689713804536,5.70508944210071,5.68450701830675,NA,"Macaca_fascicularis","testis","GSE125483"
"876","ENSMFAG00000003353","-",NA,"chr15",43806654,43808780,NA,NA,0,0,"0.001,0.0,0.067,0.032","0.054,0.059,0.059,0.031","SE","15","ENSMFAG00000003353",5.75230547972324,5.55452118249087,5.54774977176629,5.96578133442245,5.70737553022295,5.8026516987315,5.59110370622718,5.63689713804536,5.70508944210071,5.68450701830675,NA,"Macaca_fascicularis","testis","GSE125483"
"877","ENSMFAG00000003353","-",NA,"chr15",43806654,43808780,NA,NA,3.19958916883e-06,0.000409063754782,"0.061,0.031,1.0,1.0","1.0,1.0,1.0,1.0","SE","15","ENSMFAG00000003353",5.75230547972324,5.55452118249087,5.54774977176629,5.96578133442245,5.70737553022295,5.8026516987315,5.59110370622718,5.63689713804536,5.70508944210071,5.68450701830675,NA,"Macaca_fascicularis","testis","GSE125483"
"878","ENSMFAG00000003364","+","AP3S1","chr6",114712585,114712697,114737677,114737749,8.28601631753e-11,2.0119062822e-09,"0.016,0.015,0.328,0.266","0.317,0.299,0.342,0.237","MXE","6","AP3S1",26.8234933277569,25.4584700365312,22.7974900706726,17.2965045503585,22.9156828098327,24.2872663840901,26.4385599143052,23.932817615227,23.0939894963298,24.3935816808637,NA,"Macaca_fascicularis","testis","GSE125483"
"879","ENSMFAG00000003370","+","ERCC3","chr12",4382011,4383562,NA,NA,7.34012850501e-12,1.03920766729e-10,"0.0,0.0,0.043,0.036","0.035,0.026,0.033,0.023","RI","12","ERCC3",10.0206445130899,9.73680007387027,9.76764879889945,9.745068991996,9.86900808804402,9.59102431982658,9.58788844155411,9.70732480656995,9.8175405944639,9.68881141399866,NA,"Macaca_fascicularis","testis","GSE125483"
"880","ENSMFAG00000003371","-","SLC25A28","chr9",98479617,98479674,98480758,98480987,0.00133049090526,0.00800666321078,"0.201,0.205,0.507,0.475","0.55,0.511,0.57,0.451","MXE","9","SLC25A28",65.020798,72.860435,74.627312,78.701157,75.876488,71.322754,67.404747,79.044662,72.8024255,73.41216275,NA,"Macaca_fascicularis","testis","GSE125483"
"881","ENSMFAG00000003381","-","TSC22D1","chr17",23792341,23792704,NA,NA,2.77476571853e-06,1.30949469874e-05,"0.529,0.577,0.954,0.96","0.967,0.952,0.986,0.958","RI","17","TSC22D1",42.6080306753195,45.0541654367013,44.6381187484026,42.4818643628195,44.4674024676518,44.1546425804712,42.9236847412141,47.0188290035942,43.6955448058107,44.6411396982328,NA,"Macaca_fascicularis","testis","GSE125483"
"882","ENSMFAG00000003389","+","COMMD9","chr14",31131703,31131843,31133166,31133201,0.00472075482564,0.0233267237171,"0.095,0.079,0.55,0.64","0.563,0.552,0.589,0.514","MXE","14","COMMD9",9.19289052304234,9.53520953990258,9.9690689838891,10.7202844690895,10.6737858051705,9.53054799925066,9.51226691719745,10.4419480427126,9.85436337898088,10.0396371910828,NA,"Macaca_fascicularis","testis","GSE125483"
"883","ENSMFAG00000003393","-","TMEM222","chr1",200905488,200905584,NA,NA,0.0130853063101,0.0277161212395,"0.081,0.066,0.105,0.08","0.118,0.107,0.11,0.101","RI","1","TMEM222",24.2540775828729,25.8671856657459,31.4697467530387,29.719784898895,30.2780937701657,27.4600505237569,26.6550244635359,29.9243117856354,27.8276987251381,28.5793701357735,NA,"Macaca_fascicularis","testis","GSE125483"
"884","ENSMFAG00000003395","+",NA,"chr20",77305069,77305204,NA,NA,5.03356374026e-07,0.000103068308301,"0.009,0.009,0.042,0.073","0.057,0.052,0.036,0.038","SE","20","ENSMFAG00000003395",9.36762212079832,17.5713448004202,21.1373457478992,19.5842262983193,19.9415261733193,18.7476715987395,19.5488627006303,19.3248183823529,16.9151347418593,19.3907197137605,NA,"Macaca_fascicularis","testis","GSE125483"
"885","ENSMFAG00000003412","-","SLC39A13","chr14",20140047,20140169,20140461,20140575,0.000121090169447,0.000939368883071,"0.855,0.846,0.686,0.67","0.63,0.662,0.674,0.654","MXE","14","SLC39A13",45.9704082503277,50.3437359764089,56.9696400249017,56.5646088475317,57.0142889672346,53.0554937094801,50.1446265827872,53.9908617758847,52.4620982747925,53.5513177588467,NA,"Macaca_fascicularis","testis","GSE125483"
"886","ENSMFAG00000003412","-","SLC39A13","chr14",20138977,20139085,20140047,20140169,0.000207433656474,0.00151274788502,"0.11,0.103,0.291,0.274","0.292,0.271,0.292,0.262","MXE","14","SLC39A13",45.9704082503277,50.3437359764089,56.9696400249017,56.5646088475317,57.0142889672346,53.0554937094801,50.1446265827872,53.9908617758847,52.4620982747925,53.5513177588467,NA,"Macaca_fascicularis","testis","GSE125483"
"887","ENSMFAG00000003418","+","PSME4","chr13",56218309,56218472,56220853,56220987,0.00369115744424,0.0190567156655,"0.409,0.368,0.481,0.453","0.475,0.484,0.519,0.482","MXE","13","PSME4",93.8032722691503,88.6838700217664,80.8909437011302,80.3281090837171,81.153698577229,87.8098879200502,88.0873598321474,86.0716324424445,85.926548768941,85.7806446929678,NA,"Macaca_fascicularis","testis","GSE125483"
"888","ENSMFAG00000003418","+","PSME4","chr13",56213620,56213776,56218309,56218484,3.30985239216e-11,8.90426871053e-10,"0.999,1.0,0.629,0.611","0.605,0.646,0.629,0.626","MXE","13","PSME4",93.8032722691503,88.6838700217664,80.8909437011302,80.3281090837171,81.153698577229,87.8098879200502,88.0873598321474,86.0716324424445,85.926548768941,85.7806446929678,NA,"Macaca_fascicularis","testis","GSE125483"
"889","ENSMFAG00000003418","+","PSME4","chr13",56186958,56187168,56188525,56188662,4.29652979861e-11,1.11295010749e-09,"0.002,0.002,0.391,0.376","0.378,0.392,0.383,0.344","MXE","13","PSME4",93.8032722691503,88.6838700217664,80.8909437011302,80.3281090837171,81.153698577229,87.8098879200502,88.0873598321474,86.0716324424445,85.926548768941,85.7806446929678,NA,"Macaca_fascicularis","testis","GSE125483"
"890","ENSMFAG00000003421","+","TMX3","chr18",11390609,11390655,NA,NA,0.000145246443324,0.00656519894901,"0.807,0.939,1.0,1.0","1.0,0.887,1.0,1.0","SE","18","TMX3",5.37121623510115,4.51419217277201,3.84852796282121,2.79569830508475,4.35118359322034,4.75668027118644,5.03752161399672,4.43511647457627,4.13240866894478,4.64512548824494,NA,"Macaca_fascicularis","testis","GSE125483"
"891","ENSMFAG00000003434","-","GAPVD1","chr15",103534129,103534303,103536812,103536938,5.97849401318e-07,6.92090042566e-06,"0.997,0.995,0.554,0.538","0.567,0.587,0.541,0.52","MXE","15","GAPVD1",13.2521088434409,10.2936299787814,11.5756034043011,11.5704821222939,11.6925218501792,11.4606655073835,12.154435102509,12.355378452043,11.6729560872043,11.9157502280287,NA,"Macaca_fascicularis","testis","GSE125483"
"892","ENSMFAG00000003438","+","CEP44","chr5",173539920,173540061,NA,NA,0.000442147967229,0.015372069248,"0.126,0.157,0.251,0.573","1.0,0.118,1.0,1.0","SE","5","CEP44",18.6558886301758,16.5743463187748,15.0600064679524,12.8538513902439,14.7180358564946,17.2622763664209,17.3649670697674,16.5436556352808,15.7860232017867,16.4722337319909,NA,"Macaca_fascicularis","testis","GSE125483"
"893","ENSMFAG00000003440","+","RNF38","chr15",42659312,42659462,42674673,42674867,0,0,"0.004,0.004,0.12,0.114","0.115,0.12,0.116,0.111","MXE","15","RNF38",59.1648944940385,60.4533133271171,56.4804676040966,59.5506660865179,58.8021916661571,61.5248754961785,56.9296274818098,63.4695938064812,58.9123353779425,60.1815721126567,NA,"Macaca_fascicularis","testis","GSE125483"
"894","ENSMFAG00000003441","-","GTF2A1L","chr13",61634054,61634110,61653808,61653932,1.49976830954e-09,2.81778731765e-08,"0.012,0.013,0.331,0.374","0.322,0.348,0.318,0.295","MXE","13","GTF2A1L",38.0424207555931,36.2825819425918,36.7057310970874,34.5823393769523,37.3334068341072,37.3419980810469,37.828855003377,37.7977276167159,36.4032682930562,37.5754968838118,NA,"Macaca_fascicularis","testis","GSE125483"
"895","ENSMFAG00000003441","-","GTF2A1L","chr13",61634054,61634110,61653808,61653932,5.60306656627e-09,9.41381321521e-08,"0.743,0.741,0.98,0.983","1.0,1.0,0.986,1.0","MXE","13","GTF2A1L",38.0424207555931,36.2825819425918,36.7057310970874,34.5823393769523,37.3334068341072,37.3419980810469,37.828855003377,37.7977276167159,36.4032682930562,37.5754968838118,NA,"Macaca_fascicularis","testis","GSE125483"
"896","ENSMFAG00000003460","+","MORC1","chr2",163222706,163222779,163230460,163230655,1.06540672722e-05,9.96379034884e-05,"0.182,0.18,0.095,0.11","0.067,0.093,0.103,0.083","MXE","2","MORC1",46.1598929009801,43.339714,39.014835,38.7483358567084,39.732681,43.842777,45.47459,42.64064,41.8156944394221,42.922672,NA,"Macaca_fascicularis","testis","GSE125483"
"897","ENSMFAG00000003460","+","MORC1","chr2",163224378,163224432,163230460,163230655,0.0121447381872,0.0476545501046,"0.492,0.51,0.381,0.348","0.357,0.369,0.333,0.365","MXE","2","MORC1",46.1598929009801,43.339714,39.014835,38.7483358567084,39.732681,43.842777,45.47459,42.64064,41.8156944394221,42.922672,NA,"Macaca_fascicularis","testis","GSE125483"
"898","ENSMFAG00000003460","+","MORC1","chr2",163087369,163087438,163090972,163091063,0.00913543082956,0.0390213402577,"0.239,0.219,0.076,0.192","0.115,0.123,0.113,0.185","MXE","2","MORC1",46.1598929009801,43.339714,39.014835,38.7483358567084,39.732681,43.842777,45.47459,42.64064,41.8156944394221,42.922672,NA,"Macaca_fascicularis","testis","GSE125483"
"899","ENSMFAG00000003460","+","MORC1","chr2",163080821,163080856,163087369,163087438,0.00161341664122,0.00946966076857,"0.065,0.09,0.095,0.075","0.085,0.156,0.164,0.118","MXE","2","MORC1",46.1598929009801,43.339714,39.014835,38.7483358567084,39.732681,43.842777,45.47459,42.64064,41.8156944394221,42.922672,NA,"Macaca_fascicularis","testis","GSE125483"
"900","ENSMFAG00000003468","+","OSBPL1A","chr18",58088842,58089025,58094612,58094720,0.000940611066768,0.00587671332163,"0.301,0.345,0.467,0.463","0.516,0.505,0.49,0.482","MXE","18","OSBPL1A",14.9075476195248,14.5405866321214,13.9583521132265,12.5062353965073,14.3114244431721,14.0278542593759,14.3679623799027,14.4015144729459,13.978180440345,14.2771888888491,NA,"Macaca_fascicularis","testis","GSE125483"
"901","ENSMFAG00000003468","+","OSBPL1A","chr18",57941622,57941708,NA,NA,0.00139731040522,0.0364927028632,"0.721,0.933,1.0,1.0","1.0,1.0,1.0,1.0","SE","18","OSBPL1A",14.9075476195248,14.5405866321214,13.9583521132265,12.5062353965073,14.3114244431721,14.0278542593759,14.3679623799027,14.4015144729459,13.978180440345,14.2771888888491,NA,"Macaca_fascicularis","testis","GSE125483"
"902","ENSMFAG00000003470","-","GOT1L1","chr8",38731924,38732090,NA,NA,0.00159873351442,0.0404558687941,"0.444,0.532,1.0,1.0","1.0,0.952,1.0,0.961","SE","8","GOT1L1",24.6099535644505,24.2174062143826,28.2666462374491,24.1638233649932,26.3272545753053,25.4685531573948,26.7279320881954,25.1016373717775,25.3144573453188,25.9063442981682,NA,"Macaca_fascicularis","testis","GSE125483"
"903","ENSMFAG00000003472","+",NA,"chr1",133056624,133058219,133061001,133061140,2.51916985401e-05,0.000221352749977,"0.036,0.033,0.561,0.569","0.583,0.558,0.591,0.517","MXE","1","ENSMFAG00000003472",103.705340844075,97.7635133821206,92.2530538486486,91.669914,96.0043938781705,93.9362608461539,99.501068,96.154022,96.3479555187111,96.3989361810811,NA,"Macaca_fascicularis","testis","GSE125483"
"904","ENSMFAG00000003491","+","SLC30A9","chr5",41832966,41833132,NA,NA,0.0015957088026,0.0404025752092,"0.949,0.954,1.0,1.0","1.0,0.989,1.0,1.0","SE","5","SLC30A9",14.1509261260816,12.8862408776267,11.3057360271941,10.2034517132262,10.8506869295426,12.816034407911,12.5202895278121,12.7783665067985,12.1365886860321,12.2413443430161,NA,"Macaca_fascicularis","testis","GSE125483"
"905","ENSMFAG00000003498","+","GPAT4","chr8",42564590,42564684,42565281,42565397,0,0,"0.0,0.0,0.128,0.137","0.115,0.114,0.136,0.083","MXE","8","GPAT4",85.236221,86.434563,91.286049,86.018723,89.068909,85.619072,85.615692,87.891014,87.243889,87.04867175,NA,"Macaca_fascicularis","testis","GSE125483"
"906","ENSMFAG00000003498","+","GPAT4","chr8",42564590,42564684,NA,NA,0.000109524686924,0.00532253671925,"0.006,0.0,0.748,0.787","0.676,0.724,0.713,0.597","SE","8","GPAT4",85.236221,86.434563,91.286049,86.018723,89.068909,85.619072,85.615692,87.891014,87.243889,87.04867175,NA,"Macaca_fascicularis","testis","GSE125483"
"907","ENSMFAG00000003499","-","APRT","chr20",77250117,77250251,NA,NA,3.63395225564e-05,0.00240332661959,"1.0,0.85,1.0,1.0","1.0,1.0,1.0,1.0","SE","20","APRT",4.60787744337248,4.76268265268456,5.10080392281879,5.56595036493289,4.74908688045302,4.69223833347315,4.17461899622483,3.22061383011745,5.00932859595218,4.20913951006711,NA,"Macaca_fascicularis","testis","GSE125483"
"908","ENSMFAG00000003499","-","APRT","chr20",77251223,77251170,NA,NA,3.60666772004e-08,1.93726534398e-06,"0.007,0.044,1.0,1.0","1.0,1.0,1.0,1.0","A5SS","20","APRT",4.60787744337248,4.76268265268456,5.10080392281879,5.56595036493289,4.74908688045302,4.69223833347315,4.17461899622483,3.22061383011745,5.00932859595218,4.20913951006711,NA,"Macaca_fascicularis","testis","GSE125483"
"909","ENSMFAG00000003503","-","MTX3","chr6",78270107,78270196,NA,NA,0.000362752189116,0.0131523835757,"0.839,0.823,0.92,1.0","1.0,1.0,1.0,0.794","SE","6","MTX3",3.05629343168317,2.97839405643564,3.02011798811881,2.52772273069307,2.32291675247525,3.49399223762376,2.28696807920792,2.75239946138614,2.89563205173267,2.71406913267327,NA,"Macaca_fascicularis","testis","GSE125483"
"910","ENSMFAG00000003505","+","CELF1","chr14",20071576,20074773,NA,NA,1.44037706207e-08,1.18997304974e-06,"0.002,0.002,0.308,0.371","0.218,0.245,0.362,0.245","A3SS","14","CELF1",7.22590283870661,6.21885305154541,5.96945483242986,5.44119084051355,5.87690815406562,6.32011078535426,6.1116430383262,5.95569234816928,6.21385039079886,6.06608858147884,NA,"Macaca_fascicularis","testis","GSE125483"
"911","ENSMFAG00000003509","+","TCF20","chr10",8896792,8896920,NA,NA,0.000960112337288,0.0272776102028,"0.949,0.95,1.0,0.984","1.0,0.963,0.979,1.0","SE","10","TCF20",15.4935715267186,12.9501752632226,12.8360565171518,15.2640084393877,14.6207064481345,12.5287224011207,13.7121452211289,14.2164554649446,14.1359529366202,13.7695073838322,NA,"Macaca_fascicularis","testis","GSE125483"
"912","ENSMFAG00000003538","-","TRIM65","chr16",73217789,73217855,NA,NA,6.01223497433e-05,0.00351152847505,"0.341,0.722,1.0,0.509","0.609,1.0,1.0,0.675","SE","16","TRIM65",0.939595,0.941135,1.06398,0.963961,0.956043,1.048714,0.94366,0.872769,0.97716775,0.9552965,NA,"Macaca_fascicularis","testis","GSE125483"
"913","ENSMFAG00000003541","-","RNF125","chr18",50168084,50168192,NA,NA,4.20786934641e-05,0.0026987360079,"0.834,0.916,0.679,1.0","1.0,1.0,0.901,1.0","SE","18","RNF125",1.38556,1.264922,1.322598,1.257553,1.285886,1.167592,1.288184,1.185075,1.30765825,1.23168425,NA,"Macaca_fascicularis","testis","GSE125483"
"914","ENSMFAG00000003560","+","SMCO2","chr11",28154651,28154795,NA,NA,0.00102007912543,0.028601606764,"0.924,0.911,1.0,0.99","0.99,0.946,0.979,0.993","SE","11","SMCO2",43.8064020483384,43.3254890060423,44.1198949531722,41.1801414743202,46.2265700279456,44.7521259335347,44.3045729410876,49.1467951283988,43.1079818704683,46.1075160077417,NA,"Macaca_fascicularis","testis","GSE125483"
"915","ENSMFAG00000003569","-","ACADL","chr12",99687991,99688156,NA,NA,0.000710104992107,0.021522314106,"0.973,0.97,0.99,0.982","0.98,0.997,0.996,1.0","SE","12","ACADL",47.091164,45.90871,46.040909,45.738869,43.4529,46.040115,48.704346,48.575405,46.194913,46.6931915,NA,"Macaca_fascicularis","testis","GSE125483"
"916","ENSMFAG00000003574","+","C4orf47","chr5",184850450,184850588,NA,NA,0.000152502659154,0.00683696936758,"0.936,0.955,1.0,0.991","0.98,0.985,0.986,1.0","SE","5","C4orf47",11.431118,11.57134,10.405231,10.336741,11.849078,10.790612,12.341882,12.500627,10.9361075,11.87054975,NA,"Macaca_fascicularis","testis","GSE125483"
"917","ENSMFAG00000003577","+","ZNF346","chr6",176828942,176829035,176831597,176831739,0.00643003138795,0.0297481337201,"0.749,0.716,0.708,0.52","0.537,0.519,0.623,0.527","MXE","6","ZNF346",5.38079497265871,5.70676271275927,6.67266288057825,5.41039323601509,6.65322708390949,6.09717904022627,5.60029150628536,5.80407723947203,5.79265345050283,6.03869371747329,NA,"Macaca_fascicularis","testis","GSE125483"
"918","ENSMFAG00000003577","+","ZNF346","chr6",176831597,176831739,176837676,176837862,0.000391662445559,0.00268418303391,"0.083,0.039,0.185,0.219","0.199,0.234,0.261,0.189","MXE","6","ZNF346",5.38079497265871,5.70676271275927,6.67266288057825,5.41039323601509,6.65322708390949,6.09717904022627,5.60029150628536,5.80407723947203,5.79265345050283,6.03869371747329,NA,"Macaca_fascicularis","testis","GSE125483"
"919","ENSMFAG00000003577","+","ZNF346","chr6",176831594,176831739,176837628,176837862,0.000342285155714,0.00237219480434,"0.088,0.008,0.194,0.251","0.215,0.253,0.269,0.216","MXE","6","ZNF346",5.38079497265871,5.70676271275927,6.67266288057825,5.41039323601509,6.65322708390949,6.09717904022627,5.60029150628536,5.80407723947203,5.79265345050283,6.03869371747329,NA,"Macaca_fascicularis","testis","GSE125483"
"920","ENSMFAG00000003577","+","ZNF346","chr6",176837628,176837862,NA,NA,0.00184587939108,0.0448023044259,"0.828,1.0,0.942,1.0","0.965,1.0,1.0,1.0","SE","6","ZNF346",5.38079497265871,5.70676271275927,6.67266288057825,5.41039323601509,6.65322708390949,6.09717904022627,5.60029150628536,5.80407723947203,5.79265345050283,6.03869371747329,NA,"Macaca_fascicularis","testis","GSE125483"
"921","ENSMFAG00000003577","+","ZNF346","chr6",176831597,176831739,176837628,176837862,0.00100069405026,0.00620394741467,"0.094,0.048,0.189,0.243","0.21,0.25,0.279,0.199","MXE","6","ZNF346",5.38079497265871,5.70676271275927,6.67266288057825,5.41039323601509,6.65322708390949,6.09717904022627,5.60029150628536,5.80407723947203,5.79265345050283,6.03869371747329,NA,"Macaca_fascicularis","testis","GSE125483"
