,id,strand,symbol.x,chr.x,as_site1,as_site2,as_site3,as_site4,as_pvalue,IncLevel1,IncLevel2,as_type,female,male,..files.brain_mean_female,..files.brain_mean_male,Remark,Organism,Tissue,GEO_accession
411,ENSCAFG00000004581,-,RBSN,chr20,5171676,5171918,NA,NA,0.001272881,"0.978,1.0,1.0","0.92,0.917,1.0",SE,"14.0174486879653,12.0714072636476,12.4610470117866","11.0539513979529,15.3012817959057,12.7711532351117",12.84996765,13.04212881,NA,dog,brain,GSE125483
412,ENSCAFG00000004593,+,CCDC90B,chr21,15891994,15892098,15914700,15914742,2.76748E-05,"0.0,0.228,0.175","0.013,0.002,0.195",MXE,"44.679962,54.111904,45.352695","51.187759,46.508358,49.180077",48.048187,48.95873133,NA,dog,brain,GSE125483
413,ENSCAFG00000004603,-,TOE1,chr15,15017289,15017432,NA,NA,0.000209165,"1.0,1.0,1.0","0.615,1.0,1.0",SE,"8.218969,9.504891,7.275356","9.023348,8.419039,6.645144",8.333072,8.029177,NA,dog,brain,GSE125483
414,ENSCAFG00000004606,+,BIN1,chr19,23525420,23525549,23530319,23530427,1.32457E-06,"0.993,0.704,0.745","0.768,0.575,0.577",MXE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
415,ENSCAFG00000004606,+,BIN1,chr19,23530319,23530427,NA,NA,9.21571E-08,"1.0,1.0,1.0","0.908,0.881,1.0",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
416,ENSCAFG00000004606,+,BIN1,chr19,23530319,23530427,NA,NA,0.000969988,"0.993,1.0,0.984","0.985,0.974,1.0",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
417,ENSCAFG00000004606,+,BIN1,chr19,23531335,23531425,NA,NA,0.000391004,"0.953,0.973,0.953","0.951,0.91,0.964",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
418,ENSCAFG00000004606,+,BIN1,chr19,23529335,23529359,NA,NA,0.000670246,"0.0,0.072,0.0","0.081,0.022,0.0",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
419,ENSCAFG00000004606,+,BIN1,chr19,23525420,23525549,23530319,23530427,3.4562E-10,"0.471,0.501,0.499","0.383,0.314,0.355",MXE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
420,ENSCAFG00000004606,+,BIN1,chr19,23530319,23530427,23531335,23531425,5.45367E-06,"0.004,0.242,0.175","0.149,0.267,0.173",MXE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
421,ENSCAFG00000004606,+,BIN1,chr19,23525420,23525549,23531335,23531425,0.003825449,"0.395,0.432,0.382","0.366,0.33,0.222",MXE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
422,ENSCAFG00000004606,+,BIN1,chr19,23525420,23525549,NA,NA,2.67268E-10,"1.0,0.752,0.694","0.583,0.373,0.587",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
423,ENSCAFG00000004606,+,BIN1,chr19,23525420,23525549,NA,NA,4.47451E-07,"0.93,0.965,0.926","0.918,0.832,0.883",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
424,ENSCAFG00000004606,+,BIN1,chr19,23528761,23528869,NA,NA,3.89476E-07,"1.0,0.371,0.265","0.004,0.0,0.199",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
425,ENSCAFG00000004606,+,BIN1,chr19,23529335,23529359,NA,NA,9.2591E-06,"1.0,0.591,0.605","0.433,0.181,0.592",SE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
426,ENSCAFG00000004606,+,BIN1,chr19,23530319,23530427,23531335,23531425,0.000117231,"0.031,0.193,0.099","0.031,0.059,0.116",MXE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
427,ENSCAFG00000004606,+,BIN1,chr19,23530319,23530427,23531335,23531425,0.001460219,"0.4,0.443,0.384","0.378,0.318,0.299",MXE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
428,ENSCAFG00000004606,+,BIN1,chr19,23528761,23528869,23529335,23529359,9.72555E-14,"0.002,0.29,0.191","0.005,0.002,0.146",MXE,"52.5422358210631,57.3824325680092,41.2014204410697","55.1427786358534,71.1841382312644,34.6618680368108",50.37536294,53.6629283,NA,dog,brain,GSE125483
429,ENSCAFG00000004612,+,MUTYH,chr15,15001315,15001462,NA,NA,3.67546E-06,"1.0,1.0,1.0","0.669,0.838,0.661",SE,"5.03181636447659,5.86360925215994,5.70186113321278","5.87915086276874,8.63363509001406,4.01778598693992",5.532428917,6.176857313,NA,dog,brain,GSE125483
430,ENSCAFG00000004612,+,MUTYH,chr15,15024058,15024203,15024282,15024346,0.000611249,"0.046,0.281,0.288","0.059,0.031,0.217",MXE,"5.03181636447659,5.86360925215994,5.70186113321278","5.87915086276874,8.63363509001406,4.01778598693992",5.532428917,6.176857313,NA,dog,brain,GSE125483
431,ENSCAFG00000004612,+,MUTYH,chr15,14975569,14975618,15001315,15001462,0.003829163,"0.645,0.548,0.232","1.0,0.967,0.232",MXE,"5.03181636447659,5.86360925215994,5.70186113321278","5.87915086276874,8.63363509001406,4.01778598693992",5.532428917,6.176857313,NA,dog,brain,GSE125483
432,ENSCAFG00000004646,-,UROD,chr15,15314343,15314410,NA,NA,2.70091E-06,"0.991,0.991,0.996","0.972,0.967,0.981",SE,"25.1612970326673,29.0241797510308,23.7763631538218","28.9720744364098,25.653727761497,17.9448502607041",25.98727998,24.19021749,NA,dog,brain,GSE125483
433,ENSCAFG00000004679,-,CNOT10,chr23,4031466,4031550,4032979,4033066,0.000472907,"0.009,0.111,0.204","0.0,0.0,0.169",MXE,"14.6727791546355,13.9677415881104,14.5933416811748","14.6402482186837,14.5527624302902,19.7122249508139",14.41128747,16.3017452,NA,dog,brain,GSE125483
434,ENSCAFG00000004679,-,CNOT10,chr23,3992155,3992286,3995333,3995447,0.002234201,"1.0,0.728,0.699","0.988,1.0,0.677",MXE,"14.6727791546355,13.9677415881104,14.5933416811748","14.6402482186837,14.5527624302902,19.7122249508139",14.41128747,16.3017452,NA,dog,brain,GSE125483
435,ENSCAFG00000004731,+,TENM4,chr21,20176217,20176238,NA,NA,0.000733524,"0.966,1.0,1.0","1.0,0.836,1.0",SE,"3.88969951018528,2.452315,3.03032934312622","2.08788422929676,4.02038589395025,3.316979",3.124114618,3.141749708,NA,dog,brain,GSE125483
436,ENSCAFG00000004735,-,NA,chr2,22894339,22894486,22899078,22899192,0.003374627,"0.997,0.581,0.72","0.996,0.996,0.614",MXE,"29.0241718659674,27.6828988129371,26.9016996509324","30.4219837907925,28.7668499994172,34.2807437191142",27.86959011,31.15652584,NA,dog,brain,GSE125483
437,ENSCAFG00000004736,+,BEND7,chr2,23002677,23002980,NA,NA,6.47761E-05,"0.487,1.0,0.363","1.0,0.878,1.0",SE,"0.788029756171285,0.912709786397985,0.731627846851385","0.625143801511335,0.909999700755667,1.01239806347607",0.81078913,0.849180522,NA,dog,brain,GSE125483
438,ENSCAFG00000004739,-,FASTK,chr16,15128642,15128782,15128883,15129063,1.58441E-06,"0.0,0.325,0.292","0.004,0.0,0.24",MXE,"13.7483318680203,18.2281324830144,13.1922934822335","15.4739214713003,13.8594313506443,5.86669905427567",15.05625261,11.73335063,NA,dog,brain,GSE125483
439,ENSCAFG00000004739,-,FASTK,chr16,15128642,15128782,NA,NA,5.06404E-07,"0.946,1.0,0.95","0.781,0.864,0.931",SE,"13.7483318680203,18.2281324830144,13.1922934822335","15.4739214713003,13.8594313506443,5.86669905427567",15.05625261,11.73335063,NA,dog,brain,GSE125483
440,ENSCAFG00000004746,+,XRCC1,chr1,111567926,111568043,111568829,111568923,0.000188194,"0.014,0.24,0.275","0.035,0.017,0.305",MXE,"7.13727666162066,9.98413682769368,9.35090142163847","8.31173525779163,9.84778832101514,3.52459532724844",8.82410497,7.228039635,NA,dog,brain,GSE125483
441,ENSCAFG00000004753,+,ARPP21,chr23,5797672,5797710,5803913,5804143,0.000162081,"0.0,0.009,0.0","0.408,0.096,0.0",MXE,"78.0525460483042,67.2419301137376,53.8330697571086","67.9257382048647,75.7845513357314,64.2897794152107",66.37584864,69.33335632,NA,dog,brain,GSE125483
442,ENSCAFG00000004759,+,CLASP1,chr19,28764759,28764783,NA,NA,7.0925E-06,"0.994,0.96,0.893","0.882,0.89,0.84",SE,"13.2279380592334,11.3944863120209,11.9583794641115","8.76465846062718,11.8026079691638,16.9209411426829",12.19360128,12.49606919,NA,dog,brain,GSE125483
443,ENSCAFG00000004762,+,SLC25A19,chr9,5221889,5222073,NA,NA,0.00090035,"0.887,0.938,1.0","1.0,0.977,1.0",SE,"9.977446,9.268966,6.815481","8.870427,8.934835,5.692947",8.687297667,7.832736333,NA,dog,brain,GSE125483
444,ENSCAFG00000004773,+,AGAP3,chr16,15166620,15166748,15168343,15168502,3.14878E-07,"0.938,0.717,0.697","0.944,0.948,0.848",MXE,"34.9409486694247,37.5889410713873,27.4754326155474","35.7459110994805,29.9800858883971,15.3046263571291",33.33510745,27.01020778,NA,dog,brain,GSE125483
445,ENSCAFG00000004778,-,NAA16,chr22,9249831,9249929,9251582,9251726,0.000919683,"0.996,0.776,0.833","0.989,0.997,0.776",MXE,"32.0338785403201,27.3123648746602,36.6311943887043","30.690121922682,33.8314375542132,45.1872411473875",31.99247927,36.56960021,NA,dog,brain,GSE125483
446,ENSCAFG00000004793,-,LRRFIP2,chr23,6950795,6950928,6960000,6960093,2.29898E-09,"0.986,0.747,0.822","1.0,0.995,0.867",MXE,"10.8661235375812,10.8885209433962,9.70286951995051","11.0274550327869,10.0677207819363,10.7089587575008",10.485838,10.60137819,NA,dog,brain,GSE125483
447,ENSCAFG00000004795,+,MTRF1,chr22,9354331,9354449,9369093,9369230,0.000686833,"0.81,0.571,0.647","0.892,0.914,0.71",MXE,"5.86725022582739,5.07347645165477,7.53368718754056","6.37675654380273,7.29954059701493,8.62498136275146",6.158137955,7.433759501,NA,dog,brain,GSE125483
448,ENSCAFG00000004807,+,ERI3,chr15,16015569,16015642,16051584,16051684,0.003741988,"0.03,0.081,0.104","0.029,0.031,0.092",MXE,"65.5752570313771,64.1524556112725,47.3612812818129","60.4821430284718,59.9603204468332,42.8955397931435",59.02966464,54.44600109,NA,dog,brain,GSE125483
449,ENSCAFG00000004822,+,ALG8,chr21,20727313,20727411,NA,NA,0.000103269,"1.0,1.0,1.0","0.891,0.9,1.0",SE,"5.2997865142315,5.30928396774193,6.32683610294118","5.98970090749526,6.55701116840607,7.31116486622391",5.645302195,6.619292314,NA,dog,brain,GSE125483
450,ENSCAFG00000004855,-,EPB41L5,chr19,29943641,29943770,29951689,29951758,9.3875E-06,"0.093,0.0,0.0","0.559,0.405,0.0",MXE,"1.14272934782609,0.803654970910228,1.29250434688771","0.709773888645605,1.34190887331874,0.778374621207382",1.079629555,0.943352461,NA,dog,brain,GSE125483
451,ENSCAFG00000004855,-,EPB41L5,chr19,29943641,29943770,29951689,29951758,1.18203E-05,"0.045,0.0,0.0","0.352,0.233,0.0",MXE,"1.14272934782609,0.803654970910228,1.29250434688771","0.709773888645605,1.34190887331874,0.778374621207382",1.079629555,0.943352461,NA,dog,brain,GSE125483
452,ENSCAFG00000004860,+,RECQL5,chr9,4907991,4908103,NA,NA,0.001137831,"1.0,1.0,1.0","1.0,0.91,0.756",SE,"5.94688898895184,6.70192978838527,5.493841","6.00289831869688,7.99152562606232,4.172332",6.047553259,6.055585315,NA,dog,brain,GSE125483
453,ENSCAFG00000004860,+,RECQL5,chr9,4938314,4938587,NA,NA,0.001506366,"0.0,0.886,1.0","0.033,0.0,1.0",RI,"5.94688898895184,6.70192978838527,5.493841","6.00289831869688,7.99152562606232,4.172332",6.047553259,6.055585315,NA,dog,brain,GSE125483
454,ENSCAFG00000004862,-,DPH2,chr15,16289051,16289729,NA,NA,3.30207E-05,"0.868,1.0,1.0","0.36,0.745,1.0",SE,"5.75536574509804,6.827456,5.853842","6.3156757254902,6.43421825490196,3.947424",6.145554582,5.56577266,NA,dog,brain,GSE125483
455,ENSCAFG00000004875,-,IPO13,chr15,16310736,16310826,NA,NA,7.60915E-06,"1.0,1.0,1.0","1.0,0.758,1.0",RI,"34.7179018649865,33.6506027224723,28.1344527326733","33.2837960558056,35.5765881080108,28.8672620612061",32.16765244,32.57588208,NA,dog,brain,GSE125483
456,ENSCAFG00000004878,-,WDR86,chr16,15392355,15392462,NA,NA,0.000541156,"0.583,1.0,1.0","0.444,0.399,1.0",RI,"5.2406072110377,7.9892319712398,5.55427709638554","4.85864734862029,4.47446232685581,2.44011663544501",6.261372093,3.92440877,NA,dog,brain,GSE125483
457,ENSCAFG00000004881,-,GTF3C2,chr17,21305824,21305926,NA,NA,0.002133585,"1.0,1.0,1.0","0.48,0.842,1.0",RI,"10.750074,12.183379,10.794533","9.17039967529107,14.0381525996119,9.028372",11.242662,10.74564142,NA,dog,brain,GSE125483
458,ENSCAFG00000004904,-,CAND2,chr20,5772570,5772712,NA,NA,9.67396E-05,"1.0,1.0,1.0","0.867,0.885,1.0",SE,"11.237833072149,12.2595488429015,9.60662471334368","9.42221310512025,9.8164870640031,8.99628204344453",11.03466888,9.411660738,NA,dog,brain,GSE125483
459,ENSCAFG00000004904,-,CAND2,chr20,5770733,5772236,NA,NA,5.11863E-07,"1.0,1.0,1.0","0.579,0.565,1.0",SE,"11.237833072149,12.2595488429015,9.60662471334368","9.42221310512025,9.8164870640031,8.99628204344453",11.03466888,9.411660738,NA,dog,brain,GSE125483
460,ENSCAFG00000004925,-,UNK,chr9,4796457,4796560,NA,NA,0.001360143,"0.588,1.0,1.0","0.55,0.505,0.29",SE,"6.64067944240477,6.93356955369435,6.35336453373107","6.10175036622304,7.6406866652134,3.72775815718219",6.642537843,5.823398396,NA,dog,brain,GSE125483
461,ENSCAFG00000004932,+,GALNT11,chr16,15932936,15933062,15941594,15941712,1.79082E-05,"0.0,0.256,0.195","0.001,0.003,0.23",MXE,"43.9852520601852,47.2493951481481,44.6209387314815","48.5128761824074,42.4962389546296,59.3515588018518",45.28519531,50.12022465,NA,dog,brain,GSE125483
462,ENSCAFG00000004932,+,GALNT11,chr16,15946281,15946500,NA,NA,0.000361947,"0.933,0.977,1.0","0.902,0.9,0.99",SE,"43.9852520601852,47.2493951481481,44.6209387314815","48.5128761824074,42.4962389546296,59.3515588018518",45.28519531,50.12022465,NA,dog,brain,GSE125483
463,ENSCAFG00000004932,+,GALNT11,chr16,15929088,15929212,NA,NA,0.000115589,"0.987,1.0,1.0","0.934,0.953,1.0",SE,"43.9852520601852,47.2493951481481,44.6209387314815","48.5128761824074,42.4962389546296,59.3515588018518",45.28519531,50.12022465,NA,dog,brain,GSE125483
464,ENSCAFG00000004932,+,GALNT11,chr16,15921780,15922113,NA,NA,7.01387E-07,"0.933,1.0,1.0","0.754,0.81,1.0",SE,"43.9852520601852,47.2493951481481,44.6209387314815","48.5128761824074,42.4962389546296,59.3515588018518",45.28519531,50.12022465,NA,dog,brain,GSE125483
465,ENSCAFG00000004948,+,DLEC1,chr23,7831053,7831244,NA,NA,0.000170084,"0.698,0.595,1.0","0.482,0.203,0.397",SE,"2.93227192149736,5.2721403908777,4.39962289115028","3.20863936107578,3.35239903834272,3.62668890605124",4.201345068,3.395909102,NA,dog,brain,GSE125483
466,ENSCAFG00000004966,+,MYD88,chr23,7903389,7903570,NA,NA,0.000144349,"1.0,1.0,1.0","0.932,0.879,1.0",SE,"3.133199,4.060672,4.262964","3.377649,4.96623,3.613417",3.818945,3.985765333,NA,dog,brain,GSE125483
467,ENSCAFG00000004971,+,ACTR3B,chr16,16524549,16524642,16552809,16552935,0.001152281,"0.552,0.477,0.486","0.584,0.593,0.57",MXE,"101.702393,86.644592,62.948845","73.003326,84.182167,70.104881",83.76527667,75.763458,NA,dog,brain,GSE125483
468,ENSCAFG00000004973,-,CELF2,chr2,25067211,25067291,NA,NA,2.49304E-05,"0.975,0.972,0.975","0.924,0.92,1.0",SE,"25.9423168133419,26.0469229640795,24.6823592726107","25.1818516980436,29.1098625169981,48.1370021457665",25.55719968,34.14290545,NA,dog,brain,GSE125483
469,ENSCAFG00000004989,+,ACOX1,chr9,4670344,4670505,NA,NA,0.000120687,"0.93,1.0,0.94","0.83,0.797,0.779",SE,"6.04391254797546,5.51757397104295,5.7872223609816","4.09963958969325,6.7730626795092,7.82033487067485",5.78290296,6.23101238,NA,dog,brain,GSE125483
470,ENSCAFG00000005005,+,TAMM41,chr20,6658424,6658517,NA,NA,0.000561986,"0.959,1.0,1.0","0.888,0.913,1.0",SE,"5.32410239041579,6.44374904862579,7.09988880338266","6.70835263706836,5.99525283439042,6.42284174207188",6.289246747,6.375482405,NA,dog,brain,GSE125483
471,ENSCAFG00000005005,+,TAMM41,chr20,6655888,6656071,NA,NA,0.000218736,"0.975,1.0,0.954","0.918,0.848,1.0",SE,"5.32410239041579,6.44374904862579,7.09988880338266","6.70835263706836,5.99525283439042,6.42284174207188",6.289246747,6.375482405,NA,dog,brain,GSE125483
472,ENSCAFG00000005006,-,NA,chr1,112583016,112583178,112586197,112586306,3.38903E-05,"0.998,0.669,0.768","0.998,0.998,0.667",MXE,"12.2378948280098,15.1271615689078,9.7293383312486","12.5184264907304,10.9848363272281,3.84081176122403",12.36479824,9.114691526,NA,dog,brain,GSE125483
473,ENSCAFG00000005014,+,TGFB1,chr1,112622509,112622601,NA,NA,9.82583E-05,"0.918,1.0,1.0","0.775,0.779,1.0",SE,"4.83187471174808,5.56313854743641,3.98442006943884","4.66482672264836,5.3194076410981,1.36999080177634",4.793144443,3.784741722,NA,dog,brain,GSE125483
474,ENSCAFG00000005043,+,EXOC7,chr9,4550415,4550616,NA,NA,3.20479E-05,"0.024,0.355,0.193","0.03,0.034,0.14",SE,"36.2166699983137,34.9570059463744,29.2008512947723","31.8723878613828,42.2498728428331,30.7310499817875",33.45817575,34.95110356,NA,dog,brain,GSE125483
475,ENSCAFG00000005043,+,EXOC7,chr9,4550415,4550616,NA,NA,3.56625E-06,"0.025,0.14,0.167","0.032,0.033,0.088",SE,"36.2166699983137,34.9570059463744,29.2008512947723","31.8723878613828,42.2498728428331,30.7310499817875",33.45817575,34.95110356,NA,dog,brain,GSE125483
476,ENSCAFG00000005043,+,EXOC7,chr9,4546580,4546673,NA,NA,3.51267E-05,"0.99,1.0,0.989","0.96,0.962,1.0",SE,"36.2166699983137,34.9570059463744,29.2008512947723","31.8723878613828,42.2498728428331,30.7310499817875",33.45817575,34.95110356,NA,dog,brain,GSE125483
477,ENSCAFG00000005043,+,EXOC7,chr9,4550415,4550616,4550926,4550965,6.55852E-11,"0.008,0.136,0.102","0.013,0.015,0.051",MXE,"36.2166699983137,34.9570059463744,29.2008512947723","31.8723878613828,42.2498728428331,30.7310499817875",33.45817575,34.95110356,NA,dog,brain,GSE125483
478,ENSCAFG00000005048,-,IFT172,chr17,21421908,21422120,NA,NA,0.006948136,"0.003,0.122,0.136","0.0,0.0,0.182",RI,"14.2912407046066,18.877874287996,17.2874801107935","13.1075365677539,17.0168967999328,19.1343019209818",16.81886503,16.41957843,NA,dog,brain,GSE125483
479,ENSCAFG00000005061,+,LMO7,chr22,29573120,29573150,NA,NA,0.00025053,"0.971,1.0,1.0","0.948,0.88,1.0",SE,"19.2547378631982,15.1463055045142,13.4341170529457","16.3789095188982,21.2403974026014,20.1218372579954",15.94505347,19.24704806,NA,dog,brain,GSE125483
480,ENSCAFG00000005080,-,GORASP1,chr23,8770315,8770266,NA,NA,1.89826E-05,"1.0,1.0,1.0","1.0,0.959,1.0",A3SS,"54.960658564495,59.2807294000874,45.1831208679493","46.8880731014429,71.4007175478793,31.2829497971141",53.14150294,49.85724682,NA,dog,brain,GSE125483
481,ENSCAFG00000005083,-,RAB4B,chr1,113010191,113010306,113010550,113010631,0.00318622,"0.259,0.173,0.186","0.266,0.284,0.221",MXE,"158.771042,182.13501,130.73909","167.639496,142.638565,69.112282",157.2150473,126.4634477,NA,dog,brain,GSE125483
482,ENSCAFG00000005087,+,TTC21A,chr23,8805726,8805865,NA,NA,0.000245076,"0.901,1.0,0.924","0.655,0.719,1.0",SE,"3.387257,4.351778,3.824039","3.662652,4.804216,5.645905",3.854358,4.704257667,NA,dog,brain,GSE125483
483,ENSCAFG00000005106,+,MOBP,chr23,9130194,9130271,NA,NA,0.000652583,"0.754,0.82,1.0","1.0,1.0,1.0",SE,"119.38056770362,54.6852010090498,75.2967824027149","102.591248739819,299.937921029412,86.0081800633484",83.12085037,162.8457833,NA,dog,brain,GSE125483
484,ENSCAFG00000005114,+,MYRIP,chr23,9753991,9754051,NA,NA,2.42542E-06,"0.046,0.013,0.058","0.015,0.0,0.0",SE,"14.6973388086989,16.3453893339477,12.6856616214523","9.35299679395503,15.0600395035017,9.88032170733505",14.57612992,11.43111933,NA,dog,brain,GSE125483
485,ENSCAFG00000005173,+,NKX2-2,chr24,1934752,1934894,NA,NA,3.87138E-06,"1.0,1.0,1.0","0.4,0.022,1.0",RI,"7.516434,8.967214,6.527905","8.82051043935743,15.8251617951807,4.014433",7.670517667,9.553368412,NA,dog,brain,GSE125483
486,ENSCAFG00000005174,+,DNAJB6,chr16,19809486,19809596,19823676,19823808,2.73988E-05,"0.218,0.15,0.141","0.239,0.268,0.222",MXE,"36.2835882446444,32.5665121311054,28.787840117395","36.9877537926307,38.2057150604113,37.184874222365",32.54598016,37.45944769,NA,dog,brain,GSE125483
487,ENSCAFG00000005177,+,HYI,chr15,16728478,16728548,NA,NA,1.86547E-05,"1.0,1.0,0.965","0.934,0.878,1.0",SE,"7.77094849759615,17.9035947019231,15.8822345144231","15.1367005504808,9.956309625,4.07611659134615",13.85225924,9.723042256,NA,dog,brain,GSE125483
488,ENSCAFG00000005177,+,HYI,chr15,16728333,16728383,NA,NA,2.05276E-06,"1.0,1.0,0.954","0.896,0.847,1.0",SE,"7.77094849759615,17.9035947019231,15.8822345144231","15.1367005504808,9.956309625,4.07611659134615",13.85225924,9.723042256,NA,dog,brain,GSE125483
489,ENSCAFG00000005183,+,SLAIN1,chr22,31241656,31241806,NA,NA,4.17452E-06,"1.0,0.942,1.0","0.888,0.816,1.0",SE,"21.5189759208287,14.9848986222716,16.2861192715501","16.4898852068073,47.6959228830929,19.8784576526082",17.5966646,28.02142191,NA,dog,brain,GSE125483
490,ENSCAFG00000005192,-,ACER3,chr21,21788787,21788840,21826049,21826160,0.002473264,"0.664,1.0,1.0","0.388,0.453,0.312",MXE,"2.96996,2.528144,2.322026","2.52325,5.71789417910448,3.768987",2.60671,4.00337706,NA,dog,brain,GSE125483
491,ENSCAFG00000005215,-,IL17RC,chr20,8345617,8345677,NA,NA,0.000130489,"1.0,1.0,1.0","0.917,0.884,1.0",SE,"36.8031929456853,39.2028279395939,33.1557462596447","40.9580431416244,33.2873430479695,24.052732",36.38725571,32.7660394,NA,dog,brain,GSE125483
492,ENSCAFG00000005218,-,FBH1,chr2,30085021,30085177,NA,NA,8.82441E-08,"1.0,1.0,1.0","0.829,0.827,1.0",SE,"13.6944416803501,15.7559401291936,15.2098866763909","14.4866882358825,13.7255838378829,18.7399839295687",14.88675616,15.650752,NA,dog,brain,GSE125483
493,ENSCAFG00000005236,+,TRAK1,chr23,11367596,11367659,NA,NA,0.000944559,"0.039,0.237,0.131","0.042,0.035,0.0",A5SS,"12.848213087286,13.6969380701656,10.8376728445131","12.3788109503228,12.241310196183,8.38273611142296",12.46094133,11.00095242,NA,dog,brain,GSE125483
494,ENSCAFG00000005240,+,WDR60,chr16,20829205,20829260,NA,NA,0.000240844,"1.0,1.0,1.0","0.755,1.0,1.0",SE,"9.74824530198537,14.9477150266458,12.4120035297806","12.4247191251306,11.5357179109195,14.7453762129049",12.36932129,12.90193775,NA,dog,brain,GSE125483
495,ENSCAFG00000005240,+,WDR60,chr16,20826209,20826286,NA,NA,0.000502307,"1.0,1.0,1.0","0.778,1.0,1.0",SE,"9.74824530198537,14.9477150266458,12.4120035297806","12.4247191251306,11.5357179109195,14.7453762129049",12.36932129,12.90193775,NA,dog,brain,GSE125483
496,ENSCAFG00000005254,-,IL17RE,chr20,8361755,8361931,NA,NA,0.00026521,"1.0,1.0,1.0","0.911,0.805,1.0",SE,"1.326768,2.086266,1.579066","1.656445,1.830415,1.033013",1.664033333,1.506624333,NA,dog,brain,GSE125483
497,ENSCAFG00000005256,+,NDFIP2,chr22,32766985,32767079,32777107,32777232,5.51653E-06,"0.007,0.192,0.128","0.006,0.006,0.189",MXE,"80.6904208738255,65.6767774691275,61.2635460852349","64.1967075704698,81.8440398060403,90.8084123872483",69.21024814,78.94971992,NA,dog,brain,GSE125483
498,ENSCAFG00000005312,-,PGS1,chr9,2827030,2827110,NA,NA,0.00130393,"1.0,1.0,1.0","1.0,0.695,1.0",RI,"3.40245096132738,3.41777233771538,2.76284217511168","3.49688248972559,2.79456597996171,2.08606001276324",3.194355158,2.792502827,NA,dog,brain,GSE125483
499,ENSCAFG00000005326,-,UVRAG,chr21,22584948,22585027,NA,NA,9.19617E-05,"1.0,1.0,1.0","0.953,0.949,1.0",SE,"10.5699243581624,10.2485899924175,8.49397799732382","8.74911926226583,11.2847491306869,11.0679913635147",9.770830783,10.36728659,NA,dog,brain,GSE125483
500,ENSCAFG00000005327,-,TGDS,chr22,45391768,45391867,NA,NA,2.09551E-05,"1.0,0.807,1.0","0.753,0.795,0.494",SE,"5.17446651056911,5.138134,6.434458","7.92706075284553,9.42770756260163,10.267955",5.582352837,9.207574438,NA,dog,brain,GSE125483
501,ENSCAFG00000005337,-,CSGALNACT1,chr16,22247284,22247386,22263701,22263918,0.001246949,"0.014,0.555,0.313","0.002,0.007,0.382",MXE,"19.384464,16.380537,12.960234","15.7450594258508,21.150112,16.548771",16.241745,17.81464748,NA,dog,brain,GSE125483
502,ENSCAFG00000005372,+,C1H19orf47,chr1,113333181,113333263,113337240,113337378,9.58656E-08,"0.709,0.538,0.426","1.0,0.795,0.905",MXE,"8.05815,7.358023,7.223267","6.257312,8.578967,4.349315",7.54648,6.395198,NA,dog,brain,GSE125483
503,ENSCAFG00000005378,-,HGSNAT,chr16,22660547,22660669,22661193,22661330,0.001702961,"0.996,0.785,0.727","1.0,1.0,0.647",MXE,"33.5464179705414,33.1348921835191,33.1068021707803","35.4715014247611,36.318799566879,48.8257213821656",33.26270411,40.20534079,NA,dog,brain,GSE125483
