,id,strand,symbol.x,chr.x,as_site1,as_site2,as_site3,as_site4,as_pvalue,IncLevel1,IncLevel2,as_type,FPKM.SRR8474229,FPKM.SRR8474240,FPKM.SRR8474258,FPKM.SRR8474281,FPKM.SRR8474290,female,m,..files.adrenal_mean_female,..files.adrenal_mean_male,Remark,Organism,Tissue,GEO_accession
249,ENSCAFG00000006503,-,RBPMS,chr16,33813205,33813336,33852449,33852600,7.11E-06,"0.614,0.626,0.605","0.682,0.75",MXE,53.00796269,29.06574802,35.23182068,42.47350377,29.85151152,"53.0079626891475,35.2318206771654,42.473503767203","29.065748022595,29.8515115162616",43.57109571,19.63908651,NA,dog,adrenal,GSE125483
250,ENSCAFG00000006510,+,EML4,chr17,33860334,33860508,NA,NA,2.37E-05,"1.0,1.0,0.948","0.723,0.84",SE,4.984886842,8.586581072,6.969009137,6.424007999,9.551979431,"4.98488684179814,6.96900913680571,6.42400799935163","8.58658107153663,9.55197943051653",6.125967993,6.046186834,NA,dog,adrenal,GSE125483
251,ENSCAFG00000006542,-,PPP2R2B,chr2,41271584,41271778,NA,NA,0.000119013,"1.0,1.0,1.0","1.0,0.421",SE,0.325221934,0.898573491,5.841655824,1.365589885,5.164597444,"0.325221933732816,5.84165582375749,1.36558988508988","0.898573491011632,5.16459744413112",2.510822548,2.021056978,NA,dog,adrenal,GSE125483
252,ENSCAFG00000006545,+,NA,chr15,37997829,37998002,NA,NA,5.44E-06,"0.997,0.977,0.971","0.99,0.988",SE,884.7400448,1082.14268,666.5736689,2173.862986,1402.308254,"884.740044839597,666.573668941611,2173.86298608188","1082.14267978993,1402.30825353826",1241.725567,828.1503111,NA,dog,adrenal,GSE125483
253,ENSCAFG00000006545,+,NA,chr15,37994393,37994518,NA,NA,4.47E-08,"1.0,1.0,1.0","1.0,0.702",SE,884.7400448,1082.14268,666.5736689,2173.862986,1402.308254,"884.740044839597,666.573668941611,2173.86298608188","1082.14267978993,1402.30825353826",1241.725567,828.1503111,NA,dog,adrenal,GSE125483
254,ENSCAFG00000006546,-,ARID5A,chr17,34323290,34323782,NA,NA,0.004694479,"0.106,0.045,0.0","0.0,0.0",RI,3.737125826,0.51335327,1.974429644,1.852216616,2.111177316,"3.73712582647628,1.97442964375605,1.85221661640852","0.513353270329138,2.11117731631171",2.521257362,0.874843529,NA,dog,adrenal,GSE125483
255,ENSCAFG00000006546,-,ARID5A,chr17,34323782,34323835,34324192,34324331,0.000445678,"0.461,0.412,0.274","0.129,0.164",MXE,3.737125826,0.51335327,1.974429644,1.852216616,2.111177316,"3.73712582647628,1.97442964375605,1.85221661640852","0.513353270329138,2.11117731631171",2.521257362,0.874843529,NA,dog,adrenal,GSE125483
256,ENSCAFG00000006556,+,APAF1,chr15,38053669,38053837,NA,NA,0.000264683,"0.939,1.0,0.932","0.926,1.0",SE,14.05785134,6.803311082,3.482658367,116.6124664,6.017366284,"14.0578513396316,3.48265836655645,116.612466369863","6.80331108219178,6.01736628436467",44.71765869,4.273559122,NA,dog,adrenal,GSE125483
257,ENSCAFG00000006563,+,EOGT,chr20,22737932,22738036,NA,NA,0.000198479,"0.945,1.0,0.892","1.0,1.0",SE,11.343722,25.019396,12.669112,11.340652,13.072238,"11.343722,12.669112,11.340652","25.019396,13.072238",11.78449533,12.69721133,NA,dog,adrenal,GSE125483
258,ENSCAFG00000006590,-,USPL1,chr25,9410403,9410533,9414539,9414653,0.000101802,"0.677,0.724,0.982","0.822,1.0",MXE,14.304768,16.820892,15.702411,16.15994579,13.449151,"14.304768,15.702411,16.1599457880597","16.820892,13.449151",15.3890416,10.09001433,NA,dog,adrenal,GSE125483
259,ENSCAFG00000006689,-,SLC25A26,chr20,25046288,25046358,NA,NA,0.000708471,"1.0,1.0,0.974","0.898,0.947",SE,7.428093312,9.594292993,7.437475911,4.658560162,7.866881301,"7.4280933117849,7.43747591132723,4.65856016189931","9.59429299256293,7.86688130148741",6.508043128,5.820391431,NA,dog,adrenal,GSE125483
260,ENSCAFG00000006707,+,ZNF215,chr21,30660506,30661080,NA,NA,4.04E-07,"1.0,0.944,1.0","0.748,0.602",SE,4.654077162,5.966015208,5.499718474,2.383943543,5.071706048,"4.65407716176471,5.49971847403004,2.38394354317897","5.96601520838548,5.07170604849812",4.179246393,3.679240419,NA,dog,adrenal,GSE125483
261,ENSCAFG00000006785,-,ARHGAP33,chr1,116852510,116852600,NA,NA,0.001044858,"0.084,0.469,0.0","0.0,0.0",RI,7.273345954,1.092300552,3.723152191,2.137805779,3.962017374,"7.27334595425944,3.72315219070668,2.13780577928364","1.09230055227493,3.96201737391094",4.378101308,1.684772642,NA,dog,adrenal,GSE125483
262,ENSCAFG00000006794,-,GTF3A,chr25,12174872,12174946,NA,NA,2.07E-05,"0.994,0.93,0.983","0.961,1.0",SE,82.00469749,92.67059874,74.60188191,68.5244458,67.13605191,"82.0046974923892,74.6018819066843,68.5244458001324","92.6705987425546,67.1360519093316",75.04367507,53.26888355,NA,dog,adrenal,GSE125483
263,ENSCAFG00000006794,-,GTF3A,chr25,12171551,12171605,NA,NA,0.000170704,"0.983,1.0,0.951","1.0,0.909",SE,82.00469749,92.67059874,74.60188191,68.5244458,67.13605191,"82.0046974923892,74.6018819066843,68.5244458001324","92.6705987425546,67.1360519093316",75.04367507,53.26888355,NA,dog,adrenal,GSE125483
264,ENSCAFG00000006794,-,GTF3A,chr25,12180671,12180772,NA,NA,1.16E-08,"0.933,0.876,0.919","0.959,0.969",SE,82.00469749,92.67059874,74.60188191,68.5244458,67.13605191,"82.0046974923892,74.6018819066843,68.5244458001324","92.6705987425546,67.1360519093316",75.04367507,53.26888355,NA,dog,adrenal,GSE125483
265,ENSCAFG00000006838,-,PLPP1,chr2,42853389,42853508,NA,NA,0.000679623,"1.0,1.0,1.0","0.359,0.723",SE,51.18397628,66.2599134,46.10735581,33.96433571,59.35036505,"51.1839762750995,46.1073558107032,33.9643357125166","66.2599133984963,59.3503650451128",43.75188927,41.87009281,NA,dog,adrenal,GSE125483
266,ENSCAFG00000006869,+,ZFAND4,chr28,1932640,1932941,NA,NA,0.000672975,"1.0,1.0,0.687","1.0,1.0",SE,1.48764,2.920022,2.681729,3.327466,2.676586,"1.48764,2.681729,3.327466","2.920022,2.676586",2.498945,1.865536,NA,dog,adrenal,GSE125483
267,ENSCAFG00000006878,-,KMT2B,chr1,116904597,116904672,NA,NA,4.93E-06,"0.373,0.256,0.006","0.108,0.0",RI,10.68950662,4.449725547,7.653770737,7.5191546,6.803224029,"10.6895066153933,7.65377073731411,7.51915459972755","4.44972554716767,6.80322402940175",8.620810651,3.750983192,NA,dog,adrenal,GSE125483
268,ENSCAFG00000006921,-,RBCK1,chr24,20430551,20430712,NA,NA,3.82E-06,"1.0,1.0,1.0","1.0,0.945",SE,32.96324527,18.49688724,26.21129061,23.41284142,30.82207933,"32.9632452747112,26.2112906110398,23.4128414159178","18.496887237484,30.8220793311938",27.52912577,16.43965552,NA,dog,adrenal,GSE125483
269,ENSCAFG00000006968,+,SCARB1,chr26,5087759,5087917,5089484,5089626,0.00026697,"0.218,0.193,0.016","0.154,0.009",MXE,331.6300875,388.8495732,305.2185897,980.6685593,435.912689,"331.630087523338,305.218589740287,980.668559282399","388.849573241721,435.912688991134",539.1724122,274.9207541,NA,dog,adrenal,GSE125483
270,ENSCAFG00000006996,+,CCDC92,chr26,5769774,5770380,NA,NA,6.39E-10,"0.128,0.109,0.002","0.055,0.004",RI,8.493895238,4.951802388,10.35084716,6.25331998,8.201744724,"8.49389523846486,10.3508471586891,6.25331998016386","4.95180238809832,8.20174472445019",8.366020792,4.384515704,NA,dog,adrenal,GSE125483
271,ENSCAFG00000007113,+,PCM1,chr16,41262296,41262461,NA,NA,9.38E-05,"0.945,0.833,0.845","1.0,0.964",SE,11.76067682,18.11129074,16.27970858,14.46430507,16.93689364,"11.76067681945,16.2797085780523,14.4643050708117","18.111290735087,16.9368936415571",14.16823016,11.68272813,NA,dog,adrenal,GSE125483
272,ENSCAFG00000007113,+,PCM1,chr16,41264710,41264767,NA,NA,6.27E-05,"0.927,0.808,0.876","1.0,0.972",SE,11.76067682,18.11129074,16.27970858,14.46430507,16.93689364,"11.76067681945,16.2797085780523,14.4643050708117","18.111290735087,16.9368936415571",14.16823016,11.68272813,NA,dog,adrenal,GSE125483
273,ENSCAFG00000007113,+,PCM1,chr16,41254577,41254661,NA,NA,4.61E-05,"1.0,1.0,1.0","1.0,0.858",RI,11.76067682,18.11129074,16.27970858,14.46430507,16.93689364,"11.76067681945,16.2797085780523,14.4643050708117","18.111290735087,16.9368936415571",14.16823016,11.68272813,NA,dog,adrenal,GSE125483
274,ENSCAFG00000007114,-,BMS1,chr28,4213180,4213262,NA,NA,0.001014671,"1.0,1.0,0.955","1.0,0.997",SE,18.24137843,24.010231,20.359234,23.215527,20.702461,"18.2413784254104,20.359234,23.215527","24.010231,20.702461",20.60537981,14.90423067,NA,dog,adrenal,GSE125483
275,ENSCAFG00000007119,+,CCM2L,chr24,21442643,21442739,NA,NA,0.002113052,"0.045,0.154,0.029","0.0,0.0",RI,5.174853645,1.247725791,3.781403805,3.578686056,4.810237265,"5.1748536445993,3.78140380487805,3.57868605574913","1.24772579094077,4.81023726480836",4.178314502,2.019321019,NA,dog,adrenal,GSE125483
276,ENSCAFG00000007143,-,ASAH1,chr16,41299335,41299392,NA,NA,1.05E-10,"0.981,0.931,0.919","0.865,0.848",SE,75.00308879,170.7388769,114.6092864,152.8021986,121.9769822,"75.0030887862797,114.609286356201,152.802198583113","170.738876882586,121.976982195251",114.1381912,97.57195303,NA,dog,adrenal,GSE125483
277,ENSCAFG00000007150,-,ERCC8,chr2,47526284,47526272,NA,NA,0.001085006,"0.0,0.051,0.03","0.036,0.119",A3SS,2.042811796,6.811544533,3.846462967,3.204164222,4.316078901,"2.04281179637726,3.84646296689569,3.20416422236102","6.81154453341661,4.31607890068707",3.031146329,3.709207811,NA,dog,adrenal,GSE125483
278,ENSCAFG00000007156,-,DENND5A,chr21,32371912,32372043,NA,NA,9.24E-07,"0.986,1.0,0.965","0.868,0.95",SE,46.49458646,32.6919264,34.74885898,33.67779398,37.96433579,"46.4945864557117,34.7488589816738,33.6777939816738","32.6919264032987,37.9643357892486",38.30707981,23.5520874,NA,dog,adrenal,GSE125483
279,ENSCAFG00000007157,-,GRAMD1A,chr1,117517496,117517508,NA,NA,2.93E-05,"0.0,0.0,0.022","0.0,0.062",SE,16.53006744,5.431254505,9.735952278,8.813211536,9.859278142,"16.5300674429212,9.7359522781655,8.81321153589232","5.43125450548355,9.85927814232303",11.69307709,5.096844216,NA,dog,adrenal,GSE125483
280,ENSCAFG00000007157,-,GRAMD1A,chr1,117518206,117518296,NA,NA,0.000105569,"0.05,0.13,0.009","0.059,0.003",RI,16.53006744,5.431254505,9.735952278,8.813211536,9.859278142,"16.5300674429212,9.7359522781655,8.81321153589232","5.43125450548355,9.85927814232303",11.69307709,5.096844216,NA,dog,adrenal,GSE125483
281,ENSCAFG00000007250,-,IFT88,chr25,17415501,17415612,NA,NA,3.63E-05,"1.0,1.0,0.981","0.818,0.973",SE,8.274166827,11.80593557,7.018212025,5.475558703,9.323608505,"8.27416682719836,7.01821202453988,5.47555870313565","11.8059355674847,9.32360850477164",6.922645852,7.043181357,NA,dog,adrenal,GSE125483
282,ENSCAFG00000007260,+,MTFR1,chr29,15357799,15357873,NA,NA,5.50E-05,"0.063,0.154,0.171","0.112,0.063",SE,12.82608246,24.94251125,14.65498821,40.7070211,20.72075822,"12.8260824619529,14.6549882127946,40.7070211016835","24.9425112511785,20.720758216835",22.72936393,15.22108982,NA,dog,adrenal,GSE125483
283,ENSCAFG00000007326,+,ADHFE1,chr29,16039829,16039908,NA,NA,0.000651708,"0.889,0.888,0.946","1.0,0.986",SE,15.529202,22.415741,17.666317,24.739439,19.274115,"15.529202,17.666317,24.739439","22.415741,19.274115",19.31165267,13.89661867,NA,dog,adrenal,GSE125483
284,ENSCAFG00000007326,+,ADHFE1,chr29,16042767,16042925,NA,NA,1.23E-05,"0.99,1.0,1.0","0.986,0.949",SE,15.529202,22.415741,17.666317,24.739439,19.274115,"15.529202,17.666317,24.739439","22.415741,19.274115",19.31165267,13.89661867,NA,dog,adrenal,GSE125483
285,ENSCAFG00000007348,-,F11,chr16,44495932,44496028,NA,NA,0.000154751,"1.0,1.0,0.907","1.0,0.71",SE,2.873113431,2.977924688,2.135758288,1.854133123,3.038348865,"2.87311343060498,2.13575828788163,1.85413312268215","2.97792468795655,3.03834886458138",2.28766828,2.005424518,NA,dog,adrenal,GSE125483
286,ENSCAFG00000007380,-,STAG1,chr23,32840951,32841032,NA,NA,6.68E-06,"1.0,0.927,1.0","0.678,0.879",SE,2.909566256,5.109825732,4.959403868,4.837235481,6.600751345,"2.90956625646711,4.9594038677014,4.83723548115299","5.10982573170732,6.60075134491254",4.235401868,3.903525692,NA,dog,adrenal,GSE125483
287,ENSCAFG00000007386,-,COPS5,chr29,16567989,16568101,NA,NA,1.26E-05,"0.991,1.0,0.988","1.0,0.96",SE,50.26813917,63.97814777,52.64919859,47.51358868,49.73072765,"50.2681391693735,52.6491985854602,47.5135886782676","63.9781477726218,49.7307276465584",50.14364214,37.90295847,NA,dog,adrenal,GSE125483
288,ENSCAFG00000007400,+,TMEM232,chr3,1831259,1831504,NA,NA,6.72E-06,"1.0,0.853,1.0","0.871,0.723",SE,7.018370719,5.082105017,6.496630629,3.351390984,6.081424261,"7.01837071943958,6.49663062942207,3.35139098388792","5.08210501681261,6.08142426094571",5.622130778,3.721176426,NA,dog,adrenal,GSE125483
289,ENSCAFG00000007411,+,CSPP1,chr29,16691475,16691542,NA,NA,0.000446341,"1.0,1.0,1.0","1.0,0.787",SE,3.669098705,4.089605981,4.476784495,2.540578252,3.825508515,"3.66909870459607,4.47678449483701,2.54057825187285","4.08960598096781,3.82550851508403",3.562153817,2.638371499,NA,dog,adrenal,GSE125483
290,ENSCAFG00000007431,-,FER,chr3,3180912,3181035,NA,NA,0.000240824,"1.0,1.0,1.0","1.0,0.859",SE,0.854116788,1.523150716,2.222181984,2.098516332,2.433435462,"0.854116787861272,2.22218198410405,2.09851633179191","1.52315071589595,2.43343546156069",1.724938368,1.318862059,NA,dog,adrenal,GSE125483
291,ENSCAFG00000007450,-,RMND5A,chr17,38451730,38451873,NA,NA,2.09E-05,"1.0,1.0,1.0","1.0,0.861",SE,2.208681852,3.519123093,3.845062659,2.214594652,4.395383631,"2.20868185202952,3.84506265867159,2.21459465239852","3.51912309335793,4.39538363136531",2.756113054,2.638168908,NA,dog,adrenal,GSE125483
292,ENSCAFG00000007452,-,DDX55,chr26,6025799,6025892,NA,NA,0.000874011,"0.904,0.907,0.97","0.717,0.886",SE,16.29528375,18.63631212,14.58577875,18.4908707,14.05687112,"16.2952837462477,14.5857787481238,18.490870695591","18.6363121172608,14.0568711163227",16.45731106,10.89772774,NA,dog,adrenal,GSE125483
293,ENSCAFG00000007475,+,SORBS2,chr16,45042235,45042988,45049279,45049387,0.000933859,"0.931,0.921,0.716","1.0,1.0",MXE,39.49516777,59.2650005,36.24658211,105.5702546,58.34150606,"39.4951677658713,36.2465821129429,105.570254600145","59.2650004993492,58.3415060569776",60.43733483,39.20216885,NA,dog,adrenal,GSE125483
294,ENSCAFG00000007475,+,SORBS2,chr16,45013115,45013274,NA,NA,8.45E-05,"0.024,0.02,0.015","0.007,0.007",SE,39.49516777,59.2650005,36.24658211,105.5702546,58.34150606,"39.4951677658713,36.2465821129429,105.570254600145","59.2650004993492,58.3415060569776",60.43733483,39.20216885,NA,dog,adrenal,GSE125483
295,ENSCAFG00000007475,+,SORBS2,chr16,45013985,45014069,NA,NA,6.99E-07,"0.229,0.265,0.324","0.183,0.158",SE,39.49516777,59.2650005,36.24658211,105.5702546,58.34150606,"39.4951677658713,36.2465821129429,105.570254600145","59.2650004993492,58.3415060569776",60.43733483,39.20216885,NA,dog,adrenal,GSE125483
296,ENSCAFG00000007475,+,SORBS2,chr16,45045072,45045267,NA,NA,1.14E-05,"0.762,1.0,0.0","1.0,1.0",SE,39.49516777,59.2650005,36.24658211,105.5702546,58.34150606,"39.4951677658713,36.2465821129429,105.570254600145","59.2650004993492,58.3415060569776",60.43733483,39.20216885,NA,dog,adrenal,GSE125483
297,ENSCAFG00000007475,+,SORBS2,chr16,45013115,45013274,45015974,45016031,2.89E-05,"0.123,0.122,0.057","0.039,0.035",MXE,39.49516777,59.2650005,36.24658211,105.5702546,58.34150606,"39.4951677658713,36.2465821129429,105.570254600145","59.2650004993492,58.3415060569776",60.43733483,39.20216885,NA,dog,adrenal,GSE125483
298,ENSCAFG00000007475,+,SORBS2,chr16,44984631,44984718,NA,NA,2.12E-05,"0.034,0.029,0.054","0.019,0.024",SE,39.49516777,59.2650005,36.24658211,105.5702546,58.34150606,"39.4951677658713,36.2465821129429,105.570254600145","59.2650004993492,58.3415060569776",60.43733483,39.20216885,NA,dog,adrenal,GSE125483
299,ENSCAFG00000007475,+,SORBS2,chr16,45013115,45013274,NA,NA,6.81E-08,"0.167,0.16,0.115","0.061,0.055",SE,39.49516777,59.2650005,36.24658211,105.5702546,58.34150606,"39.4951677658713,36.2465821129429,105.570254600145","59.2650004993492,58.3415060569776",60.43733483,39.20216885,NA,dog,adrenal,GSE125483
300,ENSCAFG00000007524,+,MPHOSPH9,chr26,6318028,6318138,NA,NA,0.000695705,"1.0,1.0,0.972","1.0,0.81",SE,3.195766503,6.916258159,5.427408876,5.564941999,5.676461123,"3.19576650271528,5.42740887561417,5.5649419994828","6.91625815877942,5.67646112309284",4.729372459,4.197573094,NA,dog,adrenal,GSE125483
301,ENSCAFG00000007524,+,MPHOSPH9,chr26,6317984,6318138,NA,NA,0.000629589,"1.0,1.0,0.967","1.0,0.774",SE,3.195766503,6.916258159,5.427408876,5.564941999,5.676461123,"3.19576650271528,5.42740887561417,5.5649419994828","6.91625815877942,5.67646112309284",4.729372459,4.197573094,NA,dog,adrenal,GSE125483
302,ENSCAFG00000007546,+,GIN1,chr3,8098766,8098912,NA,NA,0.000322356,"1.0,1.0,1.0","1.0,0.889",SE,4.269132968,8.726510083,8.34795504,5.999927478,7.863688168,"4.26913296821705,8.34795504031008,5.99992747751938","8.72651008294573,7.86368816821705",6.205671829,5.530066084,NA,dog,adrenal,GSE125483
303,ENSCAFG00000007553,-,MRPL35,chr17,38916610,38916755,NA,NA,2.47E-08,"1.0,0.629,0.979","0.606,0.281",SE,18.35207827,23.87189109,18.81998552,14.29224063,18.42515349,"18.3520782717391,18.8199855190217,14.2922406277174","23.87189109375,18.4251534945652",17.15476814,14.09901486,NA,dog,adrenal,GSE125483
304,ENSCAFG00000007611,+,SLCO6A1,chr3,8681609,8681805,NA,NA,0.000564771,"1.0,1.0,1.0","1.0,0.828",SE,4.791069696,4.254663595,5.749480507,3.63889668,6.074294366,"4.791069696,5.7494805072,3.63889668","4.2546635952,6.0742943664",4.726482294,3.442985987,NA,dog,adrenal,GSE125483
305,ENSCAFG00000007611,+,SLCO6A1,chr3,8721559,8721697,NA,NA,0.000448924,"0.968,1.0,0.947","1.0,0.845",SE,4.791069696,4.254663595,5.749480507,3.63889668,6.074294366,"4.791069696,5.7494805072,3.63889668","4.2546635952,6.0742943664",4.726482294,3.442985987,NA,dog,adrenal,GSE125483
306,ENSCAFG00000007611,+,SLCO6A1,chr3,8668287,8668432,NA,NA,0.000200863,"1.0,1.0,1.0","1.0,0.747",SE,4.791069696,4.254663595,5.749480507,3.63889668,6.074294366,"4.791069696,5.7494805072,3.63889668","4.2546635952,6.0742943664",4.726482294,3.442985987,NA,dog,adrenal,GSE125483
307,ENSCAFG00000007613,+,POLR1A,chr17,39017290,39017453,NA,NA,0.000328449,"1.0,1.0,0.897","1.0,1.0",SE,13.525897,12.426134,10.404539,18.57790611,15.551023,"13.525897,10.404539,18.5779061054666","12.426134,15.551023",14.16944737,9.325719,NA,dog,adrenal,GSE125483
308,ENSCAFG00000007624,-,NMNAT3,chr23,35778374,35778524,NA,NA,6.46E-06,"1.0,1.0,1.0","1.0,0.765",SE,3.860806035,2.012966196,3.243827904,2.308947951,2.936331098,"3.86080603529412,3.24382790392157,2.30894795098039","2.01296619607843,2.93633109803922",3.13786063,1.649765765,NA,dog,adrenal,GSE125483
309,ENSCAFG00000007668,-,OGFOD2,chr26,6529138,6529789,NA,NA,9.00E-06,"0.25,0.274,0.001","0.164,0.001",RI,23.18588633,10.78911086,15.88308317,12.4977418,18.04690281,"23.1858863311258,15.8830831672185,12.4977418046358","10.7891108625828,18.0469028145695",17.18890377,9.612004559,NA,dog,adrenal,GSE125483
310,ENSCAFG00000007720,+,GGCX,chr17,39520877,39521008,NA,NA,1.12E-08,"1.0,0.983,0.876","1.0,1.0",SE,13.2703993,20.83433302,20.88683082,18.05527812,22.15785011,"13.2703993045769,20.886830819888,18.0552781211722","20.8343330246954,22.1578501106355",17.40416942,14.33072771,NA,dog,adrenal,GSE125483
311,ENSCAFG00000007746,-,PRIMPOL,chr16,45916044,45916174,NA,NA,0.000775345,"1.0,1.0,1.0","1.0,0.88",SE,3.739015283,5.640826082,5.086242713,3.739010384,5.737790313,"3.73901528288471,5.08624271305231,3.73901038445912","5.64082608176739,5.73779031284916",4.18808946,3.792872132,NA,dog,adrenal,GSE125483
312,ENSCAFG00000007760,-,CCDC125,chr2,54369224,54369310,NA,NA,0.000255412,"1.0,0.956,1.0","1.0,0.923",SE,11.30708744,19.72249195,13.8765954,11.85695508,20.47169873,"11.3070874363221,13.8765953957738,11.8569550788121","19.7224919531696,20.4716987281553",12.3468793,13.39806356,NA,dog,adrenal,GSE125483
313,ENSCAFG00000007760,-,CCDC125,chr2,54369993,54370071,NA,NA,0.000182439,"1.0,0.951,1.0","1.0,0.912",SE,11.30708744,19.72249195,13.8765954,11.85695508,20.47169873,"11.3070874363221,13.8765953957738,11.8569550788121","19.7224919531696,20.4716987281553",12.3468793,13.39806356,NA,dog,adrenal,GSE125483
314,ENSCAFG00000007782,+,MYH7B,chr24,24026306,24026410,NA,NA,0.001068702,"0.99,1.0,0.989","0.977,0.967",SE,89.6578753,93.49051322,55.47354585,63.88591364,58.18469086,"89.6578753043405,55.4735458476609,63.8859136429657","93.4905132227664,58.1846908569498",69.67244493,50.55840136,NA,dog,adrenal,GSE125483
315,ENSCAFG00000007817,-,CCDC62,chr26,6679023,6679112,6685133,6685235,2.37E-08,"1.0,1.0,1.0","0.787,0.567",MXE,1.280714889,1.983033166,1.688719231,0.818381561,1.646543549,"1.28071488915663,1.68871923063683,0.818381561101549","1.98303316557659,1.64654354870912",1.262605227,1.209858905,NA,dog,adrenal,GSE125483
316,ENSCAFG00000007831,+,TFCP2,chr27,3700464,3700559,NA,NA,0.000668267,"0.083,0.082,0.082","0.053,0.047",SE,56.48675729,65.00681683,55.65969516,47.11525813,50.89797617,"56.4867572923711,55.65969516,47.115258131134","65.0068168268041,50.8979761727835",53.08723686,38.634931,NA,dog,adrenal,GSE125483
317,ENSCAFG00000007837,-,KNTC1,chr26,6821561,6821734,NA,NA,0.000146577,"1.0,1.0,1.0","1.0,0.671",SE,2.139566554,4.121354557,2.500189623,1.561637451,2.559884025,"2.13956655355476,2.50018962331599,1.56163745098039","4.12135455742297,2.55988402480992",2.067131209,2.227079527,NA,dog,adrenal,GSE125483
318,ENSCAFG00000007837,-,KNTC1,chr26,6819635,6819692,NA,NA,0.000460234,"1.0,1.0,1.0","1.0,0.795",SE,2.139566554,4.121354557,2.500189623,1.561637451,2.559884025,"2.13956655355476,2.50018962331599,1.56163745098039","4.12135455742297,2.55988402480992",2.067131209,2.227079527,NA,dog,adrenal,GSE125483
319,ENSCAFG00000007859,+,ZCCHC8,chr26,6904504,6904610,NA,NA,0.001074986,"1.0,1.0,1.0","1.0,0.908",SE,13.314205,13.379031,12.83140569,11.52158116,12.18341856,"13.314205,12.831405688019,11.5215811613286","13.379031,12.1834185646501",12.55573062,8.520816522,NA,dog,adrenal,GSE125483
320,ENSCAFG00000007859,+,ZCCHC8,chr26,6902873,6902948,NA,NA,0.000469215,"1.0,1.0,1.0","1.0,0.896",SE,13.314205,13.379031,12.83140569,11.52158116,12.18341856,"13.314205,12.831405688019,11.5215811613286","13.379031,12.1834185646501",12.55573062,8.520816522,NA,dog,adrenal,GSE125483
321,ENSCAFG00000007863,-,ATR,chr23,38170021,38170232,NA,NA,5.33E-05,"1.0,0.91,1.0","0.92,0.849",SE,8.139296614,15.21133334,13.63822396,7.611942294,11.49487429,"8.13929661411395,13.6382239567367,7.6119422936285","15.2113333353186,11.4948742884594",9.796487621,8.902069208,NA,dog,adrenal,GSE125483
322,ENSCAFG00000007863,-,ATR,chr23,38156346,38156526,NA,NA,0.000190913,"1.0,1.0,0.841","1.0,1.0",SE,8.139296614,15.21133334,13.63822396,7.611942294,11.49487429,"8.13929661411395,13.6382239567367,7.6119422936285","15.2113333353186,11.4948742884594",9.796487621,8.902069208,NA,dog,adrenal,GSE125483
323,ENSCAFG00000007866,-,TRAM1,chr29,19691977,19692099,19694360,19694424,9.03E-05,"0.292,0.328,0.193","0.192,0.138",MXE,40.93330227,89.717377,42.31480303,54.18994234,51.74874198,"40.9333022686981,42.3148030304709,54.1899423379501","89.717377,51.7487419778393",45.81268255,47.15537299,NA,dog,adrenal,GSE125483
324,ENSCAFG00000007872,-,LETMD1,chr27,3763108,3763271,NA,NA,6.55E-05,"0.267,0.251,0.046","0.101,0.046",SE,9.595830587,9.896901716,10.8003994,6.364676899,9.637153332,"9.59583058675871,10.8003994038281,6.36467689927832","9.89690171603389,9.63715333165987",8.920302297,6.511351683,NA,dog,adrenal,GSE125483
325,ENSCAFG00000007872,-,LETMD1,chr27,3764768,3764870,NA,NA,0.000334471,"1.0,0.971,1.0","1.0,0.948",SE,9.595830587,9.896901716,10.8003994,6.364676899,9.637153332,"9.59583058675871,10.8003994038281,6.36467689927832","9.89690171603389,9.63715333165987",8.920302297,6.511351683,NA,dog,adrenal,GSE125483
326,ENSCAFG00000007880,+,RWDD4,chr16,46742547,46742657,NA,NA,0.000917076,"0.995,0.984,0.963","1.0,0.984",SE,44.772602,88.373642,53.914524,86.15991707,57.169952,"44.772602,53.914524,86.1599170742312","88.373642,57.169952",61.61568102,48.51453133,NA,dog,adrenal,GSE125483
327,ENSCAFG00000007900,+,ELL2,chr3,13690292,13690340,13721240,13721404,0.000655985,"0.331,0.287,0.331","0.425,0.49",MXE,6.187542512,6.967270179,16.33201025,21.00219838,14.30385389,"6.18754251158107,16.3320102477341,21.0021983776435","6.96727017925478,14.3038538851964",14.50725038,7.090374688,NA,dog,adrenal,GSE125483
328,ENSCAFG00000007935,+,TRPC1,chr23,38366635,38366737,NA,NA,6.48E-05,"0.621,1.0,1.0","0.291,0.621",SE,2.967213847,5.056808,5.947505,2.742114306,6.334750352,"2.9672138470973,5.947505,2.7421143058054","5.056808,6.33475035159444",3.885611051,3.797186117,NA,dog,adrenal,GSE125483
329,ENSCAFG00000007935,+,TRPC1,chr23,38360037,38360192,NA,NA,3.74E-05,"0.739,1.0,1.0","0.557,0.696",SE,2.967213847,5.056808,5.947505,2.742114306,6.334750352,"2.9672138470973,5.947505,2.7421143058054","5.056808,6.33475035159444",3.885611051,3.797186117,NA,dog,adrenal,GSE125483
330,ENSCAFG00000007959,-,EMC4,chr30,861373,861534,NA,NA,5.59E-06,"1.0,0.985,0.963","0.992,0.996",SE,70.37594699,78.2640162,73.51653414,82.22504757,77.28724282,"70.3759469854305,73.5165341443709,82.2250475668874","78.2640161986755,77.2872428211921",75.37250957,51.85041967,NA,dog,adrenal,GSE125483
