"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474238","FPKM.SRR8474256","FPKM.SRR8474268","FPKM.SRR8474289","FPKM.SRR8474300","..files.thyroid_mean_female","..files.thyroid_mean_male","Remark","Organism","Tissue","GEO_accession"
"310","ENSCAFG00000003713","-","ZYG11B","chr15",8658620,8658786,NA,NA,0.000119716775633,0.0081331057446,"1.0,1.0,0.977","0.802,1.0","SE","15","ZYG11B",9.94239921791283,8.8465429172331,9.20977581607357,12.2633679808077,8.01975442622951,10.471847671598,5.62209911448754,NA,"Macaca_fascicularis","dog","GSE125483"
"311","ENSCAFG00000003723","+","QRSL1","chr12",63987380,63987557,NA,NA,0.000791018288384,0.0315826207466,"1.0,1.0,0.978","0.92,0.952","SE","12","QRSL1",11.581984,11.82984,12.165792,14.631465,10.83856,12.7930803333333,7.55613333333333,NA,"Macaca_fascicularis","dog","GSE125483"
"312","ENSCAFG00000003734","+","TUT4","chr15",8937151,8937244,NA,NA,0.00697217142497,0.0247451633233,"1.0,1.0,0.971","0.0,1.0","RI","15","TUT4",6.4811596766059,4.29649255750554,4.6758823930823,5.48993762123019,6.00876042409269,5.54899323030613,3.43508432719941,NA,"Macaca_fascicularis","dog","GSE125483"
"313","ENSCAFG00000003751","+","CC2D1B","chr15",9006689,9006707,NA,NA,1.11846295235e-05,0.000467517514082,"0.075,0.041,0.08","0.0,0.022","A3SS","15","CC2D1B",35.471696062961,33.718530424177,38.0503767508545,37.7228194103256,39.4796667253103,37.0816307413804,24.3993990498291,NA,"Macaca_fascicularis","dog","GSE125483"
"314","ENSCAFG00000003798","+","CEP57L1","chr12",66098025,66098101,NA,NA,6.52027453385e-05,0.0050454129885,"0.707,0.491,0.266","0.026,0.162","SE","12","CEP57L1",6.0141883248245,3.32170644352265,4.58085162667518,4.56779779451181,4.08556933822591,5.0542792486705,2.46909192724952,NA,"Macaca_fascicularis","dog","GSE125483"
"315","ENSCAFG00000003848","-","ABHD18","chr19",12965141,12965242,NA,NA,0.000901833323283,0.0344995221819,"1.0,1.0,1.0","0.785,1.0","SE","19","ABHD18",3.61956283577602,3.46998524689966,4.05712683389703,4.17631396617813,3.72331843404735,3.95100121195039,2.397767893649,NA,"Macaca_fascicularis","dog","GSE125483"
"316","ENSCAFG00000003848","-","ABHD18","chr19",12969927,12970564,NA,NA,7.80415583997e-05,0.000622305413733,"0.264,0.097,0.161","0.0,0.135","RI","19","ABHD18",3.61956283577602,3.46998524689966,4.05712683389703,4.17631396617813,3.72331843404735,3.95100121195039,2.397767893649,NA,"Macaca_fascicularis","dog","GSE125483"
"317","ENSCAFG00000003849","-","OSBPL9","chr15",9515632,9515718,9520374,9520493,1.6048448771e-06,6.83910816856e-05,"0.84,0.864,0.777","1.0,0.852","MXE","15","OSBPL9",34.5431177705612,34.4547605965408,37.3640462132016,34.4943619106954,37.4143064782916,35.4671752981527,23.9563556916108,NA,"Macaca_fascicularis","dog","GSE125483"
"318","ENSCAFG00000003901","+","BCAT2","chr1",107542803,107542878,107543198,107543399,0.000819053879349,0.0101587130409,"0.484,0.345,0.437","1.0,0.412","MXE","1","BCAT2",15.0950131808732,18.6992645925156,14.5172637430353,19.7972502494802,19.883844418711,16.4698423911296,12.8610363370755,NA,"Macaca_fascicularis","dog","GSE125483"
"319","ENSCAFG00000003918","+","RPF2","chr12",67519491,67519624,67550973,67551076,2.86324386423e-09,4.07889540201e-07,"0.164,0.197,0.151","0.0,0.137","MXE","12","RPF2",19.9996257044812,17.8601566188938,18.5232823257973,20.341061064998,23.0236318704078,19.6213230317588,13.6279294964339,NA,"Macaca_fascicularis","dog","GSE125483"
"320","ENSCAFG00000003918","+","RPF2","chr12",67522518,67522556,67532794,67532876,0.00520326856973,0.0421364298698,"0.618,0.826,0.813","0.992,0.781","MXE","12","RPF2",19.9996257044812,17.8601566188938,18.5232823257973,20.341061064998,23.0236318704078,19.6213230317588,13.6279294964339,NA,"Macaca_fascicularis","dog","GSE125483"
"321","ENSCAFG00000003935","+","AGBL4","chr15",12237543,12237757,NA,NA,0.000583675889474,0.0252898697576,"0.877,1.0,1.0","0.454,0.881","SE","15","AGBL4",1.63998914769737,1.43487954846491,1.44941620997807,1.75450877741228,2.09371618486842,1.61463804502924,1.17619857777778,NA,"Macaca_fascicularis","dog","GSE125483"
"322","ENSCAFG00000003961","-","SPHK2","chr1",107685107,107685594,NA,NA,5.48726503122e-05,0.00446081027939,"1.0,0.887,1.0","0.711,0.932","SE","1","SPHK2",8.10924353541172,8.71388546391054,10.0167623036259,8.8354693588614,7.14398449644188,8.98715839929967,5.28595665345081,NA,"Macaca_fascicularis","dog","GSE125483"
"323","ENSCAFG00000003967","+","RPL18","chr1",107693492,107693616,107693730,107693759,0.00244859282329,0.0238450855799,"0.798,0.821,0.833","0.725,0.8","MXE","1","RPL18",662.5183838,595.752437408571,568.092289194286,452.180810837143,723.238137517143,560.930494610476,439.663524975238,NA,"Macaca_fascicularis","dog","GSE125483"
"324","ENSCAFG00000003995","-","FYN","chr12",68143470,68143635,NA,NA,0.00147190062378,0.0495552282072,"1.0,0.9,0.889","0.748,0.846","SE","12","FYN",5.08985560293604,4.2992982285914,3.2995632782244,4.49287965990912,8.8440683477805,4.29409951368985,4.38112219212397,NA,"Macaca_fascicularis","dog","GSE125483"
"325","ENSCAFG00000004039","-","TPRA1","chr20",1668570,1668657,1671066,1671199,0.00521423530479,0.0421364298698,"0.426,0.425,0.409","0.229,0.364","MXE","20","TPRA1",18.1093143684473,20.1013210424363,18.1647520813779,16.0210189410884,21.3046160024963,17.4316951303045,13.8019790149775,NA,"Macaca_fascicularis","dog","GSE125483"
"326","ENSCAFG00000004045","+","ARHGAP12","chr2",15073455,15073554,15078298,15078401,0.00494161267338,0.0407254227925,"0.232,0.198,0.254","0.0,0.266","MXE","2","ARHGAP12",11.6061178237878,10.6472666225187,11.0503130999024,10.6737248787829,12.308511953303,11.1100519341577,7.65192619194057,NA,"Macaca_fascicularis","dog","GSE125483"
"327","ENSCAFG00000004083","+","CCDC82","chr21",4790992,4791194,4802157,4802250,0.00189637680817,0.0193360629152,"0.664,0.651,0.678","0.384,0.504","MXE","21","CCDC82",3.69121060911658,2.72203789834611,2.7131367063332,2.09992461274708,4.61298024203308,2.83475730939895,2.44500604679306,NA,"Macaca_fascicularis","dog","GSE125483"
"328","ENSCAFG00000004116","-","PSMB1","chr12",72450184,72450266,72453759,72453867,0.000162791712502,0.00281833152269,"0.857,0.865,0.842","1.0,0.803","MXE","12","PSMB1",120.914673,111.799744,103.945198,123.917122,135.81633,116.258997666667,82.5386913333333,NA,"Macaca_fascicularis","dog","GSE125483"
"329","ENSCAFG00000004116","-","PSMB1","chr12",72450184,72450266,72453759,72453867,0.00505646895575,0.0411724740732,"0.436,0.442,0.44","0.341,0.401","MXE","12","PSMB1",120.914673,111.799744,103.945198,123.917122,135.81633,116.258997666667,82.5386913333333,NA,"Macaca_fascicularis","dog","GSE125483"
"330","ENSCAFG00000004125","-","KMT2E","chr18",15243421,15243547,NA,NA,0.000489742942037,0.0223556614664,"0.982,1.0,0.979","0.933,0.976","SE","18","KMT2E",16.7207775410529,18.0688387395362,17.1652021491906,20.6832829648534,16.5766527822663,18.1897542183656,11.5484971739342,NA,"Macaca_fascicularis","dog","GSE125483"
"331","ENSCAFG00000004135","+","EEFSEC","chr20",2273707,2273872,2340879,2341536,0.000621543549233,0.0081553056223,"0.325,0.341,0.371","0.0,0.244","MXE","20","EEFSEC",6.34911196824324,6.19857492939189,5.97320928277027,6.15102010945946,6.38074318783784,6.15778045349099,4.19310603907658,NA,"Macaca_fascicularis","dog","GSE125483"
"332","ENSCAFG00000004135","+","EEFSEC","chr20",2394633,2394809,NA,NA,0.000362857891264,0.0181947370216,"1.0,1.0,0.223","0.0,1.0","SE","20","EEFSEC",6.34911196824324,6.19857492939189,5.97320928277027,6.15102010945946,6.38074318783784,6.15778045349099,4.19310603907658,NA,"Macaca_fascicularis","dog","GSE125483"
"333","ENSCAFG00000004164","-","BMI1","chr2",10832017,10832129,NA,NA,0.000495997921943,0.0225408202377,"1.0,1.0,1.0","0.955,0.958","SE","2","BMI1",23.7098727783797,23.0573370866782,18.5498039775917,19.9810730696873,24.9788486084708,20.7469166085529,16.012061898383,NA,"Macaca_fascicularis","dog","GSE125483"
"334","ENSCAFG00000004164","-","BMI1","chr2",10831715,10831750,NA,NA,8.59517381512e-05,0.00627118010604,"1.0,1.0,1.0","0.941,0.944","SE","2","BMI1",23.7098727783797,23.0573370866782,18.5498039775917,19.9810730696873,24.9788486084708,20.7469166085529,16.012061898383,NA,"Macaca_fascicularis","dog","GSE125483"
"335","ENSCAFG00000004205","+","MKNK1","chr15",13877475,13877573,NA,NA,0.000738461939587,0.0299786279164,"0.951,1.0,1.0","0.857,1.0","SE","15","MKNK1",7.69883802222222,8.39009857814208,7.88710760473588,7.21147847213115,8.85125531839708,7.59914136636308,5.74711796551305,NA,"Macaca_fascicularis","dog","GSE125483"
"336","ENSCAFG00000004223","-",NA,"chr17",19628984,19629074,NA,NA,0.000160430944683,0.0100057060605,"0.723,0.75,0.733","0.832,0.841","SE","17","ENSCAFG00000004223",25.4793694826381,22.3798423828944,26.1222399573526,23.798799984619,24.5671839105104,25.1334698082032,15.6490087644683,NA,"Macaca_fascicularis","dog","GSE125483"
"337","ENSCAFG00000004223","-",NA,"chr17",19823005,19823219,19828252,19828333,0.000550847818927,0.00748372540918,"0.408,0.412,0.435","0.995,0.395","MXE","17","ENSCAFG00000004223",25.4793694826381,22.3798423828944,26.1222399573526,23.798799984619,24.5671839105104,25.1334698082032,15.6490087644683,NA,"Macaca_fascicularis","dog","GSE125483"
"338","ENSCAFG00000004225","-","C21H11orf54","chr21",7000944,7001094,7001785,7001962,9.89814803877e-05,0.00194299866619,"0.291,0.394,0.376","0.0,0.335","MXE","21","C21H11orf54",16.6415998236041,18.5565128553299,14.9091342531726,15.6576280609137,19.9835054980964,15.7361207125635,12.8466727844754,NA,"Macaca_fascicularis","dog","GSE125483"
"339","ENSCAFG00000004256","+","PRKD2","chr1",109218372,109218527,NA,NA,0.000139395102116,0.00892863068336,"1.0,0.948,1.0","0.831,1.0","SE","1","PRKD2",5.47118543538296,5.55168471434736,4.57766674110032,4.84808001531823,5.99441604466019,4.96564406393384,3.84870025300252,NA,"Macaca_fascicularis","dog","GSE125483"
"340","ENSCAFG00000004256","+","PRKD2","chr1",109240724,109241061,NA,NA,6.33119223714e-10,1.76697819709e-08,"0.159,0.197,0.188","0.003,0.111","RI","1","PRKD2",5.47118543538296,5.55168471434736,4.57766674110032,4.84808001531823,5.99441604466019,4.96564406393384,3.84870025300252,NA,"Macaca_fascicularis","dog","GSE125483"
"341","ENSCAFG00000004258","+","PRTFDC1","chr2",8637646,8637729,NA,NA,2.82840745434e-05,0.00274902623783,"1.0,1.0,1.0","0.675,0.935","SE","2","PRTFDC1",4.01004829895366,3.04613228699552,2.960594,2.70889273692078,5.09433629596413,3.22651167862481,2.71348952765322,NA,"Macaca_fascicularis","dog","GSE125483"
"342","ENSCAFG00000004267","-","HADHA","chr17",20348244,20348378,NA,NA,0.00104601140673,0.0384225238243,"0.973,0.996,0.979","0.946,0.973","SE","17","HADHA",77.426476,83.218056,98.078461,80.582397,87.545799,85.3624446666667,56.921285,NA,"Macaca_fascicularis","dog","GSE125483"
"343","ENSCAFG00000004272","-","RAD54L","chr15",14129755,14129891,NA,NA,0.000410843106138,0.0198209470282,"1.0,0.507,1.0","0.0,1.0","SE","15","RAD54L",0.582057,0.728442,0.602284,0.521767,0.654084,0.568702666666667,0.460842,NA,"Macaca_fascicularis","dog","GSE125483"
"344","ENSCAFG00000004307","-","NAALAD2","chr21",10191962,10192056,NA,NA,0.000132917077766,0.00878341116126,"1.0,1.0,1.0","0.858,0.834","SE","21","NAALAD2",5.36764217264486,5.1843705234529,3.31215199842333,5.91751890421758,8.89107657232952,4.86577102509526,4.69181569859414,NA,"Macaca_fascicularis","dog","GSE125483"
"345","ENSCAFG00000004308","-","TRIM13","chr22",1889529,1889833,NA,NA,2.80503953398e-10,8.20140130411e-09,"1.0,1.0,1.0","0.045,0.561","RI","22","TRIM13",11.4802041400911,9.04016295558087,8.34794705922551,8.93346255618831,11.0077898420653,9.58720458516831,6.68265093254872,NA,"Macaca_fascicularis","dog","GSE125483"
"346","ENSCAFG00000004322","-","APMAP","chr23",1160492,1160585,1168448,1168564,0.000546582758785,0.00744607004181,"0.539,0.574,0.56","0.43,0.494","MXE","23","APMAP",55.1176008042226,49.7331347101727,56.4090147236085,56.5893883454894,49.3634502725528,56.0386679577735,33.0321949942418,NA,"Macaca_fascicularis","dog","GSE125483"
"347","ENSCAFG00000004341","-","SETDB2","chr22",2318179,2318689,NA,NA,1.65497714528e-05,0.00185183598134,"0.268,0.379,0.328","1.0,1.0","SE","22","SETDB2",4.5294762659398,4.34808099597061,3.72196206684048,5.65094871012088,4.03842437022991,4.63412901430039,2.79550178873351,NA,"Macaca_fascicularis","dog","GSE125483"
"348","ENSCAFG00000004347","+",NA,"chr20",3135571,3135772,3152459,3152624,2.91331607338e-05,0.000722676315516,"0.145,0.156,0.142","0.019,0.132","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"349","ENSCAFG00000004347","+",NA,"chr20",3126644,3127549,3152459,3152624,1.49482426437e-10,3.92273356955e-08,"0.256,0.27,0.246","0.002,0.239","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"350","ENSCAFG00000004347","+",NA,"chr20",3115597,3115782,3152459,3152624,0.00163265110588,0.017431259987,"0.277,0.292,0.312","0.212,0.233","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"351","ENSCAFG00000004347","+",NA,"chr20",3153604,3154451,NA,NA,0,0,"0.094,0.113,0.095","0.0,0.059","RI","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"352","ENSCAFG00000004347","+",NA,"chr20",3126644,3127549,3152459,3152624,0.000132831361241,0.0023823639106,"0.262,0.278,0.248","0.068,0.243","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"353","ENSCAFG00000004347","+",NA,"chr20",3135571,3135772,3152459,3152624,7.56226903775e-06,0.000237141342278,"0.148,0.159,0.151","0.01,0.134","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"354","ENSCAFG00000004347","+",NA,"chr20",3156533,3156687,NA,NA,1.94106779494e-06,0.000361028007766,"1.0,0.726,1.0","0.086,0.723","SE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"355","ENSCAFG00000004347","+",NA,"chr20",3138005,3138303,3152459,3152624,2.96634882435e-07,1.97202869843e-05,"0.186,0.203,0.195","0.006,0.19","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"356","ENSCAFG00000004347","+",NA,"chr20",3115597,3115782,3152459,3152624,2.47961814415e-08,2.55406173407e-06,"0.228,0.235,0.253","0.008,0.184","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"357","ENSCAFG00000004347","+",NA,"chr20",3126644,3127549,NA,NA,0.00105657732048,0.038604038632,"0.968,0.963,1.0","0.753,0.948","SE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"358","ENSCAFG00000004347","+",NA,"chr20",3126644,3127549,3152459,3152624,1.83527415487e-10,4.57533846809e-08,"0.257,0.271,0.246","0.002,0.24","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"359","ENSCAFG00000004347","+",NA,"chr20",3115597,3115782,3152459,3152624,2.51000852325e-08,2.55406173407e-06,"0.232,0.236,0.255","0.008,0.185","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"360","ENSCAFG00000004347","+",NA,"chr20",3135571,3135772,3152459,3152624,9.28937549594e-06,0.000280708037714,"0.149,0.157,0.149","0.01,0.135","MXE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"361","ENSCAFG00000004347","+",NA,"chr20",3138005,3138303,NA,NA,0.000171661064549,0.0104496126903,"0.825,0.839,1.0","0.524,0.785","SE","20","ENSCAFG00000004347",24.3715599248834,15.7772700780522,20.494179435676,18.8668229098601,27.6955943068555,21.2441874234732,14.4909547949692,NA,"Macaca_fascicularis","dog","GSE125483"
"362","ENSCAFG00000004350","-","ACAD9","chr20",3156403,3156733,NA,NA,1.27009514017e-13,2.60183874445e-10,"0.216,0.106,0.163","0.001,0.154","SE","20","ACAD9",24.4545585839012,25.1400367994037,27.7308650383305,28.675035947615,26.671694359029,26.9534865232822,17.2705770528109,NA,"Macaca_fascicularis","dog","GSE125483"
"363","ENSCAFG00000004355","+","LIMS2","chr19",22974583,22974734,22975639,22975732,0.00196420028265,0.0199460338275,"0.805,0.814,0.8","0.989,0.821","MXE","19","LIMS2",8.14080374441833,6.41136922620447,7.21177749588719,2.94167148354877,10.2794563301998,6.09808424128476,5.56360851880142,NA,"Macaca_fascicularis","dog","GSE125483"
"364","ENSCAFG00000004360","-","ACSS1","chr23",1214299,1214447,1217656,1217809,0.000169825155439,0.00290978771484,"0.627,0.651,0.661","0.992,0.635","MXE","23","ACSS1",29.9750356009867,32.6400935127684,31.1277834881021,28.3851551012768,30.9630085745792,29.8293247301219,21.2010340291159,NA,"Macaca_fascicularis","dog","GSE125483"
"365","ENSCAFG00000004380","+","PYGB","chr23",1487269,1487411,1489095,1489303,0.00010128910002,0.0019574707469,"0.295,0.277,0.297","0.018,0.306","MXE","23","PYGB",26.6401131891455,31.0103273427556,30.0044886475529,30.9452402340494,30.9541380251979,29.1966140235826,20.6548217893178,NA,"Macaca_fascicularis","dog","GSE125483"
"366","ENSCAFG00000004389","-","ABHD12","chr23",1512754,1512860,1518448,1518573,0.00114844359092,0.0132243412109,"0.781,0.788,0.791","0.987,0.756","MXE","23","ABHD12",43.604908,59.474865,60.201393,46.515221,48.6273,50.107174,36.034055,NA,"Macaca_fascicularis","dog","GSE125483"
"367","ENSCAFG00000004392","+","DMPK","chr1",109833755,109834092,NA,NA,2.98336259452e-06,3.66356926607e-05,"0.377,0.388,0.425","0.002,0.354","RI","1","DMPK",6.24172283093054,8.96787866474443,5.30316367077326,4.27924608859764,6.83392304665793,5.27471086343381,5.26726723713412,NA,"Macaca_fascicularis","dog","GSE125483"
"368","ENSCAFG00000004400","-","NINL","chr23",1642657,1642832,1647895,1648036,0.000617674630479,0.00812592534978,"0.693,0.771,0.751","0.979,0.772","MXE","23","NINL",11.971549,11.1142687703142,10.150433,9.56385864073673,10.9946190294691,10.5619468802456,7.36962926659443,NA,"Macaca_fascicularis","dog","GSE125483"
"369","ENSCAFG00000004400","-","NINL","chr23",1652602,1652773,1658238,1658305,0.00194348987106,0.0197760010145,"0.369,0.278,0.38","0.537,0.457","MXE","23","NINL",11.971549,11.1142687703142,10.150433,9.56385864073673,10.9946190294691,10.5619468802456,7.36962926659443,NA,"Macaca_fascicularis","dog","GSE125483"
"370","ENSCAFG00000004422","+","NSUN6","chr2",18508720,18508840,18514542,18514687,0.00336965894737,0.0303269305263,"0.283,0.292,0.444","0.044,0.302","MXE","2","NSUN6",13.53266,11.646705,11.111691,12.073765,14.009581,12.239372,8.55209533333333,NA,"Macaca_fascicularis","dog","GSE125483"
"371","ENSCAFG00000004436","-","RB1","chr22",3064266,3065262,NA,NA,5.15032461124e-13,8.57239342012e-10,"0.166,0.192,0.152","0.002,0.145","SE","22","RB1",5.28322973404255,5.01574981869624,5.98770820642825,6.41121206360344,5.57650230421005,5.89405000135808,3.53075070763543,NA,"Macaca_fascicularis","dog","GSE125483"
"372","ENSCAFG00000004454","+","SUCLA2","chr22",3453096,3453259,3462393,3462522,2.82952439201e-06,0.000109364407896,"0.394,0.373,0.364","0.012,0.337","MXE","22","SUCLA2",71.232033,64.288139,64.009644,76.339493,67.272156,70.5270566666667,43.8534316666667,NA,"Macaca_fascicularis","dog","GSE125483"
"373","ENSCAFG00000004474","-","CACNB2","chr2",18567222,18567284,18567904,18568038,0.000213294667629,0.00347544840784,"0.898,1.0,0.932","0.777,0.741","MXE","2","CACNB2",3.74751703343949,5.66949607192144,3.95942518046709,4.89245473726115,5.65350671735669,4.19979898372258,3.77433426309271,NA,"Macaca_fascicularis","dog","GSE125483"
"374","ENSCAFG00000004475","+","IWS1","chr19",23111118,23111248,NA,NA,0.00138529561719,0.047479803837,"0.978,0.983,1.0","0.884,1.0","SE","19","IWS1",21.442530166362,19.6014533863498,20.0333846660573,20.1418295447898,24.280078329677,20.5392481257364,14.6271772386756,NA,"Macaca_fascicularis","dog","GSE125483"
"375","ENSCAFG00000004479","+","ANO10","chr23",2717853,2717928,NA,NA,9.83519658915e-06,0.00123547698286,"1.0,1.0,0.987","0.953,0.926","SE","23","ANO10",11.8455935109579,11.2350367921694,10.7090841204137,12.5903440854469,11.7757798281212,11.7150072389395,7.67027220676353,NA,"Macaca_fascicularis","dog","GSE125483"
"376","ENSCAFG00000004479","+","ANO10","chr23",2691849,2691984,2711282,2711402,0.00176632885389,0.0184245097605,"0.342,0.355,0.354","0.018,0.365","MXE","23","ANO10",11.8455935109579,11.2350367921694,10.7090841204137,12.5903440854469,11.7757798281212,11.7150072389395,7.67027220676353,NA,"Macaca_fascicularis","dog","GSE125483"
"377","ENSCAFG00000004500","+","SYTL2","chr21",13726060,13729855,NA,NA,3.85977654282e-07,5.10777095833e-05,"1.0,1.0,0.306","0.06,0.014","A5SS","21","SYTL2",0.270626299546357,0.711272486248937,0.458155677346187,0.173272074000567,0.506713513042246,0.300684683631037,0.405995333097061,NA,"Macaca_fascicularis","dog","GSE125483"
"378","ENSCAFG00000004505","-","C9H17orf80","chr9",6939678,6939786,6944238,6945726,0.000722505686657,0.00921333338535,"0.533,0.544,0.53","0.054,0.474","MXE","9","C9H17orf80",17.879282,16.8302478098824,15.900466,16.996126,18.6737,16.9252913333333,11.8346492699608,NA,"Macaca_fascicularis","dog","GSE125483"
"379","ENSCAFG00000004506","+","SSPO","chr16",14551716,14551854,NA,NA,0.000749285380274,0.0302795431898,"0.979,0.979,1.0","0.928,0.958","SE","16","SSPO",19.892778,20.294027,24.855928,18.302019,25.544239,21.0169083333333,15.279422,NA,"Macaca_fascicularis","dog","GSE125483"
"380","ENSCAFG00000004506","+","SSPO","chr16",14562352,14562584,NA,NA,2.55696994863e-05,0.00253140024914,"0.977,1.0,1.0","0.892,0.979","SE","16","SSPO",19.892778,20.294027,24.855928,18.302019,25.544239,21.0169083333333,15.279422,NA,"Macaca_fascicularis","dog","GSE125483"
"381","ENSCAFG00000004506","+","SSPO","chr16",14596898,14596994,14597151,14597212,2.22531194278e-05,0.000574891468741,"0.961,1.0,0.977","0.907,0.939","MXE","16","SSPO",19.892778,20.294027,24.855928,18.302019,25.544239,21.0169083333333,15.279422,NA,"Macaca_fascicularis","dog","GSE125483"
"382","ENSCAFG00000004517","-","NASP","chr15",14751977,14752994,NA,NA,2.55351295664e-15,9.71465764975e-12,"0.055,0.082,0.054","0.006,0.036","SE","15","NASP",19.0390357556589,19.2206651281326,18.0909360955942,17.5819596734034,19.5587104468472,18.2373105082188,12.9264585249933,NA,"Macaca_fascicularis","dog","GSE125483"
"383","ENSCAFG00000004530","+","CLASP2","chr23",3366152,3366215,NA,NA,0.000145750452629,0.00924161977134,"0.081,0.042,0.018","0.2,0.046","SE","23","CLASP2",7.17983445152908,8.29897269918049,7.26970205356786,8.95446332480512,6.6023504935039,7.80133327663402,4.9671077308948,NA,"Macaca_fascicularis","dog","GSE125483"
"384","ENSCAFG00000004563","-","PPP1R37","chr1",110360034,110360132,110391925,110392375,0.000582266747622,0.00776251872632,"0.455,0.398,0.424","0.021,0.441","MXE","1","PPP1R37",42.278915,29.573988,47.978943,57.853436,37.148373,49.3704313333333,22.240787,NA,"Macaca_fascicularis","dog","GSE125483"
"385","ENSCAFG00000004567","+","PRDX1","chr15",14844849,14844972,NA,NA,0.000709360497614,0.0292065158502,"1.0,0.994,0.993","0.442,0.996","SE","15","PRDX1",631.279351784083,476.740903887988,526.980287211496,494.003837161385,706.646951361828,550.754492052321,394.462618416605,NA,"Macaca_fascicularis","dog","GSE125483"
"386","ENSCAFG00000004567","+","PRDX1","chr15",14844849,14844972,14846807,14846938,1.41766941597e-06,6.25530947613e-05,"0.35,0.338,0.333","0.003,0.357","MXE","15","PRDX1",631.279351784083,476.740903887988,526.980287211496,494.003837161385,706.646951361828,550.754492052321,394.462618416605,NA,"Macaca_fascicularis","dog","GSE125483"
"387","ENSCAFG00000004606","+","BIN1","chr19",23528761,23528869,NA,NA,0.00143505232045,0.0486219826284,"1.0,1.0,1.0","0.284,1.0","SE","19","BIN1",11.010989658138,10.947082804556,11.3017842144272,17.0459527842522,13.4688839727633,13.1195755522725,8.13865559243977,NA,"Macaca_fascicularis","dog","GSE125483"
"388","ENSCAFG00000004606","+","BIN1","chr19",23528761,23528869,23530319,23530427,0.00233390214416,0.0230854009867,"0.087,0.233,0.376","0.086,0.089","MXE","19","BIN1",11.010989658138,10.947082804556,11.3017842144272,17.0459527842522,13.4688839727633,13.1195755522725,8.13865559243977,NA,"Macaca_fascicularis","dog","GSE125483"
"389","ENSCAFG00000004606","+","BIN1","chr19",23531335,23531425,23531669,23531780,0.00186101760349,0.0190926620802,"0.175,0.179,0.212","0.047,0.185","MXE","19","BIN1",11.010989658138,10.947082804556,11.3017842144272,17.0459527842522,13.4688839727633,13.1195755522725,8.13865559243977,NA,"Macaca_fascicularis","dog","GSE125483"
"390","ENSCAFG00000004606","+","BIN1","chr19",23528761,23528869,23531335,23531425,1.88731075212e-09,2.85155497275e-07,"0.027,0.073,0.105","0.008,0.022","MXE","19","BIN1",11.010989658138,10.947082804556,11.3017842144272,17.0459527842522,13.4688839727633,13.1195755522725,8.13865559243977,NA,"Macaca_fascicularis","dog","GSE125483"
