"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474231","FPKM.SRR8474260","FPKM.SRR8474271","FPKM.SRR8474282","FPKM.SRR8474293","..files.colon_mean_female","..files.colon_mean_male","Remark","Organism","Tissue","GEO_accession"
"873","ENSCAFG00000006099","-","DDHD2","chr16",27243056,27243227,27243576,27243679,0.00345441707156,0.033394951729,"0.592,0.989,0.607","0.67,0.513","MXE","16","DDHD2",15.3865432425021,15.4695720497001,12.7553701730934,14.0575638937446,7.43938134361611,14.9712263953156,6.73158383890317,NA,"dog","colon","GSE125483"
"874","ENSCAFG00000006108","-","BAG4","chr16",27276034,27276289,NA,NA,0.000458239112805,0.00909311931115,"1.0,0.753,1.0","1.0,1.0","SE","16","BAG4",5.124849,5.236817,7.664646,3.74917558424508,6.766417,4.70361386141503,4.81035433333333,NA,"dog","colon","GSE125483"
"875","ENSCAFG00000006115","-","EXOSC8","chr25",3705665,3705827,NA,NA,0.000153718782619,0.00391939390363,"1.0,0.196,0.74","1.0,1.0","SE","25","EXOSC8",7.71522369554753,8.45149493200963,6.02323568953069,7.11057042719615,4.97840849939831,7.75909635158444,3.667214729643,NA,"dog","colon","GSE125483"
"876","ENSCAFG00000006115","-","EXOSC8","chr25",3700858,3700904,NA,NA,0.00362638214884,0.0446923074951,"1.0,0.946,0.925","1.0,0.988","SE","25","EXOSC8",7.71522369554753,8.45149493200963,6.02323568953069,7.11057042719615,4.97840849939831,7.75909635158444,3.667214729643,NA,"dog","colon","GSE125483"
"877","ENSCAFG00000006124","+","ALG5","chr25",3742252,3742404,NA,NA,0.00123576351339,0.0191727786891,"1.0,0.954,0.969","1.0,1.0","SE","25","ALG5",23.4140734875717,25.3570212695985,26.7627152734226,21.3714402256214,23.1448455105163,23.3808449942639,16.6358535946463,NA,"dog","colon","GSE125483"
"878","ENSCAFG00000006125","-","MRPL3","chr23",28588943,28589004,NA,NA,0.00086054300424,0.0146184134353,"0.951,0.954,0.974","1.0,1.0","SE","23","MRPL3",18.4772174023145,16.0747493938053,21.0517513059905,20.9621914312457,13.6459232528931,18.5047194091218,11.5658915196279,NA,"dog","colon","GSE125483"
"879","ENSCAFG00000006142","-","DCN","chr15",31844166,31844260,31849376,31849490,4.90931251207e-06,0.000218486520807,"0.303,0.001,0.251","0.29,0.243","MXE","15","DCN",518.638816725806,288.259760443826,201.898455366518,303.548026817575,119.78527017297,370.148867995736,107.227908513163,NA,"dog","colon","GSE125483"
"880","ENSCAFG00000006143","-","TUBGCP3","chr22",60164681,60164798,NA,NA,0.000360174627551,0.00755779476617,"1.0,1.0,0.96","0.938,0.908","SE","22","TUBGCP3",12.075456,10.776244122555,13.1684929492665,11.8041609923594,8.57257822952323,11.5519537049715,7.24702372626324,NA,"dog","colon","GSE125483"
"881","ENSCAFG00000006149","-","DIAPH1","chr2",36487381,36487437,NA,NA,1.11022302463e-16,4.61630733641e-14,"0.448,0.152,0.436","0.025,0.019","SE","2","DIAPH1",8.0187109109012,10.6205649206025,19.7823840176155,7.11201097957621,14.8500116913454,8.58376227035997,11.544131902987,NA,"dog","colon","GSE125483"
"882","ENSCAFG00000006149","-","DIAPH1","chr2",36530787,36530902,NA,NA,0.00217928631487,0.030050801649,"1.0,1.0,1.0","1.0,0.893","SE","2","DIAPH1",8.0187109109012,10.6205649206025,19.7823840176155,7.11201097957621,14.8500116913454,8.58376227035997,11.544131902987,NA,"dog","colon","GSE125483"
"883","ENSCAFG00000006150","-","PANK2","chr24",17468878,17469002,NA,NA,0.000805024921612,0.0139024974801,"1.0,1.0,1.0","0.777,1.0","SE","24","PANK2",5.5911451986755,4.58950063907285,4.55039254966887,5.96443410596027,3.51709817880795,5.38169331456954,2.68916357615894,NA,"dog","colon","GSE125483"
"884","ENSCAFG00000006181","-","ATL2","chr17",30444486,30444543,30445708,30445836,0.00141735275675,0.0174606549086,"0.375,0.002,0.328","0.339,0.34","MXE","17","ATL2",39.3812031646278,33.1196302016777,31.095317117791,34.9162202645928,14.6158405319818,35.8056845436328,15.2370525499243,NA,"dog","colon","GSE125483"
"885","ENSCAFG00000006199","+","ATP11A","chr22",60423712,60423799,60425856,60425959,0.000498330738257,0.00771709669903,"0.634,0.239,0.408","0.159,0.152","MXE","22","ATP11A",3.34113624747082,7.15905936809339,14.2012337075875,2.97275027568093,10.6394622042802,4.49098196374838,8.28023197062257,NA,"dog","colon","GSE125483"
"886","ENSCAFG00000006222","-","CEP83","chr15",34464636,34464888,NA,NA,0.000607337275709,0.0112736981803,"1.0,0.619,0.931","0.965,1.0","SE","15","CEP83",15.218219,10.210855,11.348686,16.995638,4.914372,14.1415706666667,5.42101933333333,NA,"dog","colon","GSE125483"
"887","ENSCAFG00000006229","-","PCDH1","chr2",36821702,36821777,NA,NA,8.09354200678e-05,0.00236736103698,"0.0,0.0,0.213","0.196,0.18","SE","2","PCDH1",3.56270692066387,5.76519812347255,7.58493293871968,1.45733462484042,8.63952233375889,3.59507988965895,5.40815175749286,NA,"dog","colon","GSE125483"
"888","ENSCAFG00000006234","+","ADAM33","chr24",17675119,17675198,NA,NA,0.00333581002121,0.0418750290029,"1.0,1.0,0.681","0.415,0.486","SE","24","ADAM33",16.0902277044993,12.7812173181422,8.36071454281567,13.3054863056604,3.23908050217707,14.058977109434,3.86659834833091,NA,"dog","colon","GSE125483"
"889","ENSCAFG00000006234","+","ADAM33","chr24",17675119,17675198,NA,NA,0.00357541036118,0.0442566717979,"1.0,0.835,1.0","1.0,1.0","SE","24","ADAM33",16.0902277044993,12.7812173181422,8.36071454281567,13.3054863056604,3.23908050217707,14.058977109434,3.86659834833091,NA,"dog","colon","GSE125483"
"890","ENSCAFG00000006236","+","DELE1","chr2",36870385,36870482,NA,NA,1.56764127679e-07,1.19128042673e-05,"0.94,0.938,0.883","0.985,1.0","SE","2","DELE1",19.5912865486726,21.1933574690265,39.815392300885,20.3617605044248,37.9875345840708,20.382134840708,25.9343089616519,NA,"dog","colon","GSE125483"
"891","ENSCAFG00000006241","+","RNF14","chr2",36917848,36918000,NA,NA,7.54798776784e-05,0.00224421854127,"0.724,0.638,0.723","0.78,0.911","SE","2","RNF14",31.51189,29.355701,31.770859,32.569916,22.21344,31.1458356666667,17.9947663333333,NA,"dog","colon","GSE125483"
"892","ENSCAFG00000006246","+","GFRA4","chr24",17688711,17688821,NA,NA,0.000396301071018,0.00812041625959,"1.0,0.665,0.825","1.0,1.0","SE","24","GFRA4",2.460234,3.691301,1.171982,2.001702,0.270309,2.71774566666667,0.480763666666667,NA,"dog","colon","GSE125483"
"893","ENSCAFG00000006255","-","NBEA","chr25",4884728,4884791,NA,NA,0.00221157009692,0.030378060643,"1.0,0.672,1.0","0.514,0.241","SE","25","NBEA",1.52539972083643,1.58550351300287,1.06565451300287,1.6007710333298,0.737074017407919,1.57055808905637,0.60090951013693,NA,"dog","colon","GSE125483"
"894","ENSCAFG00000006266","+","ARHGAP26","chr2",37971188,37971342,38023346,38023457,0.00433540787622,0.0397345360084,"0.913,0.78,0.907","0.742,0.574","MXE","2","ARHGAP26",0.596289777777778,1.22788012803713,2.64148812912913,0.486792621075621,2.88919858012558,0.770320842296843,1.84356223641824,NA,"dog","colon","GSE125483"
"895","ENSCAFG00000006269","-","PCID2","chr22",60613084,60613139,NA,NA,0.00155974290349,0.0229979113217,"1.0,0.864,0.956","1.0,0.966","SE","22","PCID2",23.665606941048,21.8452476812227,23.3809012947598,26.7328037772926,13.248157,24.0812194665211,12.2096860982533,NA,"dog","colon","GSE125483"
"896","ENSCAFG00000006294","+","STARD13","chr25",7080020,7080084,NA,NA,0.000926921206651,0.0154641354643,"0.965,0.903,0.957","1.0,1.0","SE","25","STARD13",13.6766607658817,11.4252642116648,10.7723333962212,14.042098371851,4.9820915364184,13.0480077831325,5.25147497754653,NA,"dog","colon","GSE125483"
"897","ENSCAFG00000006294","+","STARD13","chr25",7093427,7093598,NA,NA,0.000599778669132,0.0111487057019,"0.975,0.85,0.957","1.0,0.96","SE","25","STARD13",13.6766607658817,11.4252642116648,10.7723333962212,14.042098371851,4.9820915364184,13.0480077831325,5.25147497754653,NA,"dog","colon","GSE125483"
"898","ENSCAFG00000006300","-","NOC4L","chr26",830636,830924,NA,NA,1.91068085464e-06,2.16657561196e-05,"0.018,0.0,0.0","0.116,0.24","RI","26","NOC4L",1.55584658201499,2.32810278975853,2.10678183263947,1.26057974562864,1.06513588009992,1.71484303913405,1.05730590424646,NA,"dog","colon","GSE125483"
"899","ENSCAFG00000006334","-","GRTP1","chr22",60704721,60704818,NA,NA,0.000464802661201,0.00918962803532,"1.0,0.901,1.0","0.708,0.865","SE","22","GRTP1",5.471323,12.244818,20.001072,7.047502,17.743019,8.25454766666667,12.5813636666667,NA,"dog","colon","GSE125483"
"900","ENSCAFG00000006339","-","CACNA2D1","chr18",21616970,21617027,NA,NA,2.40562534043e-05,0.000878605892916,"0.0,0.085,0.0","0.217,0.393","SE","18","CACNA2D1",5.535166,6.135514,5.996401,5.768773,2.356164,5.813151,2.78418833333333,NA,"dog","colon","GSE125483"
"901","ENSCAFG00000006420","-","APBB1","chr21",29727740,29727797,NA,NA,0.00363521051335,0.0447602890862,"0.884,0.892,0.896","0.946,1.0","SE","21","APBB1",20.8675896241866,13.9922523684924,8.27815828443601,20.8287892258677,2.15190202521692,18.5628770728489,3.47668676988431,NA,"dog","colon","GSE125483"
"902","ENSCAFG00000006421","-","GAS6","chr22",60987380,60987533,60992681,60992744,0.00117157731999,0.0151697362541,"0.676,0.99,0.667","0.677,0.669","MXE","22","GAS6",94.6027838579545,49.6448382347028,31.8172372692308,96.6105251844406,8.67696835576923,80.286049092366,13.4980685416667,NA,"dog","colon","GSE125483"
"903","ENSCAFG00000006421","-","GAS6","chr22",60987380,60987503,60992681,60992744,0.00189817819222,0.0215617806016,"0.644,0.988,0.634","0.645,0.636","MXE","22","GAS6",94.6027838579545,49.6448382347028,31.8172372692308,96.6105251844406,8.67696835576923,80.286049092366,13.4980685416667,NA,"dog","colon","GSE125483"
"904","ENSCAFG00000006425","+","UBOX5","chr24",18162642,18162804,NA,NA,2.22747839729e-07,1.60538823049e-05,"0.391,0.551,0.503","0.79,0.941","SE","24","UBOX5",7.13737582483503,6.51225929994001,9.04768324895021,7.87710561007799,5.70372238212358,7.17558024495101,4.91713521035793,NA,"dog","colon","GSE125483"
"905","ENSCAFG00000006426","-","MAP4K3","chr17",31307524,31307587,NA,NA,0.00167594866741,0.0243104930889,"0.272,0.243,0.272","0.124,0.164","SE","17","MAP4K3",21.6361367336926,18.6121837146909,14.846257418321,19.3157224997164,13.519149658253,19.8546809827,9.45513569219133,NA,"dog","colon","GSE125483"
"906","ENSCAFG00000006426","-","MAP4K3","chr17",31319146,31319278,NA,NA,0.000470091873311,0.00925358562271,"0.956,0.922,0.922","0.978,1.0","SE","17","MAP4K3",21.6361367336926,18.6121837146909,14.846257418321,19.3157224997164,13.519149658253,19.8546809827,9.45513569219133,NA,"dog","colon","GSE125483"
"907","ENSCAFG00000006450","-","SIRT3","chr18",25374288,25374450,NA,NA,0.000178113495559,0.00443674971841,"0.645,0.576,0.728","0.823,0.796","SE","18","SIRT3",21.3059975325808,18.6029487552591,27.2948736028733,21.0848578783992,18.5486944920472,20.331268055413,15.2811893649735,NA,"dog","colon","GSE125483"
"908","ENSCAFG00000006450","-","SIRT3","chr18",25371084,25371294,25374288,25374450,0.0042262545543,0.0390930956808,"0.25,0.302,0.293","0.4,0.331","MXE","18","SIRT3",21.3059975325808,18.6029487552591,27.2948736028733,21.0848578783992,18.5486944920472,20.331268055413,15.2811893649735,NA,"dog","colon","GSE125483"
"909","ENSCAFG00000006460","-","PTPRA","chr24",18286892,18286919,NA,NA,7.94384558082e-05,0.00233621669764,"0.307,0.275,0.386","0.152,0.161","SE","24","PTPRA",23.5945863991315,22.5134639135413,21.4176846514015,23.9246786403474,13.8386786399526,23.3442429843401,11.752121097118,NA,"dog","colon","GSE125483"
"910","ENSCAFG00000006461","+","FOXP1","chr20",21003644,21003766,21004144,21004314,2.63048788818e-06,0.000125300796478,"0.986,0.987,0.991","0.918,0.958","MXE","20","FOXP1",9.51065725770978,8.77430467917763,9.16228617690653,9.51815805044227,5.28204170141047,9.26770666244323,4.814775959439,NA,"dog","colon","GSE125483"
"911","ENSCAFG00000006461","+","FOXP1","chr20",20848963,20849207,NA,NA,0.00305523786726,0.0390420396399,"0.167,0.08,0.125","0.0,0.184","SE","20","FOXP1",9.51065725770978,8.77430467917763,9.16228617690653,9.51815805044227,5.28204170141047,9.26770666244323,4.814775959439,NA,"dog","colon","GSE125483"
"912","ENSCAFG00000006462","-","UBXN8","chr16",33603262,33603400,33606174,33606297,0.00239259512749,0.0256386549453,"0.533,1.0,0.549","0.517,0.58","MXE","16","UBXN8",10.789998159621,15.2799448797376,20.4764715655977,12.0721721873178,27.6843822048105,12.7140384088921,16.0536179234694,NA,"dog","colon","GSE125483"
"913","ENSCAFG00000006462","-","UBXN8","chr16",33603262,33603400,NA,NA,0.00126940654307,0.0195711640842,"1.0,0.0,0.901","0.982,1.0","SE","16","UBXN8",10.789998159621,15.2799448797376,20.4764715655977,12.0721721873178,27.6843822048105,12.7140384088921,16.0536179234694,NA,"dog","colon","GSE125483"
"914","ENSCAFG00000006462","-","UBXN8","chr16",33601056,33601098,NA,NA,9.86785362744e-06,0.000411571728378,"1.0,1.0,0.969","0.945,0.943","SE","16","UBXN8",10.789998159621,15.2799448797376,20.4764715655977,12.0721721873178,27.6843822048105,12.7140384088921,16.0536179234694,NA,"dog","colon","GSE125483"
"915","ENSCAFG00000006462","-","UBXN8","chr16",33594806,33594881,NA,NA,8.03529354165e-10,1.11943236366e-07,"1.0,0.817,1.0","1.0,1.0","SE","16","UBXN8",10.789998159621,15.2799448797376,20.4764715655977,12.0721721873178,27.6843822048105,12.7140384088921,16.0536179234694,NA,"dog","colon","GSE125483"
"916","ENSCAFG00000006462","-","UBXN8","chr16",33606174,33606297,33613639,33613710,0.00291109086032,0.0293485486734,"0.586,0.995,0.492","0.489,0.54","MXE","16","UBXN8",10.789998159621,15.2799448797376,20.4764715655977,12.0721721873178,27.6843822048105,12.7140384088921,16.0536179234694,NA,"dog","colon","GSE125483"
"917","ENSCAFG00000006471","-","THUMPD2","chr17",31724364,31724417,NA,NA,0.00156830661648,0.0230738284832,"0.72,0.907,0.409","0.882,1.0","SE","17","THUMPD2",4.45578968858801,3.435896,3.269795,5.22454588652482,1.490644,4.37207719170428,1.586813,NA,"dog","colon","GSE125483"
"918","ENSCAFG00000006471","-","THUMPD2","chr17",31714550,31714665,NA,NA,0.000204625177812,0.00492467024107,"0.565,1.0,0.71","1.0,1.0","SE","17","THUMPD2",4.45578968858801,3.435896,3.269795,5.22454588652482,1.490644,4.37207719170428,1.586813,NA,"dog","colon","GSE125483"
"919","ENSCAFG00000006471","-","THUMPD2","chr17",31715149,31715221,NA,NA,0.0001963482598,0.00477991364935,"0.582,1.0,0.676","1.0,1.0","SE","17","THUMPD2",4.45578968858801,3.435896,3.269795,5.22454588652482,1.490644,4.37207719170428,1.586813,NA,"dog","colon","GSE125483"
"920","ENSCAFG00000006478","+","GSR","chr16",33668786,33668945,33672374,33672486,0.000480313434312,0.00754618627861,"0.433,0.0,0.329","0.371,0.359","MXE","16","GSR",10.108027,14.415157,24.999493,10.453354,30.58749,11.658846,18.5289943333333,NA,"dog","colon","GSE125483"
"921","ENSCAFG00000006493","+","CDC16","chr22",61286226,61286265,NA,NA,0.00152233459187,0.0225447326107,"1.0,0.923,0.89","0.979,1.0","SE","22","CDC16",20.275454,21.4532671182243,22.7098478588785,23.8362860747664,16.2012632808411,21.8550023976636,12.9703703799065,NA,"dog","colon","GSE125483"
"922","ENSCAFG00000006503","-","RBPMS","chr16",33801236,33802172,NA,NA,0.000275247245385,0.00614802256283,"0.266,0.016,0.352","0.36,0.772","SE","16","RBPMS",69.6477039185211,53.364462925368,30.7749253923314,90.4269617216707,7.06302862684012,71.1463761885199,12.6126513397238,NA,"dog","colon","GSE125483"
"923","ENSCAFG00000006512","-","ANO9","chr18",25560964,25561210,NA,NA,2.22044604925e-16,8.82529343722e-14,"0.014,0.009,0.025","0.17,0.066","SE","18","ANO9",11.3113501064677,23.3142274470978,43.8164072092869,10.6826750139303,32.0353349031509,15.1027508558319,25.2839140374793,NA,"dog","colon","GSE125483"
"924","ENSCAFG00000006522","-","B3GLCT","chr25",8887377,8887514,NA,NA,0.000112488695466,0.00305244173932,"1.0,0.855,1.0","1.0,1.0","SE","25","B3GLCT",5.72598915288954,8.22496880907096,5.66971883686906,5.56381139429408,3.61900647256767,6.50492311875153,3.09624176981224,NA,"dog","colon","GSE125483"
"925","ENSCAFG00000006522","-","B3GLCT","chr25",8874785,8874849,8886402,8886475,0.000101994701196,0.00229024465413,"0.075,0.034,0.173","0.021,0.0","MXE","25","B3GLCT",5.72598915288954,8.22496880907096,5.66971883686906,5.56381139429408,3.61900647256767,6.50492311875153,3.09624176981224,NA,"dog","colon","GSE125483"
"926","ENSCAFG00000006522","-","B3GLCT","chr25",8835094,8835239,NA,NA,5.47063339074e-09,6.11608965065e-07,"0.942,0.798,0.816","1.0,1.0","SE","25","B3GLCT",5.72598915288954,8.22496880907096,5.66971883686906,5.56381139429408,3.61900647256767,6.50492311875153,3.09624176981224,NA,"dog","colon","GSE125483"
"927","ENSCAFG00000006522","-","B3GLCT","chr25",8908938,8909048,8924209,8924259,2.29884527687e-05,0.000701005905416,"0.176,0.156,0.103","0.0,0.0","MXE","25","B3GLCT",5.72598915288954,8.22496880907096,5.66971883686906,5.56381139429408,3.61900647256767,6.50492311875153,3.09624176981224,NA,"dog","colon","GSE125483"
"928","ENSCAFG00000006529","+","TMPO","chr15",37955658,37955778,NA,NA,0.000126633865028,0.00337195415775,"0.384,0.601,0.473","0.798,0.687","SE","15","TMPO",11.108158510989,15.155799874596,42.1831388387201,10.1680167482224,21.1049616577246,12.1439917112691,21.0960334988149,NA,"dog","colon","GSE125483"
"929","ENSCAFG00000006529","+","TMPO","chr15",37955877,37955973,NA,NA,0.001667350473,0.0242313540698,"0.359,0.661,0.55","0.82,0.7","SE","15","TMPO",11.108158510989,15.155799874596,42.1831388387201,10.1680167482224,21.1049616577246,12.1439917112691,21.0960334988149,NA,"dog","colon","GSE125483"
"930","ENSCAFG00000006538","+","HSPH1","chr25",8990066,8990198,NA,NA,0.00405577448836,0.0483739704752,"0.828,0.86,0.898","0.939,0.937","SE","25","HSPH1",10.3187144035136,10.3101494658249,11.2296740774087,9.70553993137524,10.3989441114466,10.1114679335712,7.2095393962851,NA,"dog","colon","GSE125483"
"931","ENSCAFG00000006542","-","PPP2R2B","chr2",41271584,41271778,NA,NA,0.00292169229016,0.0377640255984,"1.0,0.836,0.901","1.0,1.0","SE","2","PPP2R2B",4.63130500951709,4.14899885512866,1.71008682692986,3.74163222982023,0.602001226647867,4.17397869815533,0.770696017859242,NA,"dog","colon","GSE125483"
"932","ENSCAFG00000006545","+",NA,"chr15",37994393,37994518,NA,NA,0.0010812046181,0.0173217055207,"0.011,0.008,0.019","0.023,0.016","SE","15","ENSCAFG00000006545",395.27577907651,353.665543854362,440.752873026846,430.70651947651,469.885851793289,393.215947469127,303.546241606712,NA,"dog","colon","GSE125483"
"933","ENSCAFG00000006545","+",NA,"chr15",37997829,37998002,NA,NA,5.15731901629e-12,1.04802151168e-09,"1.0,0.961,0.978","0.995,0.997","SE","15","ENSCAFG00000006545",395.27577907651,353.665543854362,440.752873026846,430.70651947651,469.885851793289,393.215947469127,303.546241606712,NA,"dog","colon","GSE125483"
"934","ENSCAFG00000006546","-","ARID5A","chr17",34324192,34324331,NA,NA,0.00133093160278,0.0202334304919,"0.959,0.845,1.0","0.725,0.703","SE","17","ARID5A",11.2092073610842,9.90531576210068,7.86886158301065,14.6965734353824,4.36377320571152,11.9370321861891,4.07754492957406,NA,"dog","colon","GSE125483"
"935","ENSCAFG00000006546","-","ARID5A","chr17",34323782,34323835,NA,NA,0.00195196298352,0.0274198043428,"0.961,0.916,1.0","0.817,0.8","SE","17","ARID5A",11.2092073610842,9.90531576210068,7.86886158301065,14.6965734353824,4.36377320571152,11.9370321861891,4.07754492957406,NA,"dog","colon","GSE125483"
"936","ENSCAFG00000006546","-","ARID5A","chr17",34323290,34323782,NA,NA,9.54213374982e-11,3.1890815427e-09,"0.015,0.0,0.034","0.08,0.052","RI","17","ARID5A",11.2092073610842,9.90531576210068,7.86886158301065,14.6965734353824,4.36377320571152,11.9370321861891,4.07754492957406,NA,"dog","colon","GSE125483"
"937","ENSCAFG00000006551","+","MAPK8","chr28",395378,395450,395805,395877,0.00228212598702,0.0246689329888,"0.155,0.043,0.072","0.038,0.015","MXE","28","MAPK8",8.16121452168022,9.43033368902439,15.8763159336043,8.45627482113821,19.0341654749323,8.68260767728094,11.6368271361789,NA,"dog","colon","GSE125483"
"938","ENSCAFG00000006569","-","DEAF1","chr18",25729025,25729155,NA,NA,0.00369338003213,0.0453113854418,"0.964,0.866,1.0","0.947,1.0","SE","18","DEAF1",3.88998468597889,4.1176001712255,3.85194948223132,3.28715573056214,2.98925449192333,3.76491352925551,2.28040132471822,NA,"dog","colon","GSE125483"
"939","ENSCAFG00000006588","+","PCED1A","chr24",18428732,18429008,NA,NA,0.000947881949448,0.0156783387073,"0.935,0.928,0.952","1.0,1.0","SE","24","PCED1A",14.745513,12.522368,13.09718,14.347748,8.31743,13.8718763333333,7.13820333333333,NA,"dog","colon","GSE125483"
"940","ENSCAFG00000006594","-",NA,"chrJH373584.1",10434,10580,NA,NA,0.00234697885149,0.0318432717968,"1.0,0.444,1.0","1.0,1.0","SE","JH373584.1","ENSCAFG00000006594",44.7651507870744,57.437938135026,62.8588444362377,41.7751059815349,64.1445742781304,47.9927316345451,42.3344729047894,NA,"dog","colon","GSE125483"
"941","ENSCAFG00000006639","+",NA,"chr24",18559205,18559339,NA,NA,4.03523767512e-07,2.65353695001e-05,"0.968,0.958,0.943","0.992,0.984","SE","24","ENSCAFG00000006639",70.2193903431579,80.4881543754386,117.592501555088,68.8297221466667,76.4352671677193,73.1790889550877,64.6759229076024,NA,"dog","colon","GSE125483"
"942","ENSCAFG00000006655","-","ADGRD1","chr26",1365905,1366001,NA,NA,0.00404060956118,0.0483424323196,"0.0,0.175,0.0","0.0,0.0","SE","26","ADGRD1",3.15551291141942,3.45286532550694,2.0994384909285,1.91401796798292,0.668964486659552,2.84079873496976,0.922800992529351,NA,"dog","colon","GSE125483"
"943","ENSCAFG00000006657","-","ALKBH3","chr18",25881906,25882116,NA,NA,1.22058275133e-05,0.000493842664973,"0.977,0.86,0.961","0.986,1.0","SE","18","ALKBH3",18.5787875036953,16.3399449715748,11.7981210659466,16.3443544218306,8.25909337862422,17.0876956323669,6.68573814819027,NA,"dog","colon","GSE125483"
"944","ENSCAFG00000006657","-","ALKBH3","chr18",25887866,25887955,NA,NA,0.000109302233879,0.00297493602724,"0.935,0.88,0.951","0.964,1.0","SE","18","ALKBH3",18.5787875036953,16.3399449715748,11.7981210659466,16.3443544218306,8.25909337862422,17.0876956323669,6.68573814819027,NA,"dog","colon","GSE125483"
"945","ENSCAFG00000006657","-","ALKBH3","chr18",25887866,25887955,NA,NA,5.47771207976e-05,0.00173967243689,"0.943,0.769,0.919","0.956,1.0","SE","18","ALKBH3",18.5787875036953,16.3399449715748,11.7981210659466,16.3443544218306,8.25909337862422,17.0876956323669,6.68573814819027,NA,"dog","colon","GSE125483"
"946","ENSCAFG00000006689","-","SLC25A26","chr20",25128961,25129009,NA,NA,3.0251061664e-05,0.00106181226441,"0.903,0.834,1.0","0.969,1.0","SE","20","SLC25A26",19.2504616401602,16.7989287116705,16.2913702683066,16.7531600062929,10.9564740606407,17.6008501193745,9.08261477631577,NA,"dog","colon","GSE125483"
"947","ENSCAFG00000006689","-","SLC25A26","chr20",25130329,25130434,NA,NA,0.000206115460098,0.00494280051639,"0.636,0.701,1.0","1.0,1.0","SE","20","SLC25A26",19.2504616401602,16.7989287116705,16.2913702683066,16.7531600062929,10.9564740606407,17.6008501193745,9.08261477631577,NA,"dog","colon","GSE125483"
"948","ENSCAFG00000006691","+","SLC46A3","chr25",11039158,11040029,NA,NA,5.08383860898e-07,3.25594564182e-05,"0.502,0.406,0.632","0.94,0.891","SE","25","SLC46A3",5.148126,3.371425,5.375216,4.216707,2.94505,4.24541933333333,2.773422,NA,"dog","colon","GSE125483"
"949","ENSCAFG00000006722","+","MAGI1","chr20",25859100,25859136,NA,NA,8.99280649946e-15,2.92829615977e-12,"1.0,0.94,0.823","0.26,0.059","SE","20","MAGI1",1.64246756180353,2.90719721721241,4.50889072381279,2.37918749185668,4.0757616403223,2.30961742362421,2.86155078804503,NA,"dog","colon","GSE125483"
"950","ENSCAFG00000006785","-","ARHGAP33","chr1",116852510,116852600,NA,NA,0.0116601835301,0.0443944343877,"0.047,0.0,0.095","0.11,0.068","RI","1","ARHGAP33",2.43643800048403,3.58999921369797,6.66574873475315,2.64197603557599,2.2240125481607,2.88947108325266,2.96325376097128,NA,"dog","colon","GSE125483"
"951","ENSCAFG00000006794","-","GTF3A","chr25",12171551,12171605,NA,NA,5.67568214649e-12,1.14082803204e-09,"0.98,1.0,0.99","1.0,0.907","SE","25","GTF3A",82.4054310066181,95.2117625698213,69.8406720701522,85.2255296214428,45.831091404368,87.6142410659607,38.5572544915067,NA,"dog","colon","GSE125483"
"952","ENSCAFG00000006821","-",NA,"chr27",1748353,1748446,NA,NA,0.000185514470569,0.00455809054188,"0.935,0.898,0.875","0.939,0.964","SE","27","ENSCAFG00000006821",68.6171363387097,75.3104754632617,73.5563996953405,77.0452698121266,60.0421768611111,73.6576272046993,44.5328588521505,NA,"dog","colon","GSE125483"
"953","ENSCAFG00000006821","-",NA,"chr27",1747167,1747209,NA,NA,0.000228876658128,0.00533257886391,"0.968,0.953,0.94","0.968,0.985","SE","27","ENSCAFG00000006821",68.6171363387097,75.3104754632617,73.5563996953405,77.0452698121266,60.0421768611111,73.6576272046993,44.5328588521505,NA,"dog","colon","GSE125483"
"954","ENSCAFG00000006825","-","PRR5L","chr18",31741569,31741618,NA,NA,0.000221191343394,0.00520290551602,"0.918,1.0,1.0","1.0,0.83","SE","18","PRR5L",1.61416304426145,1.48228192614514,3.72311070020587,1.71477630005147,4.2077595862069,1.60374042348602,2.64362342880426,NA,"dog","colon","GSE125483"
"955","ENSCAFG00000006831","+","SLC15A4","chr26",2815445,2815614,2824029,2824185,0.000759217848681,0.0106305594264,"0.336,0.02,0.36","0.416,0.339","MXE","26","SLC15A4",19.0003066337245,13.2004330290303,13.96272556084,16.1395769512044,7.41993829215565,16.1134388713197,7.12755461766522,NA,"dog","colon","GSE125483"
"956","ENSCAFG00000006834","-","PSMF1","chr24",19850285,19850368,NA,NA,0.000366298090585,0.00765067911142,"0.865,0.847,0.799","0.896,0.944","SE","24","PSMF1",40.9494850729614,33.6875102961373,32.2746766480687,30.7287108755365,19.4238809957082,35.1219020815451,17.2328525479256,NA,"dog","colon","GSE125483"
"957","ENSCAFG00000006838","-","PLPP1","chr2",42796548,42796700,NA,NA,0.00101568833494,0.0164984753921,"0.885,0.771,0.83","0.88,0.915","SE","2","PLPP1",60.4834903184432,51.0991601344538,30.8530397142857,59.076826996904,28.7797422158337,56.886492483267,19.8775939767065,NA,"dog","colon","GSE125483"
