"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474237","FPKM.SRR8474247","FPKM.SRR8474267","FPKM.SRR8474278","FPKM.SRR8474288","FPKM.SRR8474299","..files.spleen_mean_female","..files.spleen_mean_male","Remark","Organism","Tissue","GEO_accession"
"392","ENSCAFG00000005218","-","FBH1","chr2",30068064,30068201,NA,NA,9.13382333959e-05,0.00553219285227,"0.941,0.941,0.972","0.906,0.914,0.834","SE","2","FBH1",14.8164240068764,14.7677610821004,15.6350155524068,19.5461384938529,13.3364657543238,15.2679698412169,14.595968437869,16.5272898057234,NA,"dog","spleen","GSE125483"
"393","ENSCAFG00000005218","-","FBH1","chr2",30085021,30085177,NA,NA,0.000710966853336,0.0240651943919,"1.0,0.907,0.922","0.862,0.842,0.725","SE","2","FBH1",14.8164240068764,14.7677610821004,15.6350155524068,19.5461384938529,13.3364657543238,15.2679698412169,14.595968437869,16.5272898057234,NA,"dog","spleen","GSE125483"
"394","ENSCAFG00000005240","+","WDR60","chr16",20818055,20818109,NA,NA,0.000331223666721,0.0143228550122,"0.773,0.659,1.0","1.0,1.0,1.0","SE","16","WDR60",3.42953700208986,4.6223601637931,3.55830859090909,7.61923735606061,4.50508125731452,4.92813951358412,3.83097561677116,5.72324567781261,NA,"dog","spleen","GSE125483"
"395","ENSCAFG00000005245","+","ELOVL1","chr15",16801112,16801303,NA,NA,0.000401896604018,0.0161836631123,"1.0,1.0,0.964","0.972,1.0,0.91","SE","15","ELOVL1",17.4204856235294,14.1595200605042,14.5022378521008,10.6955372470588,13.8694718016807,16.4440637344538,15.264065092437,13.7663736806723,NA,"dog","spleen","GSE125483"
"396","ENSCAFG00000005245","+","ELOVL1","chr15",16802063,16802200,NA,NA,2.81850005414e-05,0.00231124899398,"1.0,0.981,1.0","1.0,0.974,0.917","SE","15","ELOVL1",17.4204856235294,14.1595200605042,14.5022378521008,10.6955372470588,13.8694718016807,16.4440637344538,15.264065092437,13.7663736806723,NA,"dog","spleen","GSE125483"
"397","ENSCAFG00000005254","-","IL17RE","chr20",8364923,8365063,NA,NA,0.000186764508622,0.00928273512718,"1.0,1.0,1.0","0.402,1.0,0.707","SE","20","IL17RE",0.576693,0.96019,0.98987,0.979072,0.86181,0.878701,0.809457666666667,0.939321,NA,"dog","spleen","GSE125483"
"398","ENSCAFG00000005263","-","EMSY","chr21",22155084,22155648,NA,NA,0.000512789976904,0.0191234733425,"0.912,0.971,0.846","0.804,0.817,0.361","SE","21","EMSY",3.02773315223746,4.93490000652125,5.54455577378008,7.34798051315494,4.18797640993929,3.53865480211378,4.25342177865228,5.27384510726332,NA,"dog","spleen","GSE125483"
"399","ENSCAFG00000005312","-","PGS1","chr9",2812325,2812455,2816733,2816882,5.44287558244e-05,0.00245435227159,"0.406,0.396,0.395","0.359,0.256,0.031","MXE","9","PGS1",3.88677403573708,5.42107034345884,3.99960666700702,4.71598557089981,3.9421942373963,3.36015336898532,3.94285831338013,4.49906976111466,NA,"dog","spleen","GSE125483"
"400","ENSCAFG00000005312","-","PGS1","chr9",2816882,2816809,NA,NA,3.42473391113e-06,0.000221237810659,"0.921,1.0,0.914","0.819,0.767,0.622","A3SS","9","PGS1",3.88677403573708,5.42107034345884,3.99960666700702,4.71598557089981,3.9421942373963,3.36015336898532,3.94285831338013,4.49906976111466,NA,"dog","spleen","GSE125483"
"401","ENSCAFG00000005312","-","PGS1","chr9",2812325,2812455,2816733,2816882,0.000834068561703,0.0176113097454,"0.502,0.481,0.451","0.43,0.305,0.338","MXE","9","PGS1",3.88677403573708,5.42107034345884,3.99960666700702,4.71598557089981,3.9421942373963,3.36015336898532,3.94285831338013,4.49906976111466,NA,"dog","spleen","GSE125483"
"402","ENSCAFG00000005331","+","CAMK1","chr20",8483390,8483503,NA,NA,1.63197622083e-09,1.2912460504e-06,"0.98,1.0,1.0","0.963,0.943,0.938","SE","20","CAMK1",38.957279,28.520319,36.640556,29.630894,31.831781,19.89271,35.809872,26.014641,NA,"dog","spleen","GSE125483"
"403","ENSCAFG00000005332","+","NKTR","chr23",11772837,11772918,NA,NA,0.000543969332112,0.00477649783402,"1.0,1.0,1.0","0.964,1.0,0.016","RI","23","NKTR",17.1706056125842,24.0316488118687,33.6534689511784,41.6792933680556,28.746751280303,13.4646469539141,26.5236086146885,26.3918630446128,NA,"dog","spleen","GSE125483"
"404","ENSCAFG00000005344","-","OGG1","chr20",8487935,8488117,NA,NA,0.00101843987987,0.0312852334556,"1.0,0.914,1.0","1.0,1.0,0.793","SE","20","OGG1",5.92689311178707,5.20052322281369,2.53721859467681,3.65836497642586,4.23781228593156,4.77364506007605,4.23397466413181,4.5441777531052,NA,"dog","spleen","GSE125483"
"405","ENSCAFG00000005378","-","HGSNAT","chr16",22669116,22669232,NA,NA,8.07400575873e-05,0.00510241697392,"1.0,1.0,1.0","1.0,1.0,0.83","SE","16","HGSNAT",7.77776150636943,11.3598282217357,6.78182175995223,13.7706022691083,7.09065694347134,10.6022875828025,7.21674673659767,11.9109060245488,NA,"dog","spleen","GSE125483"
"406","ENSCAFG00000005385","-","FNTA","chr16",22748532,22748659,22750974,22751079,0.000347007942227,0.00970741507418,"0.622,0.622,0.666","0.654,0.637,0.985","MXE","16","FNTA",60.692459,48.038589,59.383942,70.060051,48.582207,50.75425,56.219536,56.2842966666667,NA,"dog","spleen","GSE125483"
"407","ENSCAFG00000005392","+","PITRM1","chr2",32189881,32189996,32190070,32190167,0.000880484150376,0.0183107477461,"0.56,0.667,0.613","0.461,0.499,0.464","MXE","2","PITRM1",11.277304,10.940415,12.054904,17.192186,10.654584,10.670418,11.3289306666667,12.9343396666667,NA,"dog","spleen","GSE125483"
"408","ENSCAFG00000005402","-","RPS3","chr21",23182050,23182238,23184931,23185025,0.000515979098455,0.0127513937739,"0.353,0.414,0.393","0.418,0.477,0.539","MXE","21","RPS3",1815.596436,1194.006226,897.308899,1080.821777,1086.439697,865.728455,1266.448344,1046.85215266667,NA,"dog","spleen","GSE125483"
"409","ENSCAFG00000005411","+","OSBPL10","chr23",12870573,12870765,NA,NA,0.000429296362629,0.0169375350619,"1.0,1.0,1.0","1.0,0.821,0.839","SE","23","OSBPL10",2.96783243249897,4.9675649150595,2.72844908658186,3.91519061961428,5.70439064669676,4.5580324661469,3.8002240552592,4.48026266694023,NA,"dog","spleen","GSE125483"
"410","ENSCAFG00000005412","+","FBL","chr1",113638307,113638409,NA,NA,0.000512631786213,0.0191234733425,"1.0,0.958,1.0","1.0,0.956,0.92","SE","1","FBL",112.909843,86.015434,87.01519,82.992294,83.35778,62.060516,94.4276043333333,77.022748,NA,"dog","spleen","GSE125483"
"411","ENSCAFG00000005425","+","DZANK1","chr24",4780233,4780337,NA,NA,3.75034933359e-05,0.00287979001465,"1.0,0.873,1.0","0.899,0.873,0.699","SE","24","DZANK1",1.46418196613394,2.00987886757991,1.2848805913242,2.71395928348554,1.6474525890411,2.18645904832572,1.46550504883308,2.30343239979706,NA,"dog","spleen","GSE125483"
"412","ENSCAFG00000005433","-","ABCC4","chr22",45786864,45786970,NA,NA,1.66389280896e-05,0.00158665999942,"1.0,1.0,1.0","1.0,0.948,0.839","SE","22","ABCC4",1.93666054440482,3.1395138723043,5.58551381558839,5.96826787264391,2.63736550314145,2.79066887485142,3.38651328771155,3.96615020659988,NA,"dog","spleen","GSE125483"
"413","ENSCAFG00000005437","-","SLCO2B1","chr21",23377900,23378063,NA,NA,0.000259261232224,0.0118591758959,"1.0,0.989,1.0","0.891,0.943,0.942","SE","21","SLCO2B1",18.6215221583392,28.7368231714755,38.6350874098053,29.4462264475721,33.7632711208069,26.7501810811635,30.3399602296505,28.3110769000704,NA,"dog","spleen","GSE125483"
"414","ENSCAFG00000005437","-","SLCO2B1","chr21",23379460,23379598,NA,NA,0.00120594378242,0.0354457873799,"1.0,0.99,1.0","0.902,0.95,0.96","SE","21","SLCO2B1",18.6215221583392,28.7368231714755,38.6350874098053,29.4462264475721,33.7632711208069,26.7501810811635,30.3399602296505,28.3110769000704,NA,"dog","spleen","GSE125483"
"415","ENSCAFG00000005437","-","SLCO2B1","chr21",23377900,23378063,NA,NA,0.00129340157305,0.0374523551444,"1.0,0.981,1.0","1.0,1.0,0.88","SE","21","SLCO2B1",18.6215221583392,28.7368231714755,38.6350874098053,29.4462264475721,33.7632711208069,26.7501810811635,30.3399602296505,28.3110769000704,NA,"dog","spleen","GSE125483"
"416","ENSCAFG00000005437","-","SLCO2B1","chr21",23349360,23349460,23350528,23350649,4.38757614947e-05,0.00213981700529,"0.727,0.828,0.79","0.768,0.861,0.98","MXE","21","SLCO2B1",18.6215221583392,28.7368231714755,38.6350874098053,29.4462264475721,33.7632711208069,26.7501810811635,30.3399602296505,28.3110769000704,NA,"dog","spleen","GSE125483"
"417","ENSCAFG00000005462","+","XRRA1","chr21",23563050,23563166,NA,NA,0.000134064586095,0.00738888857143,"1.0,1.0,1.0","1.0,1.0,0.589","SE","21","XRRA1",1.031177,1.061818,1.004181,1.010063,1.189886,1.087414,1.07508133333333,1.05309833333333,NA,"dog","spleen","GSE125483"
"418","ENSCAFG00000005463","+","SNX5","chr24",5096626,5096731,5098190,5098301,2.61207493923e-06,0.000292263724238,"0.174,0.17,0.213","0.194,0.17,0.003","MXE","24","SNX5",93.3278063497017,85.7172079784305,80.1045879825608,127.206065481872,78.396000788894,49.503443124369,83.9427983737188,87.4755721948905,NA,"dog","spleen","GSE125483"
"419","ENSCAFG00000005465","-","DZIP1","chr22",46247018,46247072,NA,NA,0.00125928918269,0.0366939367716,"1.0,0.946,1.0","1.0,0.888,0.902","SE","22","DZIP1",10.300867392059,11.1776361978737,9.87313596311564,8.68271915144283,7.48813770731178,13.566998117379,9.22071368749547,11.1424511555652,NA,"dog","spleen","GSE125483"
"420","ENSCAFG00000005465","-","DZIP1","chr22",46228499,46228730,NA,NA,3.84945961185e-06,0.000566296131341,"0.01,0.054,0.021","0.031,0.023,0.0","SE","22","DZIP1",10.300867392059,11.1776361978737,9.87313596311564,8.68271915144283,7.48813770731178,13.566998117379,9.22071368749547,11.1424511555652,NA,"dog","spleen","GSE125483"
"421","ENSCAFG00000005485","+","BFSP1","chr24",5485050,5485158,5494153,5494374,0.0011659808855,0.0220815142955,"0.459,0.469,0.314","0.547,0.501,0.985","MXE","24","BFSP1",5.4000358697632,3.93569212386157,2.33119133970856,2.14236980054645,2.86269772495446,4.5287387003643,3.53130831147541,3.53560020825744,NA,"dog","spleen","GSE125483"
"422","ENSCAFG00000005506","+","CYTH1","chr9",2667149,2667152,NA,NA,3.72769681789e-09,2.48018918963e-06,"0.092,0.301,0.088","0.055,0.0,0.01","SE","9","CYTH1",12.8195839594553,18.4323565998143,21.6932504215413,21.0747344682761,19.1871808334881,16.9526569545033,17.9000050714949,18.8199160075312,NA,"dog","spleen","GSE125483"
"423","ENSCAFG00000005526","-","IKBKB","chr16",23381649,23381739,23401702,23401772,0.000407599083141,0.0109922229689,"0.817,0.784,0.869","0.854,0.834,1.0","MXE","16","IKBKB",29.5959210896367,35.0508336167361,29.2408434103633,46.7825028338297,36.6017930062537,28.5571245550923,31.8128525020846,36.7968203352194,NA,"dog","spleen","GSE125483"
"424","ENSCAFG00000005527","+","P4HA3","chr21",24025321,24025384,24029987,24030056,0.000260885603303,0.00798744755446,"0.374,0.839,0.676","0.61,1.0,1.0","MXE","21","P4HA3",1.08317738365123,1.33979221525886,1.14414428991826,1.01603527411444,1.07223217983651,0.795150114441417,1.09985128446867,1.05032586793824,NA,"dog","spleen","GSE125483"
"425","ENSCAFG00000005534","+","MBD5","chr19",50216622,50217321,NA,NA,0.00420021757896,0.0446549447868,"1.0,1.0,1.0","1.0,1.0,0.124","A5SS","19","MBD5",4.56449644134666,5.70915057759074,6.28128827143609,6.82467185165702,4.81057917639839,4.8463717815185,5.21878796306038,5.79339807025542,NA,"dog","spleen","GSE125483"
"426","ENSCAFG00000005544","+","KIF16B","chr24",6471924,6473792,6485159,6485282,0.00116453880671,0.0220815142955,"0.115,0.078,0.075","0.126,0.11,0.004","MXE","24","KIF16B",2.43977367287404,3.15188461684783,5.10209139745844,5.06850396859015,4.06036743534207,1.52831587515985,3.86741083522485,3.24956815353261,NA,"dog","spleen","GSE125483"
"427","ENSCAFG00000005565","+","EPC2","chr19",50462796,50462988,NA,NA,2.74683482832e-05,0.002265171538,"1.0,0.983,1.0","1.0,0.946,0.88","SE","19","EPC2",17.2153,20.292679,22.112146,30.8451,19.489576,15.395467,19.605674,22.1777486666667,NA,"dog","spleen","GSE125483"
"428","ENSCAFG00000005570","-","LMCD1","chr20",9547598,9547854,NA,NA,0.00167077832679,0.04524702638,"1.0,0.972,1.0","0.98,1.0,0.947","SE","20","LMCD1",19.4898221388768,16.31120474532,9.82254906747932,12.4198416922072,25.5344024680017,31.4318744902046,18.2822578914526,20.0543069759106,NA,"dog","spleen","GSE125483"
"429","ENSCAFG00000005570","-","LMCD1","chr20",9527407,9527623,9540266,9540596,0.00365758244712,0.047992706824,"0.498,0.571,0.567","0.511,0.443,0.443","MXE","20","LMCD1",19.4898221388768,16.31120474532,9.82254906747932,12.4198416922072,25.5344024680017,31.4318744902046,18.2822578914526,20.0543069759106,NA,"dog","spleen","GSE125483"
"430","ENSCAFG00000005570","-","LMCD1","chr20",9527407,9527623,9540266,9540596,0.000130121056333,0.00442652556451,"0.434,0.502,0.483","0.456,0.36,0.021","MXE","20","LMCD1",19.4898221388768,16.31120474532,9.82254906747932,12.4198416922072,25.5344024680017,31.4318744902046,18.2822578914526,20.0543069759106,NA,"dog","spleen","GSE125483"
"431","ENSCAFG00000005578","+","TBC1D16","chr9",1728786,1732000,NA,NA,0.00252726134212,0.0182019609022,"1.0,1.0,1.0","1.0,1.0,0.007","RI","9","TBC1D16",0.316800602143511,0.410289960397334,0.49549820141158,0.467310552346099,0.57377850908378,0.433186338125735,0.462025770879624,0.436928950289723,NA,"dog","spleen","GSE125483"
"432","ENSCAFG00000005581","-","PAAF1","chr21",24362262,24362361,24371753,24371843,0.00354404450872,0.0475465629516,"0.703,0.638,0.699","0.701,0.717,1.0","MXE","21","PAAF1",4.49190232621691,4.09838563748932,2.9489598970965,3.93091431127242,2.88999891118702,3.76705941076003,3.44362037816681,3.93211978650726,NA,"dog","spleen","GSE125483"
"433","ENSCAFG00000005619","-","ARHGEF17","chr21",24884486,24885283,NA,NA,1.04378438115e-08,6.11135755163e-06,"0.039,0.042,0.1","0.019,0.052,0.005","SE","21","ARHGEF17",5.04062359331715,11.3771525951735,8.55403140054262,6.59060201228045,6.73372688676282,11.8997581128088,6.77612729354086,9.95583757342092,NA,"dog","spleen","GSE125483"
"434","ENSCAFG00000005626","-","CHD8","chr15",18470494,18471256,NA,NA,0.000922965215366,0.0290531940471,"0.613,1.0,0.782","1.0,1.0,1.0","SE","15","CHD8",13.5921581546018,17.6286226236697,16.4953629065606,20.9892114634546,14.7714327721904,11.4808863301368,14.9529846111176,16.6995734724204,NA,"dog","spleen","GSE125483"
"435","ENSCAFG00000005626","-","CHD8","chr15",18471504,18470494,NA,NA,0.000854002691361,0.0132698879735,"0.602,1.0,0.763","1.0,1.0,1.0","A5SS","15","CHD8",13.5921581546018,17.6286226236697,16.4953629065606,20.9892114634546,14.7714327721904,11.4808863301368,14.9529846111176,16.6995734724204,NA,"dog","spleen","GSE125483"
"436","ENSCAFG00000005654","-","SLC26A11","chr9",1525828,1525956,NA,NA,0.000810124658054,0.0265878916643,"1.0,1.0,1.0","1.0,1.0,0.878","SE","9","SLC26A11",5.983034,5.288432,5.640539,5.779287,6.229709,6.11387480619381,5.951094,5.72719793539794,NA,"dog","spleen","GSE125483"
"437","ENSCAFG00000005677","+","ARAP1","chr21",25492036,25492588,NA,NA,0.00039429088902,0.0161438682183,"1.0,1.0,1.0","1.0,1.0,0.781","SE","21","ARAP1",49.2032327435469,60.0597749047354,78.1254132928505,70.4789417262767,66.3280685288765,49.3994109056639,64.5522381884246,59.9793758455587,NA,"dog","spleen","GSE125483"
"438","ENSCAFG00000005684","-","ENDOV","chr9",1436048,1436220,NA,NA,0.000953201427022,0.0298130040343,"0.911,1.0,1.0","1.0,1.0,0.672","SE","9","ENDOV",6.23828903823123,5.5282422031322,4.06776313956702,3.48095439336711,4.695766,5.13543107508061,5.00060605926608,4.71487589052664,NA,"dog","spleen","GSE125483"
"439","ENSCAFG00000005694","-","NAP1L1","chr15",19168916,19168941,NA,NA,8.94668639067e-05,0.00546793828991,"1.0,1.0,1.0","0.711,1.0,0.853","SE","15","NAP1L1",293.586666082192,241.318935238095,231.933518543379,272.13990805349,233.462699439008,153.437392181996,252.994294688193,222.29874515786,NA,"dog","spleen","GSE125483"
"440","ENSCAFG00000005717","-","NEB","chr19",52735891,52735984,NA,NA,0.000619872031874,0.021972131746,"1.0,1.0,1.0","1.0,1.0,0.896","SE","19","NEB",6.68282694879346,8.82097615955343,8.00340323427542,12.2098162613951,7.24414797085842,6.26792052494396,7.3101260513091,9.09957098196416,NA,"dog","spleen","GSE125483"
"441","ENSCAFG00000005717","-","NEB","chr19",52730835,52730928,NA,NA,0.00055629861185,0.0202809985827,"0.016,0.049,0.045","0.028,0.047,0.007","SE","19","NEB",6.68282694879346,8.82097615955343,8.00340323427542,12.2098162613951,7.24414797085842,6.26792052494396,7.3101260513091,9.09957098196416,NA,"dog","spleen","GSE125483"
"442","ENSCAFG00000005717","-","NEB","chr19",52730835,52730928,NA,NA,0.000367990125664,0.0154783203,"0.092,0.173,0.36","0.08,0.194,0.026","SE","19","NEB",6.68282694879346,8.82097615955343,8.00340323427542,12.2098162613951,7.24414797085842,6.26792052494396,7.3101260513091,9.09957098196416,NA,"dog","spleen","GSE125483"
"443","ENSCAFG00000005742","-","PFDN1","chr2",35485783,35485868,NA,NA,6.98009626376e-06,0.00087325776975,"1.0,0.645,1.0","0.645,1.0,0.0","SE","2","PFDN1",28.2386610867209,15.4860750311653,16.0289288550136,14.4237000162602,24.586429802168,23.1879165596206,22.9513399146342,17.699230535682,NA,"dog","spleen","GSE125483"
"444","ENSCAFG00000005758","+",NA,"chr16",25542038,25542129,NA,NA,3.07627986906e-05,0.00247412343865,"1.0,1.0,0.724","0.369,0.523,0.516","SE","16","ENSCAFG00000005758",0.55355419472856,0.490815633752951,0.348496194335169,0.59469872147915,0.728404750196695,0.714565993312352,0.543485046420141,0.600026782848151,NA,"dog","spleen","GSE125483"
"445","ENSCAFG00000005760","-","PLCB4","chr24",12845150,12845208,NA,NA,0.00042422851806,0.016760175258,"1.0,0.967,1.0","0.92,0.922,0.93","SE","24","PLCB4",15.083443,20.869873,19.635485,19.715902,18.277405,23.7177133787761,17.6654443333333,21.4344961262587,NA,"dog","spleen","GSE125483"
"446","ENSCAFG00000005773","-","CACNB4","chr19",53014567,53014677,NA,NA,0.000530141822364,0.0196703445497,"1.0,1.0,0.836","1.0,1.0,0.611","SE","19","CACNB4",0.59065680608365,0.392654885931559,0.658652224334601,0.713529429657795,0.809398022813688,0.723535304182509,0.686235684410646,0.609906539923954,NA,"dog","spleen","GSE125483"
"447","ENSCAFG00000005775","+","BIRC6","chr17",25827030,25827192,25830305,25830383,4.25386356608e-05,0.00213153004667,"0.327,0.426,0.393","0.357,0.358,0.008","MXE","17","BIRC6",6.277574387857,7.86965090207043,8.85692435943013,12.7812670788896,8.08119490979296,5.66575311051195,7.73856455236003,8.77222369715733,NA,"dog","spleen","GSE125483"
"448","ENSCAFG00000005776","-","ACTN4","chr1",114357216,114357282,NA,NA,8.30924460733e-05,0.00519771657862,"1.0,1.0,1.0","1.0,1.0,0.834","SE","1","ACTN4",62.0910056713572,99.2927900844288,95.7081134276986,92.4768499959267,73.8586390175893,202.920375750602,77.2192527055484,131.563338610319,NA,"dog","spleen","GSE125483"
"449","ENSCAFG00000005799","+","UBAC2","chr22",49360227,49360275,49380682,49380925,0.00181664074304,0.0303379004088,"0.301,0.312,0.382","0.365,0.441,0.531","MXE","22","UBAC2",28.0587991785714,26.0688709746127,24.5259450447504,28.3264234974182,23.2162622594664,20.3956184956971,25.2670021609294,24.930304322576,NA,"dog","spleen","GSE125483"
"450","ENSCAFG00000005807","+","NUMA1","chr21",26067880,26067949,NA,NA,0.000231231526751,0.0108656548084,"1.0,0.991,1.0","0.982,1.0,0.958","SE","21","NUMA1",33.519001586262,64.4928116363636,53.4112045069707,57.2675228284926,44.92396690851,43.8629882049085,43.9513910005809,55.2077742232549,NA,"dog","spleen","GSE125483"
"451","ENSCAFG00000005807","+","NUMA1","chr21",26067853,26067949,NA,NA,3.97171692865e-05,0.0030122283183,"1.0,0.986,1.0","0.975,1.0,0.942","SE","21","NUMA1",33.519001586262,64.4928116363636,53.4112045069707,57.2675228284926,44.92396690851,43.8629882049085,43.9513910005809,55.2077742232549,NA,"dog","spleen","GSE125483"
"452","ENSCAFG00000005820","+","ACSS3","chr15",23452001,23452065,NA,NA,0.000481806742215,0.0182233751658,"1.0,1.0,1.0","0.116,1.0,0.774","SE","15","ACSS3",14.7017253237647,11.9441678884706,13.7350016752941,16.7103357383529,12.9706687764706,9.28512233788235,13.8024652585098,12.6465419882353,NA,"dog","spleen","GSE125483"
"453","ENSCAFG00000005843","+","LTBP1","chr17",26269422,26269473,NA,NA,0.000633729588156,0.011266905012,"1.0,1.0,0.777","1.0,0.538,0.421","A5SS","17","LTBP1",21.9582342186768,24.0346698962237,19.3698193795375,30.3962643088408,23.8335755551815,27.7356246370023,21.7205430511319,27.3888529473556,NA,"dog","spleen","GSE125483"
"454","ENSCAFG00000005855","+","TMCO6","chr2",35800673,35800778,NA,NA,1.12577363995e-05,0.00122516815277,"1.0,1.0,0.975","1.0,1.0,0.852","SE","2","TMCO6",19.008385,19.066317,9.136924,21.957909,17.580807,15.651843,15.2420386666667,18.892023,NA,"dog","spleen","GSE125483"
"455","ENSCAFG00000005855","+","TMCO6","chr2",35800240,35800424,NA,NA,3.7944889304e-05,0.00289325304383,"1.0,1.0,0.973","1.0,1.0,0.708","SE","2","TMCO6",19.008385,19.066317,9.136924,21.957909,17.580807,15.651843,15.2420386666667,18.892023,NA,"dog","spleen","GSE125483"
"456","ENSCAFG00000005865","-","TMTC4","chr22",50537157,50537245,NA,NA,0.000390403082041,0.0160070731467,"0.68,0.691,0.853","1.0,1.0,0.887","SE","22","TMTC4",1.61795758039477,1.81011396185407,1.42687869926813,1.69229910778443,1.8224785852739,1.06718077511643,1.62243828831227,1.52319794825164,NA,"dog","spleen","GSE125483"
"457","ENSCAFG00000005882","+","PCYT2","chr9",380821,381058,NA,NA,0.000395446071983,0.0161509542554,"0.915,0.961,1.0","0.934,0.978,0.826","SE","9","PCYT2",37.0382606342752,36.2355518389226,23.586644103512,20.4265775368365,31.206543155004,30.4829341177713,30.6104826309304,29.0483544978435,NA,"dog","spleen","GSE125483"
"458","ENSCAFG00000005882","+","PCYT2","chr9",377501,377581,NA,NA,0.00265403485903,0.0185975473469,"0.019,0.03,0.019","0.025,0.029,0.001","RI","9","PCYT2",37.0382606342752,36.2355518389226,23.586644103512,20.4265775368365,31.206543155004,30.4829341177713,30.6104826309304,29.0483544978435,NA,"dog","spleen","GSE125483"
"459","ENSCAFG00000005895","+","STIM1","chr21",26587815,26588209,NA,NA,2.2531660242e-06,0.000382129513744,"1.0,1.0,1.0","0.81,1.0,0.757","SE","21","STIM1",17.8183580805293,31.8173922646503,20.8147811784499,26.063979810586,17.0250406982987,31.5690880336484,18.552726652426,29.8168200362949,NA,"dog","spleen","GSE125483"
"460","ENSCAFG00000005919","-","FAM98C","chr1",114600005,114600083,114600940,114601146,0.00212230261827,0.0337060799115,"0.553,0.714,0.517","0.565,0.275,0.274","MXE","1","FAM98C",25.3601501540832,25.9356558674884,17.3099568505393,14.2281226024653,18.062085844376,19.0497758551618,20.2440642829995,19.7378514417052,NA,"dog","spleen","GSE125483"
"461","ENSCAFG00000005924","+","YIF1B","chr1",114686826,114686884,NA,NA,5.70795281041e-08,2.38107958673e-05,"0.972,0.981,0.98","0.916,0.985,0.863","SE","1","YIF1B",37.7181694726368,33.4652710208955,35.0580528716418,17.588388999005,30.1286992557214,31.1188821930348,34.3016405333333,27.3908474043118,NA,"dog","spleen","GSE125483"
"462","ENSCAFG00000005937","-","CATSPERG","chr1",114640229,114640293,NA,NA,0.000397484682419,0.0161602132535,"0.0,0.0,0.345","0.0,0.0,0.273","SE","1","CATSPERG",1.386117,2.56512,2.241235,2.790424,2.38076,2.248921,2.002704,2.53482166666667,NA,"dog","spleen","GSE125483"
"463","ENSCAFG00000005937","-","CATSPERG","chr1",114653376,114653532,NA,NA,8.29819802648e-05,0.00519771657862,"1.0,1.0,0.385","0.738,0.504,0.602","SE","1","CATSPERG",1.386117,2.56512,2.241235,2.790424,2.38076,2.248921,2.002704,2.53482166666667,NA,"dog","spleen","GSE125483"
"464","ENSCAFG00000005951","-","MCM8","chr24",15829256,15829386,NA,NA,0.000715513486552,0.0241878260032,"0.925,0.982,0.914","0.93,0.922,0.822","SE","24","MCM8",10.3568728918593,10.3870816130653,8.78646887678392,11.9734025264322,8.56799855939698,8.44197655437186,9.23711344268007,10.2674868979565,NA,"dog","spleen","GSE125483"
"465","ENSCAFG00000005951","-","MCM8","chr24",15819565,15819651,15834217,15834355,0.000948209764826,0.0190021236871,"0.42,0.486,0.377","0.351,0.23,0.339","MXE","24","MCM8",10.3568728918593,10.3870816130653,8.78646887678392,11.9734025264322,8.56799855939698,8.44197655437186,9.23711344268007,10.2674868979565,NA,"dog","spleen","GSE125483"
"466","ENSCAFG00000005952","+","DUS1L","chr9",260820,261249,NA,NA,0.00764639849564,0.0418918071428,"1.0,1.0,1.0","1.0,1.0,0.62","RI","9","DUS1L",52.6703986861979,43.4641652200521,28.9993207048611,27.9446028046875,37.6957798103299,35.7934735273437,39.7884997337963,35.7340805173611,NA,"dog","spleen","GSE125483"
"467","ENSCAFG00000005955","-","SLC25A15","chr25",474218,474377,NA,NA,0.000121789441259,0.00682091404527,"0.869,0.779,0.824","0.557,0.664,0.607","SE","25","SLC25A15",7.995173,7.559702,9.551659,11.793116,9.120868,4.876783,8.88923333333334,8.07653366666667,NA,"dog","spleen","GSE125483"
"468","ENSCAFG00000005955","-","SLC25A15","chr25",475490,475660,NA,NA,8.72427315235e-06,0.00103402063375,"0.841,0.754,0.777","0.521,0.528,0.514","SE","25","SLC25A15",7.995173,7.559702,9.551659,11.793116,9.120868,4.876783,8.88923333333334,8.07653366666667,NA,"dog","spleen","GSE125483"
"469","ENSCAFG00000005961","+","MRPS31","chr25",539328,539408,NA,NA,2.42822757304e-05,0.00209694283778,"1.0,0.954,1.0","1.0,1.0,0.932","SE","25","MRPS31",67.802872,72.881706,79.828613,55.073029,84.44651,105.639381,77.3593316666667,77.8647053333333,NA,"dog","spleen","GSE125483"
"470","ENSCAFG00000005961","+","MRPS31","chr25",542714,542858,NA,NA,1.86042831993e-05,0.0017290171132,"0.988,1.0,0.974","0.979,1.0,0.962","SE","25","MRPS31",67.802872,72.881706,79.828613,55.073029,84.44651,105.639381,77.3593316666667,77.8647053333333,NA,"dog","spleen","GSE125483"
"471","ENSCAFG00000005961","+","MRPS31","chr25",542714,542858,NA,NA,6.95437260778e-07,0.000160306502435,"1.0,0.965,1.0","1.0,1.0,0.932","SE","25","MRPS31",67.802872,72.881706,79.828613,55.073029,84.44651,105.639381,77.3593316666667,77.8647053333333,NA,"dog","spleen","GSE125483"
