"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474313","FPKM.SRR8474330","FPKM.SRR8474340","FPKM.SRR8474349","FPKM.SRR8474359","..files.liver_mean_female","..files.liver_mean_male","Remark","Organism","Tissue","GEO_accession"
"84","ENSMUSG00000022160","-","Mettl3","chr14",52298639,52298815,NA,NA,4.94194160239e-05,0.00711140862693,"0.867,0.841,0.799","1.0,1.0","SE","14","Mettl3",1.50872377423168,1.7624281249015,1.75798770941686,1.23403996985816,1.75917703152088,1.50173062299711,1.17238824697925,NA,"mus","liver","GSE125483"
"85","ENSMUSG00000022160","-","Mettl3","chr14",52298639,52298736,NA,NA,1.41050838862e-05,0.0031533154952,"0.792,0.728,0.679","1.0,1.0","SE","14","Mettl3",1.50872377423168,1.7624281249015,1.75798770941686,1.23403996985816,1.75917703152088,1.50173062299711,1.17238824697925,NA,"mus","liver","GSE125483"
"86","ENSMUSG00000022338","+","Eny2","chr15",44433853,44433898,NA,NA,0.000920457176936,0.0343987996409,"0.057,0.039,0.084","0.039,0.027","A3SS","15","Eny2",6.8090976560819,6.30154506350859,6.51319500451154,6.8050417548152,6.53518001665799,6.63856149146856,4.34945834038984,NA,"mus","liver","GSE125483"
"87","ENSMUSG00000022378","-","Fam49b","chr15",63956599,63956682,NA,NA,0.000257601585567,0.0237675345272,"0.634,0.75,0.92","1.0,1.0","SE","15","Fam49b",0.70668279766912,0.821911918419208,0.672931514458465,0.848813833158079,0.413226992288819,0.792469516415469,0.362052835582428,NA,"mus","liver","GSE125483"
"88","ENSMUSG00000022378","-","Fam49b","chr15",63957584,63957667,NA,NA,2.26420204807e-09,2.95950076033e-06,"1.0,1.0,1.0","0.42,0.48","SE","15","Fam49b",0.70668279766912,0.821911918419208,0.672931514458465,0.848813833158079,0.413226992288819,0.792469516415469,0.362052835582428,NA,"mus","liver","GSE125483"
"89","ENSMUSG00000022378","-","Fam49b","chr15",63956599,63956682,NA,NA,1.50234724661e-09,2.52050808381e-06,"1.0,1.0,1.0","0.556,0.48","SE","15","Fam49b",0.70668279766912,0.821911918419208,0.672931514458465,0.848813833158079,0.413226992288819,0.792469516415469,0.362052835582428,NA,"mus","liver","GSE125483"
"90","ENSMUSG00000022550","+","Adck5","chr15",76594610,76594673,NA,NA,0.000641578876028,0.0286571897959,"0.136,0.057,0.195","0.052,0.05","RI","15","Adck5",4.67367204211395,5.2222725342692,5.54042099311863,4.03368944921552,6.86826467932838,4.64321134186622,4.13622855748234,NA,"mus","liver","GSE125483"
"91","ENSMUSG00000022556","+","Hsf1","chr15",76500130,76500196,NA,NA,0.000246510552452,0.0230149881858,"0.81,0.806,1.0","0.974,1.0","SE","15","Hsf1",1.64958079659107,1.83358121242429,1.80678879377377,1.29401704704888,1.50330944048458,1.59239301868808,1.10336607808612,NA,"mus","liver","GSE125483"
"92","ENSMUSG00000022556","+","Hsf1","chr15",76500130,76500266,NA,NA,0.000340590660001,0.0178197033313,"0.725,0.622,1.0","0.947,1.0","A3SS","15","Hsf1",1.64958079659107,1.83358121242429,1.80678879377377,1.29401704704888,1.50330944048458,1.59239301868808,1.10336607808612,NA,"mus","liver","GSE125483"
"93","ENSMUSG00000022607","-","Ptk2","chr15",73391758,73391880,73392343,73392447,1.35310371804e-05,0.00773975326719,"0.453,0.524,0.688","0.0,0.0","MXE","15","Ptk2",1.46646058493603,1.71194421248835,1.50722290104211,1.8438800356689,1.57398586156062,1.67409494436443,1.02706958753424,NA,"mus","liver","GSE125483"
"94","ENSMUSG00000022621","-","Rabl2","chr15",89584007,89584278,NA,NA,2.09518794314e-07,5.10463971601e-05,"0.266,0.151,0.469","1.0,1.0","RI","15","Rabl2",0.695291323310811,0.905813026351351,0.750451441216216,0.810272093918919,0.501402123648649,0.80379214786036,0.417284521621622,NA,"mus","liver","GSE125483"
"95","ENSMUSG00000022637","+","Cblb","chr16",52186348,52186480,NA,NA,0.000326555058544,0.0291023641663,"0.231,1.0,0.304","0.759,1.0","SE","16","Cblb",0.734246286396181,0.857096969928401,0.367887397040573,0.513394696515513,0.599704767159905,0.701579317613365,0.322530721400159,NA,"mus","liver","GSE125483"
"96","ENSMUSG00000022827","+","Rabl3","chr16",37563615,37563668,NA,NA,4.72201858807e-05,0.00494112025056,"0.831,0.941,0.759","1.0,1.0","A3SS","16","Rabl3",1.57464353540587,1.78729824336631,1.61871108886795,1.19613493970796,1.4249248926048,1.51935890616005,1.01454532715758,NA,"mus","liver","GSE125483"
"97","ENSMUSG00000022871","+","Fetub","chr16",22921748,22921875,NA,NA,5.73218808964e-05,0.00790063882857,"0.019,0.032,0.017","0.038,0.045","SE","16","Fetub",201.044035795617,198.895231738532,197.287656089704,185.767327965341,177.621237817533,195.235531833163,124.969631302412,NA,"mus","liver","GSE125483"
"98","ENSMUSG00000022906","+","Parp9","chr16",35943402,35943510,NA,NA,0.000279613096009,0.0208171949979,"0.219,0.104,0.15","0.35,0.312","A5SS","16","Parp9",10.5378413234811,11.7836745968801,10.3498734308292,12.7296965816913,10.9019593288177,11.6837375006842,7.08394425321563,NA,"mus","liver","GSE125483"
"99","ENSMUSG00000022967","+","Ifnar1","chr16",91505414,91506526,NA,NA,8.12127273919e-06,0.00112180160577,"1.0,0.789,0.769","1.0,1.0","RI","16","Ifnar1",4.53335976666667,5.45158511077441,5.25137738686869,3.44811370319865,2.84109144006734,4.47768619354658,2.69748960897868,NA,"mus","liver","GSE125483"
"100","ENSMUSG00000022983","-","Scaf4","chr16",90250056,90250053,NA,NA,2.10462826367e-06,0.000447684497801,"0.282,0.742,0.311","0.0,0.0","A5SS","16","Scaf4",2.70003246321673,2.62080022935449,3.36760620861882,3.22545648882077,2.91796106040389,2.848763060464,2.09518908967424,NA,"mus","liver","GSE125483"
"101","ENSMUSG00000023051","+","Tarbp2","chr15",102521120,102521137,NA,NA,0.000124529074244,0.00884915807368,"0.502,1.0,0.617","1.0,1.0","A3SS","15","Tarbp2",1.34165520861728,1.365567511541,1.36493662057595,0.994337471092548,1.38662445372609,1.23385339708361,0.917187024767347,NA,"mus","liver","GSE125483"
"102","ENSMUSG00000023079","-","Gtf2ird1","chr5",134366835,134366895,NA,NA,0.000582338529851,0.0443397079646,"0.198,0.047,0.494","0.67,0.73","SE","5","Gtf2ird1",1.20996010376613,2.18250101066632,2.2042877519094,2.04589380576771,2.02664685343692,1.81278497340005,1.41031153511544,NA,"mus","liver","GSE125483"
"103","ENSMUSG00000023707","+","Ogfod2","chr5",124114387,124114478,NA,NA,0.000775262996752,0.0307286060531,"0.861,0.894,0.905","1.0,0.954","A3SS","5","Ogfod2",3.24969391238938,5.78076271061947,4.1844306460177,3.36749004867257,4.98472960884956,4.13264889056047,3.05638675162242,NA,"mus","liver","GSE125483"
"104","ENSMUSG00000023707","+","Ogfod2","chr5",124114192,124114478,NA,NA,0.00067245291813,0.0295438331244,"0.66,0.718,0.744","1.0,0.864","RI","5","Ogfod2",3.24969391238938,5.78076271061947,4.1844306460177,3.36749004867257,4.98472960884956,4.13264889056047,3.05638675162242,NA,"mus","liver","GSE125483"
"105","ENSMUSG00000023764","-","Sfi1","chr11",3135542,3133207,NA,NA,0.000123357646092,0.00884915807368,"0.648,1.0,0.65","1.0,1.0","A3SS","11","Sfi1",1.71437956237598,1.72896231657627,1.61520032001587,1.63338332080963,1.72481712779468,1.69224173325396,1.11333914927018,NA,"mus","liver","GSE125483"
"106","ENSMUSG00000023942","-","Slc29a1","chr17",45593331,45593432,NA,NA,1.83413682932e-05,0.00359605452099,"0.972,1.0,0.972","0.924,0.874","SE","17","Slc29a1",50.1272116918663,45.5466288011477,37.2755999491018,43.0349550449102,29.6923906981038,46.2362651793081,22.3226635490685,NA,"mus","liver","GSE125483"
"107","ENSMUSG00000023951","-","Vegfa","chr17",46022276,46022348,NA,NA,0.000598788702147,0.0449378028382,"0.686,0.694,0.854","0.569,0.528","SE","17","Vegfa",37.2666398336056,40.330180791832,32.1898449465578,44.618826621937,31.3815643892649,40.7385490824582,21.1904697786076,NA,"mus","liver","GSE125483"
"108","ENSMUSG00000024052","+","Lpin2","chr17",71229307,71229309,NA,NA,0.000107778001544,0.00884915807368,"1.0,1.0,1.0","0.928,0.961","A3SS","17","Lpin2",18.7919144496035,13.4333686744053,16.0976236015695,22.6752301554811,19.1386989814436,18.3001710931633,11.7454408610044,NA,"mus","liver","GSE125483"
"109","ENSMUSG00000024068","+","Spast","chr17",74359253,74359349,NA,NA,6.77330419219e-06,0.00189712993312,"0.867,0.915,0.836","1.0,1.0","SE","17","Spast",4.53374814941596,4.97830065996106,3.78710938027255,4.55827036421155,4.57829514844257,4.69010639119619,2.78846817623837,NA,"mus","liver","GSE125483"
"110","ENSMUSG00000024234","+","Mtpap","chr18",4383184,4383188,NA,NA,0.000259748558039,0.0144574942091,"0.174,0.079,0.198","0.0,0.0","A3SS","18","Mtpap",2.63474242707325,2.59595236382704,2.46750660164569,2.30484493223621,2.21228318618909,2.51184657437883,1.55992992927826,NA,"mus","liver","GSE125483"
"111","ENSMUSG00000024283","+","Wac","chr18",7917561,7917564,NA,NA,7.19332385374e-05,0.00696953155607,"0.49,1.0,0.793","1.0,1.0","A3SS","18","Wac",6.19775922149012,4.35442771312722,4.70344523331644,6.95171527707383,4.46823115391113,5.83463407056372,3.05722546240919,NA,"mus","liver","GSE125483"
"112","ENSMUSG00000024357","-","Sil1","chr18",35493144,35493233,NA,NA,3.146816141e-10,7.05111588165e-07,"1.0,1.0,1.0","0.0,0.0","SE","18","Sil1",12.8207796740396,12.2561285352154,12.8462096661816,13.2152124054133,13.8600011842258,12.7640402048894,8.90207028346913,NA,"mus","liver","GSE125483"
"113","ENSMUSG00000024516","+","Sec11c","chr18",65812814,65814837,NA,NA,0.000944558947291,0.0366872170832,"0.043,0.076,0.025","0.072,0.057","RI","18","Sec11c",2.72725604817861,4.55720091656874,3.75675749192127,3.31517232608696,4.23553999441833,3.53320976361144,2.6640991621132,NA,"mus","liver","GSE125483"
"114","ENSMUSG00000024614","+","Tmx3","chr18",90533220,90534381,NA,NA,8.44677902563e-05,0.0076195772176,"0.472,0.212,1.0","1.0,1.0","A3SS","18","Tmx3",2.21958427796235,2.08942096033424,1.96954682532971,2.59207082090003,2.11023116591161,2.30035868639887,1.35992599708044,NA,"mus","liver","GSE125483"
"115","ENSMUSG00000024663","+","Rab3il1","chr19",10028284,10028503,NA,NA,0.000325074384969,0.0291023641663,"0.675,0.671,0.329","0.855,1.0","SE","19","Rab3il1",0.642734104175394,0.724947350649351,0.518938016198855,0.51999541516548,0.438297316855188,0.629225623330075,0.319078444351348,NA,"mus","liver","GSE125483"
"116","ENSMUSG00000024667","-","Tmem216","chr19",10555712,10555698,NA,NA,0.000916149468358,0.0440047276898,"1.0,1.0,1.0","0.527,0.715","A5SS","19","Tmem216",0.745368731484303,0.799246347759829,0.655854765010668,0.659936789088692,0.561734364218226,0.734850622777608,0.405863043076298,NA,"mus","liver","GSE125483"
"117","ENSMUSG00000024694","+","Keg1","chr19",12709750,12710981,NA,NA,0.000978878734096,0.0372387390198,"1.0,1.0,1.0","0.201,1.0","RI","19","Keg1",7.26961487605932,16.221405919315,19.7879020120056,5.71666325829802,47.3134250381356,9.73589468455745,22.3671090167137,NA,"mus","liver","GSE125483"
"118","ENSMUSG00000024750","+","Zfand5","chr19",21277654,21277758,NA,NA,0.000463095665776,0.0384580636779,"0.938,0.974,0.916","1.0,0.974","SE","19","Zfand5",4.36134164552135,5.43663557492326,3.67633533271324,4.49546634685146,1.80718824369826,4.76448118909869,1.82784119213717,NA,"mus","liver","GSE125483"
"119","ENSMUSG00000024807","+","Syvn1","chr19",6050685,6050940,NA,NA,1.10795991159e-07,2.96933256306e-05,"0.03,0.039,0.035","0.186,0.058","RI","19","Syvn1",12.4457329950607,28.6698350979625,14.2633018514098,12.6577863288743,25.1663695663717,17.9244514739658,13.1432238059272,NA,"mus","liver","GSE125483"
"120","ENSMUSG00000024807","+","Syvn1","chr19",6049897,6049991,NA,NA,2.11783121123e-05,0.00227031505844,"0.018,0.004,0.003","0.094,0.006","RI","19","Syvn1",12.4457329950607,28.6698350979625,14.2633018514098,12.6577863288743,25.1663695663717,17.9244514739658,13.1432238059272,NA,"mus","liver","GSE125483"
"121","ENSMUSG00000024887","-","Asah2","chr19",32061460,32061405,NA,NA,0.000153524998022,0.0100405348706,"0.53,0.458,0.311","0.086,0.0","A3SS","19","Asah2",2.04267323534972,1.69028673174085,1.8812826859426,1.83395466678123,1.58745583828837,1.8556382112906,1.15624617474366,NA,"mus","liver","GSE125483"
"122","ENSMUSG00000024910","-","Ctsw","chr19",5466735,5467022,NA,NA,8.37165377443e-06,0.00112180160577,"0.331,1.0,0.214","1.0,1.0","RI","19","Ctsw",0.281233215156333,0.285636031796502,0.179372891891892,0.366343181770005,0.184357225225225,0.31107080957428,0.121243372372372,NA,"mus","liver","GSE125483"
"123","ENSMUSG00000025006","-","Sorbs1","chr19",40369689,40369719,NA,NA,1.58327992317e-05,0.003342643841,"0.468,0.54,0.905","1.0,1.0","SE","19","Sorbs1",0.786149701083729,0.983463383981591,1.67520808617874,1.1018130097981,1.34789079416568,0.95714203162114,1.00769962678147,NA,"mus","liver","GSE125483"
"124","ENSMUSG00000025014","+","Dntt","chr19",41058566,41058626,NA,NA,0.000143960764796,0.0156807263599,"0.171,0.256,0.213","0.73,1.0","SE","19","Dntt",1.14369910122164,1.05275198516579,0.309827079406632,0.391746079406632,0.0811453795811518,0.862732388598021,0.130324152995928,NA,"mus","liver","GSE125483"
"125","ENSMUSG00000025041","-","Nt5c2","chr19",46909489,46909548,46924261,46924335,1.13707135162e-05,0.00773975326719,"0.839,0.859,0.552","0.962,1.0","MXE","19","Nt5c2",1.48005503334239,1.52685245655522,1.48363285820422,0.943369952885748,1.38290931186011,1.31675914759445,0.95551405668811,NA,"mus","liver","GSE125483"
"126","ENSMUSG00000025041","-","Nt5c2","chr19",46909489,46909548,NA,NA,0.000557708736391,0.0433052551005,"0.222,0.146,0.393","0.12,0.0","SE","19","Nt5c2",1.48005503334239,1.52685245655522,1.48363285820422,0.943369952885748,1.38290931186011,1.31675914759445,0.95551405668811,NA,"mus","liver","GSE125483"
"127","ENSMUSG00000025127","+","Gcgr","chr11",120536813,120536894,NA,NA,0.000131948137787,0.0086249026651,"0.042,0.04,0.024","0.075,0.057","RI","11","Gcgr",75.9468365841282,78.4676142155666,84.1569321007249,63.5016498851583,91.953829531095,72.6387002282844,58.7035872106066,NA,"mus","liver","GSE125483"
"128","ENSMUSG00000025137","-","Pcyt2","chr11",120612083,120612462,NA,NA,0.00136569794566,0.0457508811796,"0.517,0.453,0.537","0.426,0.413","RI","11","Pcyt2",116.420947396917,114.977839577543,99.0689984256788,100.375975223424,99.0194519392545,110.591587399295,66.0294834549778,NA,"mus","liver","GSE125483"
"129","ENSMUSG00000025155","-","Dus1l","chr11",120795011,120794978,NA,NA,2.35410121141e-06,0.000497097652754,"0.923,0.905,0.91","1.0,0.971","A3SS","11","Dus1l",10.4723431785524,12.9559366708356,13.765909699042,12.0739506577967,13.8981507331027,11.8340768357282,9.22135347738157,NA,"mus","liver","GSE125483"
"130","ENSMUSG00000025188","-","Hps1","chr19",42766709,42766685,NA,NA,0.000686042403044,0.0358395904434,"0.428,0.692,0.111","0.157,0.0","A5SS","19","Hps1",0.963108944662681,0.91161646558497,1.2243496734415,0.862969602561913,1.2802871530316,0.912565004269855,0.8348789421577,NA,"mus","liver","GSE125483"
"131","ENSMUSG00000025220","-","Oga","chr19",45777017,45778586,NA,NA,0.000462834437357,0.0234037036248,"0.057,0.041,0.115","0.029,0.031","RI","19","Oga",6.14379299196927,6.0219533547486,8.13938522963222,5.95649673405493,7.28898921787709,6.04074769359093,5.1427914825031,NA,"mus","liver","GSE125483"
"132","ENSMUSG00000025237","+","Parp6","chr9",59641096,59641740,NA,NA,3.58880886409e-06,0.000565765162104,"1.0,1.0,1.0","0.09,0.166","RI","9","Parp6",1.78074224629653,1.62694699433209,1.30330608463223,1.54516940873374,1.54182141156769,1.65095288312079,0.94837583206664,NA,"mus","liver","GSE125483"
"133","ENSMUSG00000025290","+","Rps24","chr14",24495429,24495449,NA,NA,1.65106571859e-07,0.000123318884743,"0.043,0.013,0.012","0.009,0.0","SE","14","Rps24",18.5966053922634,17.7343624085678,19.1833047242647,22.9143384462916,19.6605162432864,19.7484354157076,12.947940322517,NA,"mus","liver","GSE125483"
"134","ENSMUSG00000025731","+","Mettl26","chr17",25876739,25876949,NA,NA,1.63107869711e-06,0.000336253146789,"0.061,0.062,0.063","0.034,0.03","RI","17","Mettl26",36.1660371608154,33.2400061200453,38.3071165005663,36.818562790487,42.7083165402039,35.4082020237826,27.0051443469234,NA,"mus","liver","GSE125483"
"135","ENSMUSG00000025856","-","Pdgfa","chr5",138978621,138978690,NA,NA,6.6752520621e-05,0.00887299394865,"0.485,0.559,0.524","1.0,0.802","SE","5","Pdgfa",0.887117874959923,0.848245361013145,1.0116488579673,0.839193822378968,1.15321546873998,0.858185686117345,0.72162144223576,NA,"mus","liver","GSE125483"
"136","ENSMUSG00000025860","+","Xiap","chrX",42066680,42066802,NA,NA,0.000117080945542,0.0133073523973,"1.0,1.0,1.0","0.758,0.676","SE","X","Xiap",9.03431906727215,9.93664956753617,10.9398736819094,10.5289495269828,10.8937925606717,9.83330605393037,7.27788874752703,NA,"mus","liver","GSE125483"
"137","ENSMUSG00000025872","-","Thoc3","chr13",54466455,54466384,NA,NA,3.23329013124e-05,0.00402775570634,"0.012,0.016,0.0","0.118,0.05","A3SS","13","Thoc3",6.64690049299835,7.17513458278418,6.78084438673806,6.20824660584843,6.32113568121911,6.67676056054365,4.36732668931906,NA,"mus","liver","GSE125483"
"138","ENSMUSG00000025920","-","Stau2","chr1",16486019,16486150,NA,NA,0.000246387055141,0.0230149881858,"0.552,0.174,0.413","0.678,1.0","SE","1","Stau2",0.597045359863643,0.700038802134282,0.631756014673188,0.646766377945754,0.580229284126278,0.647950179981226,0.403995099599822,NA,"mus","liver","GSE125483"
"139","ENSMUSG00000025934","+","Gsta3","chr1",21254683,21254823,NA,NA,8.00177665239e-08,6.97265926626e-05,"0.915,0.933,0.992","1.0,1.0","SE","1","Gsta3",241.901634575737,233.850710328729,305.041641662293,265.652588782459,251.198325458103,247.134977895642,185.413322373465,NA,"mus","liver","GSE125483"
"140","ENSMUSG00000026082","-","Rev1","chr1",38079398,38079395,NA,NA,0.000588468685394,0.0262562948878,"0.49,1.0,1.0","0.793,0.49","A3SS","1","Rev1",1.6177545633917,1.46793990531777,1.71878240645266,2.22346423946174,1.62884034743839,1.7697195693904,1.11587425129702,NA,"mus","liver","GSE125483"
"141","ENSMUSG00000026082","-","Rev1","chr1",38081158,38081358,NA,NA,5.47333646588e-05,0.00766511450601,"0.797,1.0,1.0","0.807,0.478","SE","1","Rev1",1.6177545633917,1.46793990531777,1.71878240645266,2.22346423946174,1.62884034743839,1.7697195693904,1.11587425129702,NA,"mus","liver","GSE125483"
"142","ENSMUSG00000026189","-","Pecr","chr1",72276165,72276331,NA,NA,3.92449805986e-09,4.39683943349e-06,"0.927,0.956,0.942","0.974,1.0","SE","1","Pecr",119.197495973615,109.419491372032,94.5688167757256,91.1624438575198,99.7087372532982,106.593143734389,64.7591846763413,NA,"mus","liver","GSE125483"
"143","ENSMUSG00000026201","+","Stk16","chr1",75213112,75213228,NA,NA,0.000486189854904,0.0397181660113,"0.916,0.948,0.929","1.0,0.972","SE","1","Stk16",6.32587013789287,6.62143453784861,6.4350256602479,5.65347039818504,7.71848117950421,6.20025835797551,4.7178356132507,NA,"mus","liver","GSE125483"
"144","ENSMUSG00000026289","+","Atg16l1","chr1",87785996,87786240,NA,NA,0.00100044373486,0.0372387390198,"0.115,0.218,0.188","0.052,0.095","RI","1","Atg16l1",2.60255887079352,2.8960954833818,2.84266914094308,2.45403824293727,2.72699034711259,2.65089753237086,1.85655316268522,NA,"mus","liver","GSE125483"
"145","ENSMUSG00000026335","-","Pam","chr1",97864202,97864520,NA,NA,0.000216912523902,0.0212393209642,"0.184,0.18,0.215","0.084,0.063","SE","1","Pam",1.79707294786411,1.77099985216953,1.1575509915069,1.55363872561386,1.09728529877228,1.70723717521583,0.751612096759727,NA,"mus","liver","GSE125483"
"146","ENSMUSG00000026648","+","Dclre1c","chr2",3452847,3453198,NA,NA,2.95427851627e-07,0.000178222532799,"1.0,1.0,1.0","0.654,0.678","SE","2","Dclre1c",0.575262552168313,0.813440602404465,0.470571316552168,0.826974693430657,0.647965905109489,0.738559282667812,0.372845740553886,NA,"mus","liver","GSE125483"
"147","ENSMUSG00000026743","+","Mllt10","chr2",18082510,18082725,NA,NA,9.39508996323e-06,0.00225833056592,"0.453,0.528,0.498","1.0,1.0","SE","2","Mllt10",2.21845432554596,2.76498449145082,2.5209686915524,3.25836452513966,2.29836998493313,2.74726778071215,1.60644622549518,NA,"mus","liver","GSE125483"
"148","ENSMUSG00000026761","-","Orc4","chr2",48910294,48910242,NA,NA,0.00117922346976,0.0385606074612,"1.0,0.839,0.897","1.0,1.0","A3SS","2","Orc4",2.24346706395817,1.94823452091714,1.95960376280504,1.95325312577098,2.03944620930544,2.0483182368821,1.33301665737016,NA,"mus","liver","GSE125483"
"149","ENSMUSG00000026867","-","Gapvd1","chr2",34699825,34699906,NA,NA,0.000108757370209,0.0124515281148,"0.8,0.937,0.9","1.0,1.0","SE","2","Gapvd1",2.66265328978761,2.91116783241199,2.48901554087867,2.63246595621181,2.33400558030259,2.73542902613714,1.60767370706042,NA,"mus","liver","GSE125483"
"150","ENSMUSG00000026933","-","Camsap1","chr2",25935564,25935561,NA,NA,0.000237273819846,0.0137935180604,"0.683,1.0,0.762","1.0,1.0","A3SS","2","Camsap1",1.15063396809273,1.23667314340344,1.43130916037285,1.15269042208413,1.13987342136711,1.1799991778601,0.857060860579987,NA,"mus","liver","GSE125483"
"151","ENSMUSG00000026950","-","Neb","chr2",52150966,52151059,NA,NA,1.58185800319e-05,0.003342643841,"0.067,0.366,1.0","1.0,1.0","SE","2","Neb",0.272366396363636,0.328989926822868,0.989737446860356,0.426984361911902,0.456731006485473,0.342780228366135,0.482156151115276,NA,"mus","liver","GSE125483"
"152","ENSMUSG00000026950","-","Neb","chr2",52151363,52151456,NA,NA,8.66686831191e-08,7.15472786696e-05,"0.067,0.126,1.0","1.0,1.0","SE","2","Neb",0.272366396363636,0.328989926822868,0.989737446860356,0.426984361911902,0.456731006485473,0.342780228366135,0.482156151115276,NA,"mus","liver","GSE125483"
"153","ENSMUSG00000026950","-","Neb","chr2",52150536,52150629,NA,NA,5.77730368762e-05,0.00790063882857,"0.52,0.614,1.0","1.0,1.0","SE","2","Neb",0.272366396363636,0.328989926822868,0.989737446860356,0.426984361911902,0.456731006485473,0.342780228366135,0.482156151115276,NA,"mus","liver","GSE125483"
"154","ENSMUSG00000027012","+","Dync1i2","chr2",71262647,71262650,NA,NA,0.000128542816055,0.00884915807368,"0.903,0.975,0.927","1.0,0.956","A3SS","2","Dync1i2",4.28266233804348,4.51812211666667,5.75813736135266,4.48420826823672,4.49308413864734,4.42833090764896,3.41707383333333,NA,"mus","liver","GSE125483"
"155","ENSMUSG00000027104","-","Atf2","chr2",73846196,73846375,NA,NA,0.000169791203198,0.0175208883037,"1.0,0.911,0.921","0.801,0.689","SE","2","Atf2",1.33958377281055,3.1189779548064,3.01058398497618,2.56033536411384,2.3641997846586,2.33963236391026,1.79159458987826,NA,"mus","liver","GSE125483"
"156","ENSMUSG00000027303","+","Ptpra","chr2",130509829,130509856,NA,NA,9.39094038586e-05,0.0113305307656,"0.023,0.057,0.012","0.108,0.153","SE","2","Ptpra",3.09904610011062,3.09637765652655,3.42466070621313,3.08545819174041,3.15729799336283,3.09362731612586,2.19398623319199,NA,"mus","liver","GSE125483"
"157","ENSMUSG00000027330","+","Cdc25b","chr2",131192688,131193067,NA,NA,2.57907432388e-06,0.000460794612533,"0.0,1.0,0.441","1.0,1.0","RI","2","Cdc25b",0.180595542918455,0.245370154774678,0.278591502950644,0.295848631437768,0.244571798819742,0.240604776376967,0.174387767256795,NA,"mus","liver","GSE125483"
"158","ENSMUSG00000027346","-","Gpcpd1","chr2",132558606,132558682,NA,NA,0.000307600736107,0.0277282617577,"0.79,0.864,0.775","0.902,0.926","SE","2","Gpcpd1",10.5217133045685,7.64171409891618,13.6319520463712,9.18798402922211,12.7781300828646,9.1171371442356,8.80336070974527,NA,"mus","liver","GSE125483"
"159","ENSMUSG00000027360","-","Hdc","chr2",126604375,126606359,NA,NA,1.95505201461e-06,0.000374252814225,"0.209,1.0,0.257","1.0,1.0","RI","2","Hdc",0.823359399123494,0.82985638221944,1.35435465644076,1.48675912208483,1.18932134872437,1.04665830114259,0.84789200172171,NA,"mus","liver","GSE125483"
"160","ENSMUSG00000027361","-","Gabpb1","chr2",126662990,126663088,NA,NA,6.29086597863e-05,0.00843352417733,"0.0,0.0,0.259","0.704,1.0","SE","2","Gabpb1",0.995720532249742,1.00458186906605,1.09709916395769,0.955129163828689,1.01494500580495,0.98514385504816,0.704014723254213,NA,"mus","liver","GSE125483"
"161","ENSMUSG00000027365","-","Trpm7","chr2",126805087,126805084,NA,NA,0.000267132143326,0.0145587018113,"0.533,0.783,0.793","0.928,0.95","A3SS","2","Trpm7",2.66464432372956,3.98948883137428,2.87746674441007,5.2412005341582,2.87309393610252,3.96511122975401,1.91685356017086,NA,"mus","liver","GSE125483"
"162","ENSMUSG00000027513","+","Pck1","chr2",173153855,173153934,NA,NA,1.22124532709e-14,3.19477777567e-11,"0.025,0.078,0.021","0.015,0.013","A3SS","2","Pck1",899.099614118985,558.419869996792,428.752028701954,537.009038121318,551.477293989793,664.842840745698,326.743107563916,NA,"mus","liver","GSE125483"
"163","ENSMUSG00000027522","+","Stx16","chr2",174084645,174084657,NA,NA,4.23407088579e-06,0.00138357087174,"1.0,0.0,0.097","1.0,1.0","SE","2","Stx16",8.90427358329127,9.65040135714286,9.16088721479051,8.99716065371025,9.91547114512872,9.18394519804813,6.35878611997308,NA,"mus","liver","GSE125483"
"164","ENSMUSG00000027615","-","Hps3","chr3",20002417,20002413,NA,NA,0.00116155508965,0.0384636470193,"0.0,0.387,0.221","0.0,0.0","A3SS","3","Hps3",0.979767233439525,1.15377784071185,1.07496459321103,0.82053519125563,0.963868477315171,0.984693421802335,0.679611023508734,NA,"mus","liver","GSE125483"
"165","ENSMUSG00000027634","-","Ndrg3","chr2",156929931,156929970,NA,NA,7.06690133853e-05,0.00916068987561,"0.097,0.057,0.134","0.0,0.0","SE","2","Ndrg3",2.27797257272294,2.49990480865522,2.27595599845017,2.3069358916309,2.38649736075346,2.36160442433635,1.55415111973454,NA,"mus","liver","GSE125483"
"166","ENSMUSG00000027677","+","Ttc14","chr3",33800436,33800581,NA,NA,6.68892718991e-11,5.97544162299e-08,"0.397,0.247,0.062","1.0,1.0","RI","3","Ttc14",1.38454708407038,2.34341559961959,2.14341598506895,3.09067165354256,1.02230120580124,2.27287811241084,1.0552390636234,NA,"mus","liver","GSE125483"
"167","ENSMUSG00000027763","+","Mbnl1","chr3",60500980,60501094,NA,NA,5.82133795453e-05,0.00790063882857,"0.113,1.0,0.277","1.0,1.0","SE","3","Mbnl1",0.973515305657958,0.732599269754768,1.9042529457178,1.66926099284073,1.85437835614682,1.12512518941782,1.25287710062154,NA,"mus","liver","GSE125483"
