"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474303","FPKM.SRR8474304","FPKM.SRR8474305","FPKM.SRR8474306","FPKM.SRR8474307","FPKM.SRR8474308","..files.spleen_mean_female","..files.spleen_mean_male","Remark","Organism","Tissue","GEO_accession"
"78","ENSMUSG00000020284","+","1810043G02Rik","chr10",77979771,77980500,NA,NA,0.000394406025797,0.0278056248187,"1.0,0.778,0.536","0.494,0.325,0.204","RI","10","1810043G02Rik",1.21556862441527,1.33559219118757,1.34935523962577,1.42698010713747,1.19791984548061,1.17381954051607,1.23577719239475,1.3306346570595,NA,"mus","spleen","GSE125483"
"79","ENSMUSG00000020300","+","Cpeb4","chr11",31908824,31908875,NA,NA,0.000264849178664,0.0333975182584,"0.744,1.0,0.903","0.588,0.732,0.66","SE","11","Cpeb4",11.3803573265819,6.73973933867169,13.0947056319673,6.4085359373528,6.34991484958392,10.1591162727273,7.74959015366097,10.2945329653007,NA,"mus","spleen","GSE125483"
"80","ENSMUSG00000020346","+","Mgat1","chr11",49251549,49251674,NA,NA,1.36680111673e-10,4.92908564324e-07,"0.946,0.843,0.917","1.0,1.0,1.0","SE","11","Mgat1",4.12717569089373,4.10847450390873,3.37046276949081,4.3697125258821,6.94389349440101,5.31231040080287,5.4548927997042,3.95578366208888,NA,"mus","spleen","GSE125483"
"81","ENSMUSG00000020366","+","Mapk9","chr11",49869171,49869211,NA,NA,0.000108578792266,0.00819091264157,"0.961,0.924,0.915","0.971,1.0,1.0","A3SS","11","Mapk9",5.06347112824292,4.61910001252948,6.08265061217571,5.61915255748821,4.7198450104658,5.6337633957842,4.99090280625983,5.58842476596895,NA,"mus","spleen","GSE125483"
"82","ENSMUSG00000020454","+","Eif4enif1","chr11",3234461,3234584,NA,NA,0.000320758747637,0.0187333455676,"0.957,0.911,0.961","1.0,0.978,1.0","A3SS","11","Eif4enif1",13.6716651514914,15.6202146492936,15.7468525850863,13.7022784464678,13.2892624615385,13.7595386651491,14.2230052586604,14.3735987276818,NA,"mus","spleen","GSE125483"
"83","ENSMUSG00000020460","-","Rps27a","chr11",29547260,29546788,NA,NA,7.23502369127e-11,4.36633679768e-08,"0.689,0.684,0.797","0.637,1.0,1.0","A3SS","11","Rps27a",185.764394014199,186.874444104462,145.547472562373,165.558213423935,167.430736700811,170.153547497972,174.819576101082,165.623360000169,NA,"mus","spleen","GSE125483"
"84","ENSMUSG00000020460","-","Rps27a","chr11",29547205,29547260,NA,NA,0,0,"0.891,0.89,0.934","0.869,1.0,1.0","SE","11","Rps27a",185.764394014199,186.874444104462,145.547472562373,165.558213423935,167.430736700811,170.153547497972,174.819576101082,165.623360000169,NA,"mus","spleen","GSE125483"
"85","ENSMUSG00000020460","-","Rps27a","chr11",29546290,29546422,NA,NA,5.50280847667e-07,0.000506201454249,"1.0,0.947,1.0","1.0,1.0,1.0","SE","11","Rps27a",185.764394014199,186.874444104462,145.547472562373,165.558213423935,167.430736700811,170.153547497972,174.819576101082,165.623360000169,NA,"mus","spleen","GSE125483"
"86","ENSMUSG00000020463","+","Ppp4r3b","chr11",29209434,29209486,NA,NA,5.35436428528e-08,3.65346123066e-05,"1.0,1.0,1.0","0.914,0.865,1.0","A5SS","11","Ppp4r3b",27.0337353888304,23.483236342817,11.642422871268,29.179944027046,26.7243572093432,29.3023739014752,26.5033224845451,22.6187007623815,NA,"mus","spleen","GSE125483"
"87","ENSMUSG00000020486","+","Sept4","chr11",87588967,87589085,NA,NA,8.16837229367e-06,0.00330000899447,"0.891,0.947,0.901","0.971,0.98,1.0","SE","11","Sept4",7.40612749452708,6.98240028908223,7.16599692702779,7.22530970109458,7.74007166488914,7.46635322200393,7.39627505865843,7.26581137421648,NA,"mus","spleen","GSE125483"
"88","ENSMUSG00000020486","+","Sept4","chr11",87588852,87589085,NA,NA,6.83608410457e-06,0.00161897351002,"0.787,0.89,0.811","0.941,0.958,1.0","A5SS","11","Sept4",7.40612749452708,6.98240028908223,7.16599692702779,7.22530970109458,7.74007166488914,7.46635322200393,7.39627505865843,7.26581137421648,NA,"mus","spleen","GSE125483"
"89","ENSMUSG00000020696","-","Rffl","chr11",82834080,82834279,NA,NA,1.19480217524e-05,0.00436626542861,"1.0,1.0,1.0","1.0,0.568,0.0","SE","11","Rffl",8.13374050911854,7.32700311803445,12.0159562602161,7.23289884566025,6.46236951941912,8.09724659202972,7.2955397431611,9.12753187166496,NA,"mus","spleen","GSE125483"
"90","ENSMUSG00000020774","-","Aspa","chr11",73323078,73323231,NA,NA,0.000192346840724,0.0293213524,"0.0,0.137,0.0","0.346,0.096,0.202","SE","11","Aspa",0.194392888646288,0.143400469096406,0.348559798286866,0.278839613705072,0.235918894692644,0.318564616224387,0.232627993337812,0.273930766879409,NA,"mus","spleen","GSE125483"
"91","ENSMUSG00000020883","-","Fbxl20","chr11",98095193,98096928,NA,NA,0.000696086538623,0.0372286283243,"0.365,0.283,0.278","0.399,0.539,0.544","RI","11","Fbxl20",6.96067549430035,6.86251068726251,5.67216882991905,8.03330145423757,8.43714395085082,8.89474243870808,8.06479902560714,6.88871525948566,NA,"mus","spleen","GSE125483"
"92","ENSMUSG00000021068","-","Nin","chr12",70111435,70111071,NA,NA,0.000159009409395,0.0171311716332,"0.039,0.075,0.024","0.12,0.395,0.179","A5SS","12","Nin",5.43362274783887,4.61167434725081,4.4363079046751,6.18620920147016,5.04397021481917,6.03861306445163,5.23141920884054,5.35204661799471,NA,"mus","spleen","GSE125483"
"93","ENSMUSG00000021115","+","Vrk1","chr12",106070615,106071569,NA,NA,1.62221570721e-06,0.000632173482484,"0.793,1.0,1.0","0.653,0.418,0.712","RI","12","Vrk1",13.0119684810621,12.3096015849278,16.150707795002,12.1391881749317,11.2152899433815,10.1543598721203,11.2264171334765,13.7672881503319,NA,"mus","spleen","GSE125483"
"94","ENSMUSG00000021115","+","Vrk1","chr12",106071569,106071641,NA,NA,0.000409562808747,0.0453611707584,"0.025,0.016,0.019","0.028,0.094,0.041","SE","12","Vrk1",13.0119684810621,12.3096015849278,16.150707795002,12.1391881749317,11.2152899433815,10.1543598721203,11.2264171334765,13.7672881503319,NA,"mus","spleen","GSE125483"
"95","ENSMUSG00000021179","-","Nrde2","chr12",100151225,100151210,NA,NA,0.000850759283331,0.041026943024,"0.964,0.652,0.756","0.52,0.366,0.541","A5SS","12","Nrde2",6.36301958627264,6.09597967588179,6.28531272187798,7.10400453813155,8.01496877407054,7.48116388846521,7.19737077947251,6.58411228209406,NA,"mus","spleen","GSE125483"
"96","ENSMUSG00000021493","-","Pdlim7","chr13",55508207,55508326,NA,NA,0.000440930394101,0.0472329400323,"0.962,0.862,0.926","0.953,1.0,1.0","SE","13","Pdlim7",5.09640653990513,7.4721395425861,4.91836189338008,6.0071143487317,5.56770459847391,6.45036637306661,6.49673683804221,5.34062759400564,NA,"mus","spleen","GSE125483"
"97","ENSMUSG00000021572","-","Cep72","chr13",74049034,74050299,NA,NA,1.70682517975e-06,0.000632173482484,"1.0,0.905,1.0","0.669,0.764,0.618","RI","13","Cep72",1.79260836194669,1.54859823709954,2.04183100929323,1.89302484825141,1.73384565871851,1.97392521325507,1.75212303635771,1.90915473983044,NA,"mus","spleen","GSE125483"
"98","ENSMUSG00000021572","-","Cep72","chr13",74050299,74050059,NA,NA,7.92160968499e-06,0.00162155350252,"1.0,0.913,1.0","0.702,0.795,0.695","A5SS","13","Cep72",1.79260836194669,1.54859823709954,2.04183100929323,1.89302484825141,1.73384565871851,1.97392521325507,1.75212303635771,1.90915473983044,NA,"mus","spleen","GSE125483"
"99","ENSMUSG00000021608","+","Lpcat1","chr13",73511299,73511398,NA,NA,0.000215319976327,0.0308045639351,"1.0,1.0,1.0","0.984,0.89,1.0","SE","13","Lpcat1",12.2373805764249,10.5357231988342,14.7917633400259,12.1023531981865,9.43253477828152,10.5780541489637,10.1821040420265,13.0438323715458,NA,"mus","spleen","GSE125483"
"100","ENSMUSG00000021694","+","Ercc8","chr13",108166389,108166491,NA,NA,0.000425761437577,0.0459839589888,"0.376,0.309,0.235","0.627,0.755,0.506","SE","13","Ercc8",1.35923219524618,1.23369728065822,1.38584157542118,1.40795490035262,1.24516364542249,1.21356280501502,1.23080791036524,1.38434289033999,NA,"mus","spleen","GSE125483"
"101","ENSMUSG00000021809","+","Nudt13","chr14",20310621,20310733,NA,NA,0.000359351675047,0.0420457220843,"0.948,1.0,1.0","0.839,0.845,0.963","SE","14","Nudt13",1.85452682039327,2.61863885870667,2.63801076545713,3.24842457814717,3.3266769333063,3.02071682789378,2.98867753996892,2.58032072133252,NA,"mus","spleen","GSE125483"
"102","ENSMUSG00000021891","-","Mettl6","chr14",31482790,31482932,NA,NA,0.000196340313461,0.0294256772034,"0.912,0.898,1.0","0.971,0.986,1.0","SE","14","Mettl6",3.39446425606295,4.36417233423633,3.51894622626419,3.86053565763674,3.79114879218266,3.65643895755934,3.93725336132611,3.59131537998796,NA,"mus","spleen","GSE125483"
"103","ENSMUSG00000021906","+","Oxnad1","chr14",32100954,32100985,NA,NA,0.000180364955881,0.0125596443316,"0.088,0.142,0.134","0.037,0.0,0.055","A3SS","14","Oxnad1",1.89059793119651,1.86636376506125,1.88285322570901,1.83691485433798,1.14306909061923,1.62281339788555,1.54408208452201,1.87012200374783,NA,"mus","spleen","GSE125483"
"104","ENSMUSG00000021916","+","Glt8d1","chr14",31004694,31004790,NA,NA,0.000138876020482,0.023899385436,"0.502,0.754,1.0","0.925,1.0,0.937","SE","14","Glt8d1",8.14903526148304,7.873677461423,7.93933762473732,7.57083764905434,7.69254535064545,8.24584487631342,7.93735589612729,7.88640351175823,NA,"mus","spleen","GSE125483"
"105","ENSMUSG00000021969","-","Zdhhc20","chr14",57839550,57839595,NA,NA,8.28806097497e-06,0.00330000899447,"0.032,0.023,0.012","0.052,0.08,0.112","SE","14","Zdhhc20",12.8177176492444,11.4513727998059,8.63172855192014,14.6723557765146,15.5030293215028,15.3827760921946,14.1123927378344,12.0406006592264,NA,"mus","spleen","GSE125483"
"106","ENSMUSG00000021998","+","Lcp1","chr14",75175256,75175321,NA,NA,1.40951959648e-06,0.00101626362906,"0.207,0.589,0.422","0.207,0.0,0.0","SE","14","Lcp1",74.8235036436237,77.7044117207492,56.9543994178241,122.354291587437,80.9945473896254,87.441082523569,82.0466805446479,84.7107315496283,NA,"mus","spleen","GSE125483"
"107","ENSMUSG00000022111","+","Uchl3","chr14",101668528,101668576,NA,NA,0.000247161128395,0.0329671756252,"0.959,0.934,0.925","0.99,0.97,1.0","SE","14","Uchl3",6.48549383007048,8.81756606577917,5.96528577133908,6.41131123074915,6.38649990655181,5.43339555990603,6.879153844079,6.28736361071957,NA,"mus","spleen","GSE125483"
"108","ENSMUSG00000022199","-","Slc22a17","chr14",54907885,54907831,NA,NA,0.000467476394562,0.0299038806146,"0.146,0.098,0.284","0.066,0.0,0.026","A5SS","14","Slc22a17",1.37164521452291,1.99675289395617,1.44687354615896,1.60934138786805,2.0025913088333,2.1150441740093,2.03812945893292,1.47595338284997,NA,"mus","spleen","GSE125483"
"109","ENSMUSG00000022211","+","Carmil3","chr14",55501593,55501829,NA,NA,1.02876591559e-05,0.00290111988196,"1.0,0.393,0.481","1.0,1.0,1.0","RI","14","Carmil3",0.429776826854576,0.552331803623974,0.348427211863094,0.551690385782871,0.7557604511383,0.616310922719529,0.641467725827268,0.44329814150018,NA,"mus","spleen","GSE125483"
"110","ENSMUSG00000022211","+","Carmil3","chr14",55494804,55494893,55495403,55495498,1.95093298221e-05,0.0150514479578,"0.384,0.634,0.509","0.757,1.0,1.0","MXE","14","Carmil3",0.429776826854576,0.552331803623974,0.348427211863094,0.551690385782871,0.7557604511383,0.616310922719529,0.641467725827268,0.44329814150018,NA,"mus","spleen","GSE125483"
"111","ENSMUSG00000022372","-","Sla","chr15",66801430,66801528,NA,NA,0.000139819170878,0.023899385436,"0.993,1.0,0.994","0.962,0.986,0.955","SE","15","Sla",14.7506698928805,14.9075335471369,10.8838833294143,15.5927468186371,15.9956951029828,14.887258674287,15.2634957748022,13.7424333469773,NA,"mus","spleen","GSE125483"
"112","ENSMUSG00000022401","+","Xpnpep3","chr15",81415902,81415994,NA,NA,6.88510614855e-07,0.000573981177265,"0.0,0.0,0.0","0.162,0.303,0.199","SE","15","Xpnpep3",2.91403537458855,3.02333235734036,2.79593412481896,2.87300108044766,2.75694988071099,3.0154448516129,2.93190902988808,2.86099019328506,NA,"mus","spleen","GSE125483"
"113","ENSMUSG00000022517","+","Mgrn1","chr16",4930690,4930814,NA,NA,0.000189927686298,0.0293213524,"0.919,0.97,0.953","1.0,1.0,0.967","SE","16","Mgrn1",12.161722830745,11.3781218551209,8.71182489561628,15.5834357821899,14.8991559950855,15.1529672970316,13.810081715746,12.1523278361837,NA,"mus","spleen","GSE125483"
"114","ENSMUSG00000022580","+","Rhpn1","chr15",75711898,75712256,NA,NA,3.72023967188e-10,3.84672782072e-07,"1.0,1.0,1.0","0.076,1.0,0.0","RI","15","Rhpn1",0.150707738028824,0.114063914458391,0.0578736959553696,0.186227681078568,0.144553786843329,0.107957377963738,0.122191693088486,0.131603038354254,NA,"mus","spleen","GSE125483"
"115","ENSMUSG00000022587","+","Ly6e","chr15",74957776,74957779,NA,NA,0.000337572108219,0.0190991969353,"1.0,1.0,1.0","0.902,0.86,1.0","A3SS","15","Ly6e",140.123590441068,208.956860623679,161.487396223573,289.33706527537,320.676332533298,309.508609330074,279.71393416235,196.982683980004,NA,"mus","spleen","GSE125483"
"116","ENSMUSG00000022607","-","Ptk2","chr15",73211986,73211995,NA,NA,4.75191795636e-05,0.0116372752616,"0.11,0.176,0.0","0.03,0.0,0.0","SE","15","Ptk2",2.5321796156062,2.51798915606202,2.57807995840041,2.72254023375413,2.4841741902906,2.29013398771499,2.43076577802254,2.61093326925358,NA,"mus","spleen","GSE125483"
"117","ENSMUSG00000022747","-","St3gal6","chr16",58493679,58493861,58507447,58507614,0.000136890192121,0.0469381258762,"0.454,0.399,0.42","0.271,0.168,0.378","MXE","16","St3gal6",7.80433975388853,7.91343815651329,11.5047061336682,7.36727405994815,6.88316935255995,7.62717586033701,7.47459445647008,8.89210664916829,NA,"mus","spleen","GSE125483"
"118","ENSMUSG00000022789","-","Dnm1l","chr16",16318444,16318477,NA,NA,6.48533408532e-07,0.000558094378691,"1.0,1.0,1.0","0.83,0.963,0.804","SE","16","Dnm1l",20.1104970887949,23.3833332319815,20.6580028581588,21.9328227849318,18.9148848108783,20.5341758985201,20.9441313137933,20.9004409106285,NA,"mus","spleen","GSE125483"
"119","ENSMUSG00000022983","-","Scaf4","chr16",90242718,90242871,NA,NA,0.000344408555937,0.0248454730353,"0.241,0.244,0.328","0.407,0.442,0.397","RI","16","Scaf4",11.6806584563649,13.4378723492607,9.4248891245943,13.6200454552831,12.1494783011179,13.9557460457988,13.1810322320591,11.5751976787474,NA,"mus","spleen","GSE125483"
"120","ENSMUSG00000023007","+","Prpf40b","chr15",99304490,99305407,NA,NA,7.68681402848e-05,0.00851589182727,"1.0,1.0,1.0","0.294,1.0,0.623","RI","15","Prpf40b",3.09294451494346,3.09987748828756,2.58574443457189,3.08038430189822,3.62782609794023,3.5712786134895,3.43299406657243,2.91969108380452,NA,"mus","spleen","GSE125483"
"121","ENSMUSG00000023118","+","Sympk","chr7",19047449,19047520,NA,NA,0.00116654163022,0.0462895173836,"0.992,0.955,1.0","0.944,0.933,0.914","A3SS","7","Sympk",11.5595294103854,13.5595701476172,10.9385104203531,11.9894754288969,13.9347129502563,12.1527539900323,13.2156790293019,11.4958384198785,NA,"mus","spleen","GSE125483"
"122","ENSMUSG00000023175","+","Bsg","chr10",79708696,79709044,NA,NA,6.86573602202e-05,0.01485923499,"0.047,0.103,0.067","0.049,0.029,0.065","SE","10","Bsg",101.620214922271,117.861547499449,160.677321705072,92.6116269779493,88.972632823043,96.0741485253583,100.969442949283,118.303054535097,NA,"mus","spleen","GSE125483"
"123","ENSMUSG00000023345","+","Poc1a","chr9",106329872,106329900,NA,NA,0.000734838247842,0.0336816366511,"0.942,1.0,1.0","0.911,0.866,0.887","A3SS","9","Poc1a",2.83741700779377,2.18909808363309,4.24210576858513,1.89099022032374,1.95409713189448,1.51148697482014,1.88489406344924,2.99017099890088,NA,"mus","spleen","GSE125483"
"124","ENSMUSG00000023505","+","Cdca3","chr6",124831361,124831488,NA,NA,1.18859479022e-05,0.00436626542861,"1.0,1.0,1.0","0.96,0.936,1.0","SE","6","Cdca3",23.3099007069086,17.0986781939986,46.1785016074668,13.0000260666434,9.95393991486392,13.0011012445918,13.3512397844848,27.4961427936729,NA,"mus","spleen","GSE125483"
"125","ENSMUSG00000023505","+","Cdca3","chr6",124831361,124832145,NA,NA,3.37465037026e-07,6.78867166151e-05,"1.0,1.0,1.0","0.907,0.845,1.0","A3SS","6","Cdca3",23.3099007069086,17.0986781939986,46.1785016074668,13.0000260666434,9.95393991486392,13.0011012445918,13.3512397844848,27.4961427936729,NA,"mus","spleen","GSE125483"
"126","ENSMUSG00000023707","+","Ogfod2","chr5",124114064,124114478,NA,NA,0.000492085832883,0.025096377477,"1.0,1.0,1.0","0.86,0.883,1.0","A3SS","5","Ogfod2",3.76956835663717,4.25809776017699,3.97326040973451,4.60114427256637,4.72926789292035,4.96211684690265,4.6498275,4.11465767964602,NA,"mus","spleen","GSE125483"
"127","ENSMUSG00000023707","+","Ogfod2","chr5",124114387,124114478,NA,NA,0.000927989280689,0.0400029664926,"1.0,1.0,1.0","0.866,0.913,1.0","A3SS","5","Ogfod2",3.76956835663717,4.25809776017699,3.97326040973451,4.60114427256637,4.72926789292035,4.96211684690265,4.6498275,4.11465767964602,NA,"mus","spleen","GSE125483"
"128","ENSMUSG00000023764","-","Sfi1","chr11",3156771,3156864,NA,NA,1.4248982072e-07,0.000165269606406,"1.0,1.0,0.903","0.698,0.786,0.763","SE","11","Sfi1",10.2694005678,7.74327913335097,6.17032922172245,12.7817095262601,11.403687948935,10.055068871147,9.73401198447766,9.74047977192752,NA,"mus","spleen","GSE125483"
"129","ENSMUSG00000023904","+","Hcfc1r1","chr17",23674534,23674675,NA,NA,2.78570622125e-09,4.95428565762e-06,"0.992,0.97,0.982","0.918,0.911,0.874","SE","17","Hcfc1r1",18.2840633956159,31.1007961941545,20.4345914467641,19.9852216169102,25.349265348643,22.7346012536534,26.394887598817,19.5679588197634,NA,"mus","spleen","GSE125483"
"130","ENSMUSG00000023904","+","Hcfc1r1","chr17",23674546,23674675,NA,NA,2.00639371783e-09,3.82318322933e-06,"0.991,0.964,0.978","0.903,0.892,0.859","SE","17","Hcfc1r1",18.2840633956159,31.1007961941545,20.4345914467641,19.9852216169102,25.349265348643,22.7346012536534,26.394887598817,19.5679588197634,NA,"mus","spleen","GSE125483"
"131","ENSMUSG00000023994","-","Nfya","chr17",48398981,48399068,NA,NA,5.33130335123e-06,0.00270241038852,"1.0,1.0,1.0","1.0,0.0,0.076","SE","17","Nfya",4.46902936650718,5.00789675885167,4.47840334859877,5.05577248434723,5.69210589665072,7.15756073971292,5.95252113173844,4.66773506648439,NA,"mus","spleen","GSE125483"
"132","ENSMUSG00000024049","+","Myom1","chr17",71082202,71082496,NA,NA,5.57864303607e-06,0.00275595296802,"0.824,1.0,0.778","0.349,0.493,0.717","SE","17","Myom1",1.79283666507314,1.21397623214456,1.63338016196577,1.02710730796443,1.44742769127068,1.21158625872454,1.29099672737993,1.48444137833445,NA,"mus","spleen","GSE125483"
"133","ENSMUSG00000024053","-","Emilin2","chr17",71255247,71255214,NA,NA,1.32724087276e-08,5.33993244474e-06,"1.0,1.0,1.0","0.941,0.813,0.872","A3SS","17","Emilin2",7.20683787756585,4.65916184414169,15.5529932722979,4.05002214477748,2.88519862470481,4.19216210245232,3.91217419043294,8.93661776488041,NA,"mus","spleen","GSE125483"
"134","ENSMUSG00000024081","-","Cebpz","chr17",78934860,78934574,NA,NA,0.000208481279184,0.0178419871742,"0.95,0.927,0.945","0.969,1.0,0.99","A5SS","17","Cebpz",17.6207977282095,20.2760671039073,16.9637266685273,19.1435102872477,17.5007946371833,18.1073951949334,18.6280856453413,17.9093448946615,NA,"mus","spleen","GSE125483"
"135","ENSMUSG00000024118","-","Tedc2","chr17",24220133,24220251,NA,NA,0.000970522647569,0.0421429390223,"0.367,0.458,0.36","0.246,0.177,0.203","RI","17","Tedc2",4.43130582163857,4.77627177891023,6.89661678439828,4.94101483026264,4.3774310623285,4.19705627205018,4.45025303776297,5.42297914543316,NA,"mus","spleen","GSE125483"
"136","ENSMUSG00000024150","-","Mcfd2","chr17",87258749,87258881,NA,NA,0.000325432282025,0.0387812313239,"0.158,0.149,0.161","0.271,0.278,0.397","SE","17","Mcfd2",17.4710100077821,18.783065215069,16.4115219862045,18.0630363420587,21.2780141489211,18.0018593066855,19.3543128902252,17.3151894453484,NA,"mus","spleen","GSE125483"
"137","ENSMUSG00000024163","-","Mapk8ip3","chr17",24918139,24918136,NA,NA,0.000357490844337,0.0198546263445,"0.839,0.771,0.802","0.923,0.857,1.0","A3SS","17","Mapk8ip3",11.0283541128589,9.77227323835692,8.85656871081193,12.1539424639374,10.8052560526171,12.2507153267619,10.942748205912,10.6796217625361,NA,"mus","spleen","GSE125483"
"138","ENSMUSG00000024206","-","Rfx2","chr17",56808233,56808325,NA,NA,0.000340421711354,0.0401833185566,"0.753,1.0,1.0","1.0,0.763,0.127","SE","17","Rfx2",1.89620517781425,1.91309110313227,4.197826352209,1.63167386486117,1.36122375844618,1.34347997141294,1.53926494433046,2.57523513162814,NA,"mus","spleen","GSE125483"
"139","ENSMUSG00000024283","+","Wac","chr18",7917552,7917564,NA,NA,2.6645352591e-15,4.8241410866e-12,"0.932,0.93,0.837","1.0,0.988,1.0","A3SS","18","Wac",17.5548972393985,16.0329365014361,15.1692801755364,11.7288975860787,9.07933430782227,11.8677364894408,12.3266690995664,14.8176916670045,NA,"mus","spleen","GSE125483"
"140","ENSMUSG00000024283","+","Wac","chr18",7917561,7917564,NA,NA,8.62643290134e-13,7.80907838394e-10,"0.651,0.46,0.09","1.0,0.901,1.0","A3SS","18","Wac",17.5548972393985,16.0329365014361,15.1692801755364,11.7288975860787,9.07933430782227,11.8677364894408,12.3266690995664,14.8176916670045,NA,"mus","spleen","GSE125483"
"141","ENSMUSG00000024384","+","Iws1","chr18",32086423,32087069,NA,NA,0.000999931315821,0.0421429390223,"0.012,0.022,0.021","0.063,0.012,0.03","RI","18","Iws1",8.02225131101687,7.79086829441487,7.01122384570965,9.33090333745376,7.89697589732022,9.49377259216819,8.39387226130109,8.12145949806009,NA,"mus","spleen","GSE125483"
"142","ENSMUSG00000024387","-","Csnk2b","chr17",35121310,35121511,NA,NA,0.000325745035136,0.0387812313239,"1.0,1.0,1.0","0.207,0.439,0.511","SE","17","Csnk2b",28.582052740687,38.6723887871311,27.3004037068215,27.1643503004354,32.83130198597,26.7098637750363,32.7378515160458,27.6822689159813,NA,"mus","spleen","GSE125483"
"143","ENSMUSG00000024542","+","Cep192","chr18",67878075,67878538,NA,NA,0.000710361636621,0.0373481660474,"0.125,0.109,0.09","0.123,0.168,0.248","RI","18","Cep192",6.90200196299263,6.16179450240308,7.19437743631849,7.38235551009292,5.88193863689523,7.31591348806472,6.45321554245434,7.15957830313468,NA,"mus","spleen","GSE125483"
"144","ENSMUSG00000024588","-","Fech","chr18",64461685,64461591,NA,NA,0.000235712741478,0.0149739620507,"1.0,1.0,1.0","1.0,0.957,1.0","A3SS","18","Fech",13.2589497638387,7.43410941068073,28.0463599308426,8.59912152204076,5.17998234867755,8.31499507732331,6.97636227889386,16.634810405574,NA,"mus","spleen","GSE125483"
"145","ENSMUSG00000024646","+","Cyb5a","chr18",84876833,84876852,NA,NA,2.79221090693e-13,3.72439051821e-09,"0.038,0.004,0.054","0.064,0.132,0.049","SE","18","Cyb5a",19.6881856958763,17.9274708865979,25.9146439874356,15.4022253231314,14.9518105724871,16.0063124832474,16.2951979807775,20.3350183354811,NA,"mus","spleen","GSE125483"
"146","ENSMUSG00000024673","-","Ms4a1","chr19",11256572,11256632,NA,NA,0.000221551660342,0.0312716065764,"1.0,0.831,0.832","0.736,0.921,0.759","SE","19","Ms4a1",124.170701998545,117.808370517214,83.6588520290933,155.666989829643,137.008710732827,141.638214780023,132.151765343355,121.165514619094,NA,"mus","spleen","GSE125483"
"147","ENSMUSG00000024845","+","Tmem134","chr19",4130856,4131075,NA,NA,7.11142914392e-05,0.0150564758153,"0.55,0.495,0.29","0.941,1.0,1.0","SE","19","Tmem134",10.6726038374266,7.79311383025429,7.76255583264508,11.6855623612258,11.0089574796783,11.3356479941317,10.0459064346881,10.0402406770992,NA,"mus","spleen","GSE125483"
"148","ENSMUSG00000024901","-","Peli3","chr19",4936117,4936219,4938048,4938178,2.62810617491e-07,0.000270344521859,"0.0,0.269,0.463","0.721,1.0,1.0","MXE","19","Peli3",0.130829470338983,0.201839313559322,0.211395063559322,0.138602813135593,0.182506639830508,0.226988537711864,0.203778163700565,0.160275782344633,NA,"mus","spleen","GSE125483"
"149","ENSMUSG00000024906","-","Mus81","chr19",5485625,5486028,NA,NA,0.000678295741683,0.0372286283243,"0.199,0.115,0.137","0.109,0.068,0.066","RI","19","Mus81",6.12731584496776,5.99318468909448,6.15562230081301,6.26779517325484,7.23867588029156,6.71571166778806,6.6491907457247,6.18357777301187,NA,"mus","spleen","GSE125483"
"150","ENSMUSG00000024913","-","Lrp5","chr19",3593626,3597243,NA,NA,0.00115109779327,0.044633816934,"0.022,0.017,0.027","0.035,0.032,0.066","RI","19","Lrp5",3.01991960720887,4.30879984740193,2.69791575908811,2.86111025775313,4.74413086475662,3.57279039330458,4.20857370182104,2.85964854135004,NA,"mus","spleen","GSE125483"
"151","ENSMUSG00000024924","+","Vldlr","chr19",27246592,27246676,NA,NA,0.000180687306255,0.0286916385057,"0.314,0.314,0.0","0.314,0.733,1.0","SE","19","Vldlr",0.257210387365912,0.357906181168057,0.317090097139452,0.288724181068733,0.256716691597139,0.299848287048073,0.304823719937756,0.287674888524699,NA,"mus","spleen","GSE125483"
"152","ENSMUSG00000024976","+","Shoc2","chr19",53949818,53949943,NA,NA,3.26816409491e-08,4.359240678e-05,"1.0,1.0,1.0","1.0,0.0,0.068","SE","19","Shoc2",9.63947693332138,8.8207195916831,10.2728993255064,9.84566723283743,8.98328138662843,7.99886854615522,8.60095650815558,9.91934783055507,NA,"mus","spleen","GSE125483"
"153","ENSMUSG00000025027","-","Xpnpep1","chr19",53032624,53032821,NA,NA,0.000388926819855,0.0442862715468,"0.004,0.006,0.011","0.024,0.047,0.042","SE","19","Xpnpep1",7.21259191596275,6.11155630940004,10.9706200777561,5.73601783777345,4.94994203064761,4.76668326813949,5.27606053606238,7.97307661049743,NA,"mus","spleen","GSE125483"
"154","ENSMUSG00000025137","-","Pcyt2","chr11",120613774,120613725,NA,NA,1.94883621044e-05,0.00207551056412,"0.064,0.05,0.096","0.005,0.009,0.029","A3SS","11","Pcyt2",14.7392936608376,12.3681531180396,12.1957997517257,13.2349370552232,15.8340692448228,13.0831762020249,13.7617995216291,13.3900101559288,NA,"mus","spleen","GSE125483"
"155","ENSMUSG00000025213","+","Kazald1","chr19",45076640,45077213,NA,NA,0.000189931844688,0.0293213524,"0.877,0.904,0.921","0.95,1.0,0.978","SE","19","Kazald1",23.1287978643665,20.4803962790006,18.9588981261154,18.2153434324807,26.9912276918501,24.8713074241523,24.114310465001,20.1010131409875,NA,"mus","spleen","GSE125483"
