"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474318","FPKM.SRR8474335","FPKM.SRR8474344","FPKM.SRR8474354","FPKM.SRR8474364","FPKM.SRR8474367","..files.thyroid_mean_female","..files.thyroid_mean_male","Remark","Organism","Tissue","GEO_accession"
"77","ENSMUSG00000023942","-","Slc29a1","chr17",45593331,45593432,NA,NA,0.000180842704092,0.0231546477252,"0.662,1.0,0.866","1.0,1.0,0.943","SE","17","Slc29a1",13.0903290399202,11.7198721382236,12.3369402742016,11.1286006858782,9.92996214795409,10.2311142871756,11.9796006213407,10.8326722364438,NA,"mus","thyroid","GSE125483"
"78","ENSMUSG00000024038","+","Ndufv3","chr17",31527309,31528401,NA,NA,0.000140722033688,0.0196110991982,"0.121,0.23,0.143","0.228,0.194,0.263","SE","17","Ndufv3",22.9111589065538,18.1913386854813,19.4511937610536,22.8406278943242,16.1707291966134,14.8522225064283,21.3143751621198,16.8247151546984,NA,"mus","thyroid","GSE125483"
"79","ENSMUSG00000024050","-","Wiz","chr17",32362792,32362963,NA,NA,0.000429955044709,0.0423464377207,"0.595,0.559,0.599","0.882,0.82,0.742","SE","17","Wiz",2.08777436096083,5.63079290012984,5.51416709543389,5.58975707812162,5.15586036972517,5.74360339309673,4.43610811307076,5.47121028608526,NA,"mus","thyroid","GSE125483"
"80","ENSMUSG00000024118","-","Tedc2","chr17",24220310,24220516,NA,NA,4.94042171608e-05,0.00743156082466,"0.06,0.088,0.0","0.161,0.339,0.366","RI","17","Tedc2",2.38441104900039,2.46888689533516,2.33470443512348,2.0894738878871,2.44229853312426,2.0817103128185,2.31425727740755,2.28623776035541,NA,"mus","thyroid","GSE125483"
"81","ENSMUSG00000024215","-","Spdef","chr17",27717168,27717315,27717417,27717465,0.000288129183591,0.0400189760287,"0.268,0.074,0.0","0.0,0.0,0.0","MXE","17","Spdef",1.93405361822126,1.00929744251627,0.61280066681128,0.427149041214751,0.495081286767896,0.490843419088937,1.12350003398409,0.532908457556038,NA,"mus","thyroid","GSE125483"
"82","ENSMUSG00000024268","-","Celf4","chr18",25491140,25491224,NA,NA,2.00644527329e-05,0.00513800473358,"1.0,0.478,1.0","0.314,0.314,0.314","SE","18","Celf4",0.313957561342188,0.202562799370849,0.355184841663754,0.599720490737504,0.233233982640103,0.501282655248747,0.372080283816847,0.363233826517535,NA,"mus","thyroid","GSE125483"
"83","ENSMUSG00000024268","-","Celf4","chr18",25491080,25491224,NA,NA,5.7555127884e-05,0.0108061018476,"1.0,0.569,1.0","0.248,0.398,0.498","SE","18","Celf4",0.313957561342188,0.202562799370849,0.355184841663754,0.599720490737504,0.233233982640103,0.501282655248747,0.372080283816847,0.363233826517535,NA,"mus","thyroid","GSE125483"
"84","ENSMUSG00000024283","+","Wac","chr18",7917552,7917564,NA,NA,5.48094324371e-08,2.29308962959e-05,"0.96,1.0,0.882","1.0,1.0,1.0","A3SS","18","Wac",6.48422910897111,11.5803608182125,8.16856847305288,7.72622819310694,11.3528763235344,10.901689427606,8.59693937343018,10.1410447413978,NA,"mus","thyroid","GSE125483"
"85","ENSMUSG00000024283","+","Wac","chr18",7917561,7917564,NA,NA,1.90057360294e-07,5.30101654087e-05,"0.725,1.0,0.569","1.0,1.0,1.0","A3SS","18","Wac",6.48422910897111,11.5803608182125,8.16856847305288,7.72622819310694,11.3528763235344,10.901689427606,8.59693937343018,10.1410447413978,NA,"mus","thyroid","GSE125483"
"86","ENSMUSG00000024299","+","Adamts10","chr17",33528828,33529026,NA,NA,0.000495727199927,0.0291549559457,"1.0,0.807,0.881","1.0,0.959,1.0","A5SS","17","Adamts10",3.34123462321299,4.50887777671432,3.40274185546402,3.44262837024473,3.17036850460383,3.43573733123334,3.76424692339068,3.33628256376706,NA,"mus","thyroid","GSE125483"
"87","ENSMUSG00000024330","+","Col11a2","chr17",34047097,34047277,NA,NA,0.000369552041276,0.0390239335958,"0.102,1.0,0.694","1.0,1.0,1.0","SE","17","Col11a2",4.92783175007274,0.931545711958103,0.7010005514984,8.9350673245563,0.940297994617399,1.02414756459121,4.93148159552905,0.888482036902336,NA,"mus","thyroid","GSE125483"
"88","ENSMUSG00000024350","-","Dnajc18","chr18",35702595,35702505,NA,NA,0.000271682564204,0.0201444406626,"0.398,0.306,0.306","0.128,0.0,0.306","A3SS","18","Dnajc18",8.03670396427269,7.70560789482319,8.70930312376959,7.60689150729129,8.50565416441852,7.91996989172439,7.78306778879572,8.37830905997083,NA,"mus","thyroid","GSE125483"
"89","ENSMUSG00000024474","+","Ik","chr18",36748985,36749213,NA,NA,0.0001290599285,0.0139613052767,"0.059,0.054,0.042","0.086,0.073,0.084","RI","18","Ik",31.5513056326812,25.6119829379994,26.7859957004684,27.0534692017085,26.3111578514742,23.2623139468173,28.0722525907964,25.45315583292,NA,"mus","thyroid","GSE125483"
"90","ENSMUSG00000024589","+","Nedd4l","chr18",65167513,65167573,NA,NA,7.21388792035e-08,6.15765449735e-05,"0.844,0.73,0.821","0.94,0.976,0.96","SE","18","Nedd4l",3.17900717690722,3.50409883350515,5.32287848056701,4.07498707902062,3.22125125180412,5.25243248427835,3.586031029811,4.59885407221649,NA,"mus","thyroid","GSE125483"
"91","ENSMUSG00000024726","+","Carnmt1","chr19",18693648,18693762,NA,NA,4.96316596472e-05,0.00968337313841,"1.0,1.0,1.0","0.502,0.85,1.0","SE","19","Carnmt1",10.8521008146453,5.7041635937175,7.78317180112336,8.50497310755149,10.0233437543166,6.52338728271271,8.3537458386381,8.10996761271756,NA,"mus","thyroid","GSE125483"
"92","ENSMUSG00000024866","+","Acy3","chr19",3986827,3986951,NA,NA,0.000287573514741,0.0323195153608,"1.0,1.0,1.0","1.0,0.714,0.908","SE","19","Acy3",2.70517271071953,3.54255312726383,3.9485865712188,3.2884286886931,3.66412651443955,3.35707342486539,3.17871817555882,3.65659550350791,NA,"mus","thyroid","GSE125483"
"93","ENSMUSG00000025270","+","Alas2","chrX",150552958,150553003,NA,NA,0.000411980828343,0.026016977971,"1.0,0.29,0.811","0.871,1.0,1.0","A3SS","X","Alas2",3.9883176920516,1.3816357690387,2.24247087182688,3.04966035871827,1.99978187099459,1.28136052725759,2.80653793993619,1.84120442335969,NA,"mus","thyroid","GSE125483"
"94","ENSMUSG00000025316","+","Banp","chr8",121978578,121978601,NA,NA,1.57896692997e-05,0.00229774013679,"1.0,1.0,1.0","0.644,1.0,0.726","A3SS","8","Banp",3.53485231272618,3.00337101402292,2.1597588513269,2.53168202171291,2.70853902065742,2.0909096714415,3.02330178282067,2.31973584780861,NA,"mus","thyroid","GSE125483"
"95","ENSMUSG00000025332","+","Kdm5c","chrX",152270693,152270831,NA,NA,0.000437407726077,0.0426701651258,"0.96,0.933,0.949","1.0,0.974,1.0","SE","X","Kdm5c",12.4054651196906,16.3780719320675,11.1423347942335,9.96515864810127,8.89430452517581,10.1571557171589,12.9162318999531,10.0645983455227,NA,"mus","thyroid","GSE125483"
"96","ENSMUSG00000025404","+","R3hdm2","chr10",127492568,127492589,NA,NA,0.000112711901486,0.00992754563878,"0.978,1.0,1.0","0.989,0.914,1.0","A3SS","10","R3hdm2",6.91101683263738,13.6151121319526,12.0372570953733,15.1811066868214,15.2831422420244,16.050334303992,11.9024118838038,14.4569112137966,NA,"mus","thyroid","GSE125483"
"97","ENSMUSG00000025451","+","Paip1","chr13",119447759,119447840,NA,NA,0.00048134055742,0.0291549559457,"0.965,0.968,0.961","1.0,0.988,1.0","A5SS","13","Paip1",18.4011341490162,14.359749931713,17.2221434971065,14.2634877309028,16.743864162037,16.6895355613426,15.6747906038773,16.8851810734954,NA,"mus","thyroid","GSE125483"
"98","ENSMUSG00000025473","-","Adam8","chr7",139987268,139987559,NA,NA,0.000703774287491,0.0429020805655,"1.0,0.579,0.825","0.395,0.282,0.702","RI","7","Adam8",0.474481876670979,0.624665566839155,0.610479241914618,0.645871429495472,0.450564903191031,0.515976615782665,0.581672957668535,0.525673586962771,NA,"mus","thyroid","GSE125483"
"99","ENSMUSG00000025736","+","Jmjd8","chr17",25830061,25830138,NA,NA,0.000835596186739,0.0475094684821,"0.08,0.073,0.147","0.057,0.046,0.049","RI","17","Jmjd8",3.68923070569047,5.41335593258427,5.51696409097499,5.12836230192099,4.7728889971004,5.18412867524465,4.74364964673191,5.15799392110668,NA,"mus","thyroid","GSE125483"
"100","ENSMUSG00000025939","-","Ube2w","chr1",16585431,16585352,NA,NA,0.000694578402973,0.0335222877603,"1.0,0.944,0.973","0.913,0.925,0.886","A3SS","1","Ube2w",10.3189587462475,6.36448216997972,7.00458620486816,6.47989279918864,6.32451715436105,5.76126235476673,7.72111123847195,6.36345523799865,NA,"mus","thyroid","GSE125483"
"101","ENSMUSG00000026017","+","Carf","chr1",60102626,60102784,NA,NA,9.30911983098e-05,0.0148989553795,"1.0,0.383,0.52","1.0,1.0,1.0","SE","1","Carf",0.370341481417875,0.258921307687023,0.194758653293948,0.336201027478189,0.328844473723982,0.209022723294635,0.321821272194362,0.244208616770855,NA,"mus","thyroid","GSE125483"
"102","ENSMUSG00000026082","-","Rev1","chr1",38081158,38081358,NA,NA,1.82362679402e-08,1.86794092511e-05,"1.0,1.0,1.0","0.44,0.541,0.304","SE","1","Rev1",2.5280810825227,2.41390739429313,2.52890119130999,2.3103315580415,2.66106061997406,2.17349595622568,2.41744001161911,2.45448592250324,NA,"mus","thyroid","GSE125483"
"103","ENSMUSG00000026082","-","Rev1","chr1",38079398,38079395,NA,NA,7.77739032001e-05,0.00726059928013,"1.0,1.0,1.0","0.742,0.841,0.615","A3SS","1","Rev1",2.5280810825227,2.41390739429313,2.52890119130999,2.3103315580415,2.66106061997406,2.17349595622568,2.41744001161911,2.45448592250324,NA,"mus","thyroid","GSE125483"
"104","ENSMUSG00000026193","-","Fn1","chr1",71593070,71593235,NA,NA,4.91404572589e-09,7.74378005697e-06,"0.938,1.0,0.882","1.0,1.0,0.989","SE","1","Fn1",14.0460600249037,6.63791590226786,7.60535252015404,15.6189669086863,6.6716828796748,7.54154813153616,12.100980945286,7.27286117712167,NA,"mus","thyroid","GSE125483"
"105","ENSMUSG00000026193","-","Fn1","chr1",71597280,71597747,NA,NA,2.29422036924e-11,6.71419978346e-08,"0.781,1.0,0.819","1.0,1.0,1.0","SE","1","Fn1",14.0460600249037,6.63791590226786,7.60535252015404,15.6189669086863,6.6716828796748,7.54154813153616,12.100980945286,7.27286117712167,NA,"mus","thyroid","GSE125483"
"106","ENSMUSG00000026193","-","Fn1","chr1",71597280,71597672,NA,NA,2.18907114657e-11,6.71419978346e-08,"0.795,1.0,0.817","1.0,1.0,1.0","SE","1","Fn1",14.0460600249037,6.63791590226786,7.60535252015404,15.6189669086863,6.6716828796748,7.54154813153616,12.100980945286,7.27286117712167,NA,"mus","thyroid","GSE125483"
"107","ENSMUSG00000026193","-","Fn1","chr1",71598373,71597280,NA,NA,2.03916372676e-09,9.59426533441e-07,"0.614,1.0,0.658","1.0,1.0,1.0","A5SS","1","Fn1",14.0460600249037,6.63791590226786,7.60535252015404,15.6189669086863,6.6716828796748,7.54154813153616,12.100980945286,7.27286117712167,NA,"mus","thyroid","GSE125483"
"108","ENSMUSG00000026193","-","Fn1","chr1",71597280,71597387,NA,NA,1.27679400386e-09,2.37785472392e-06,"0.729,1.0,0.696","1.0,1.0,1.0","SE","1","Fn1",14.0460600249037,6.63791590226786,7.60535252015404,15.6189669086863,6.6716828796748,7.54154813153616,12.100980945286,7.27286117712167,NA,"mus","thyroid","GSE125483"
"109","ENSMUSG00000026490","+","Cdc42bpa","chr1",180155794,180155980,NA,NA,0.000452177850366,0.0432588222307,"0.031,0.011,0.052","0.004,0.021,0.003","SE","1","Cdc42bpa",1.2111039465663,1.4169240762011,1.41848796872967,1.9733402517424,1.2761977452839,1.50195906904563,1.5337894248366,1.39888159435307,NA,"mus","thyroid","GSE125483"
"110","ENSMUSG00000026730","+","Pter","chr2",12974368,12974453,NA,NA,0.00013292048093,0.0189097845301,"1.0,1.0,0.877","0.577,0.728,0.804","SE","2","Pter",1.15993645407945,1.11525260486971,1.52180448825288,1.605114678129,1.97293968240068,1.61225884771465,1.29343457902605,1.70233433945607,NA,"mus","thyroid","GSE125483"
"111","ENSMUSG00000026743","+","Mllt10","chr2",18171042,18171075,NA,NA,9.61803243871e-06,0.00289757371381,"0.804,0.709,0.948","1.0,0.969,1.0","SE","2","Mllt10",3.26165031386491,5.08232320924327,9.86373433705773,4.94007219485356,4.25750695598443,4.71624449128153,4.42801523932058,6.2791619281079,NA,"mus","thyroid","GSE125483"
"112","ENSMUSG00000026767","-","Mindy3","chr2",12400022,12400137,NA,NA,0.000554473467062,0.0484836796626,"0.882,1.0,0.728","1.0,0.939,1.0","SE","2","Mindy3",5.09109040975532,3.66990287829679,3.49129479186527,2.78814381013664,2.19556391277407,2.80639148252304,3.84971236606292,2.83108339572079,NA,"mus","thyroid","GSE125483"
"113","ENSMUSG00000026767","-","Mindy3","chr2",12403997,12404168,NA,NA,0.000544854729137,0.0479051243824,"0.862,1.0,0.645","1.0,0.918,1.0","SE","2","Mindy3",5.09109040975532,3.66990287829679,3.49129479186527,2.78814381013664,2.19556391277407,2.80639148252304,3.84971236606292,2.83108339572079,NA,"mus","thyroid","GSE125483"
"114","ENSMUSG00000026848","+","Tor1b","chr2",30955767,30955777,NA,NA,5.86530823909e-13,9.81559333812e-10,"1.0,1.0,1.0","0.127,0.099,0.226","A3SS","2","Tor1b",19.8109458154684,19.0662365886991,19.3864603007321,17.7100998473813,18.609219596208,18.3915213669983,18.8624274171829,18.7957337546461,NA,"mus","thyroid","GSE125483"
"115","ENSMUSG00000026848","+","Tor1b","chr2",30954008,30955777,NA,NA,1.72095671047e-12,1.31136901338e-09,"1.0,1.0,1.0","0.771,0.647,0.715","RI","2","Tor1b",19.8109458154684,19.0662365886991,19.3864603007321,17.7100998473813,18.609219596208,18.3915213669983,18.8624274171829,18.7957337546461,NA,"mus","thyroid","GSE125483"
"116","ENSMUSG00000026848","+","Tor1b","chr2",30954008,30954017,NA,NA,4.43897141267e-11,2.78471473288e-08,"1.0,1.0,1.0","0.8,0.64,0.754","A5SS","2","Tor1b",19.8109458154684,19.0662365886991,19.3864603007321,17.7100998473813,18.609219596208,18.3915213669983,18.8624274171829,18.7957337546461,NA,"mus","thyroid","GSE125483"
"117","ENSMUSG00000026950","-","Neb","chr2",52163936,52164050,NA,NA,6.6457616361e-05,0.0117366442135,"0.808,0.821,0.813","0.843,0.902,0.881","SE","2","Neb",13.639183083299,3.02547272723524,7.1622493798313,18.2192607776195,15.2918781771696,7.76898871778819,11.6279721960512,10.0743720915964,NA,"mus","thyroid","GSE125483"
"118","ENSMUSG00000026950","-","Neb","chr2",52185270,52185375,52186011,52186116,0,0,"0.529,0.569,0.565","0.107,0.175,0.092","MXE","2","Neb",13.639183083299,3.02547272723524,7.1622493798313,18.2192607776195,15.2918781771696,7.76898871778819,11.6279721960512,10.0743720915964,NA,"mus","thyroid","GSE125483"
"119","ENSMUSG00000026950","-","Neb","chr2",52186011,52186116,NA,NA,0,0,"0.44,0.324,0.437","0.071,0.077,0.066","SE","2","Neb",13.639183083299,3.02547272723524,7.1622493798313,18.2192607776195,15.2918781771696,7.76898871778819,11.6279721960512,10.0743720915964,NA,"mus","thyroid","GSE125483"
"120","ENSMUSG00000026950","-","Neb","chr2",52185270,52185375,NA,NA,5.56862334022e-11,1.42598522185e-07,"0.393,0.212,0.308","0.827,0.651,0.879","SE","2","Neb",13.639183083299,3.02547272723524,7.1622493798313,18.2192607776195,15.2918781771696,7.76898871778819,11.6279721960512,10.0743720915964,NA,"mus","thyroid","GSE125483"
"121","ENSMUSG00000027259","+","Adal","chr2",121148240,121148322,NA,NA,5.80392693958e-05,0.0108061018476,"1.0,1.0,1.0","0.81,0.894,1.0","SE","2","Adal",3.3769617220237,3.30153405548241,4.68360299172466,3.16468634135791,2.37706523697574,3.24465569042693,3.28106070628801,3.43510797304244,NA,"mus","thyroid","GSE125483"
"122","ENSMUSG00000027285","+","Haus2","chr2",120613050,120613120,NA,NA,4.58898137613e-05,0.00931643795069,"1.0,0.95,1.0","0.883,0.766,0.946","SE","2","Haus2",5.80978757364823,5.41147483374767,5.78043088812927,4.9882233763207,5.47871898197638,5.65471105158484,5.40316192790553,5.6379536405635,NA,"mus","thyroid","GSE125483"
"123","ENSMUSG00000027523","+","Gnas","chr2",174328131,174330434,NA,NA,0.000107978419648,0.00967692313226,"0.799,0.824,0.887","1.0,0.911,0.898","A5SS","2","Gnas",75.2214406650566,121.346172082287,67.6856165090893,120.593039944059,101.735173449811,117.003037976728,105.720217563801,95.4746093118761,NA,"mus","thyroid","GSE125483"
"124","ENSMUSG00000027523","+","Gnas","chr2",174328107,174330434,NA,NA,1.11868722105e-05,0.00327391805863,"0.597,0.626,0.71","0.906,0.798,0.741","SE","2","Gnas",75.2214406650566,121.346172082287,67.6856165090893,120.593039944059,101.735173449811,117.003037976728,105.720217563801,95.4746093118761,NA,"mus","thyroid","GSE125483"
"125","ENSMUSG00000027523","+","Gnas","chr2",174328107,174330434,174341652,174341707,1.37327028216e-06,0.000410215451428,"0.019,0.061,0.122","0.064,0.093,0.098","MXE","2","Gnas",75.2214406650566,121.346172082287,67.6856165090893,120.593039944059,101.735173449811,117.003037976728,105.720217563801,95.4746093118761,NA,"mus","thyroid","GSE125483"
"126","ENSMUSG00000027620","-","Rbm39","chr2",156176402,156176457,NA,NA,0.000368283499985,0.0390239335958,"1.0,1.0,1.0","1.0,0.798,0.805","SE","2","Rbm39",41.648421883818,33.1337868584797,37.3586432994529,32.417478245609,33.8642522063058,34.7840076445436,35.7332289959689,35.3356343834341,NA,"mus","thyroid","GSE125483"
"127","ENSMUSG00000027674","-","Pex5l","chr3",33024695,33024800,NA,NA,5.18781268921e-06,0.00189781304913,"1.0,1.0,1.0","0.287,0.784,0.763","SE","3","Pex5l",0.929075807370563,0.682784245986887,0.853984903798327,0.715901744291205,0.640763660072349,0.654214414311553,0.775920599216218,0.71632099272741,NA,"mus","thyroid","GSE125483"
"128","ENSMUSG00000027722","+","Spata5","chr3",37529982,37530019,NA,NA,8.32228342587e-05,0.0135309760526,"0.054,0.0,0.0","0.0,0.134,0.288","SE","3","Spata5",3.32946091818883,3.43857391355801,2.5283294708001,2.15141420607152,2.55365307229226,2.56229854051968,2.97314967927279,2.54809369453735,NA,"mus","thyroid","GSE125483"
"129","ENSMUSG00000027933","-","Ints3","chr3",90392600,90392790,NA,NA,0.000210014179291,0.0191004527811,"0.045,0.045,0.032","0.103,0.055,0.059","RI","3","Ints3",17.5490217858024,18.1389700214902,16.4001994488286,16.5708910068698,18.2972507227409,17.1887347840409,17.4196276047208,17.2953949852035,NA,"mus","thyroid","GSE125483"
"130","ENSMUSG00000027944","-","Hax1","chr3",89997565,89997737,NA,NA,1.87944171555e-05,0.00336972844059,"0.668,0.525,0.414","0.896,0.756,0.938","RI","3","Hax1",19.9670475698234,15.4349767897271,16.9360300513644,16.0881798212948,16.4775359122525,11.222676117175,17.1634013936151,14.878747360264,NA,"mus","thyroid","GSE125483"
"131","ENSMUSG00000027944","-","Hax1","chr3",89997574,89997565,NA,NA,5.43597945546e-08,2.29308962959e-05,"0.92,0.869,0.806","0.981,0.945,0.989","A3SS","3","Hax1",19.9670475698234,15.4349767897271,16.9360300513644,16.0881798212948,16.4775359122525,11.222676117175,17.1634013936151,14.878747360264,NA,"mus","thyroid","GSE125483"
"132","ENSMUSG00000027966","+","Col11a1","chr3",114096999,114097254,NA,NA,5.65390473328e-08,5.03590836374e-05,"0.171,1.0,0.156","1.0,1.0,1.0","SE","3","Col11a1",6.9988913685656,0.320214190364093,0.646773396264909,4.56300914500942,0.414642122018205,0.507611543392969,3.96070490131304,0.523009020558694,NA,"mus","thyroid","GSE125483"
"133","ENSMUSG00000027966","+","Col11a1","chr3",114094860,114095013,NA,NA,9.48160783443e-07,0.000473756629503,"1.0,0.0,0.785","0.0,0.0,0.0","SE","3","Col11a1",6.9988913685656,0.320214190364093,0.646773396264909,4.56300914500942,0.414642122018205,0.507611543392969,3.96070490131304,0.523009020558694,NA,"mus","thyroid","GSE125483"
"134","ENSMUSG00000027966","+","Col11a1","chr3",114094516,114094633,NA,NA,3.05114767007e-07,0.000178588031912,"0.274,1.0,0.502","1.0,1.0,1.0","SE","3","Col11a1",6.9988913685656,0.320214190364093,0.646773396264909,4.56300914500942,0.414642122018205,0.507611543392969,3.96070490131304,0.523009020558694,NA,"mus","thyroid","GSE125483"
"135","ENSMUSG00000027966","+","Col11a1","chr3",114094516,114094633,114094860,114095013,9.19291758272e-08,3.20373177758e-05,"0.198,1.0,0.363","1.0,1.0,1.0","MXE","3","Col11a1",6.9988913685656,0.320214190364093,0.646773396264909,4.56300914500942,0.414642122018205,0.507611543392969,3.96070490131304,0.523009020558694,NA,"mus","thyroid","GSE125483"
"136","ENSMUSG00000028028","-","Alpk1","chr3",127677685,127677839,NA,NA,0.00021351133665,0.0266706905037,"1.0,0.901,0.95","0.688,0.693,1.0","SE","3","Alpk1",0.845288573383809,1.07059798150844,1.36297574796156,1.28968769947583,1.15403105969715,0.909408772568433,1.06852475145603,1.14213852674238,NA,"mus","thyroid","GSE125483"
"137","ENSMUSG00000028152","+","Tspan5","chr3",138896788,138896852,NA,NA,0.00047794040411,0.0280643251326,"0.877,0.781,0.814","1.0,0.904,1.0","A3SS","3","Tspan5",1.96538221599675,2.04498460806604,2.49044407646502,2.13809899187982,2.27322859723914,2.26974806861551,2.0494886053142,2.34447358077322,NA,"mus","thyroid","GSE125483"
"138","ENSMUSG00000028184","-","Adgrl2","chr3",148821054,148821025,NA,NA,2.9067970253e-11,3.24301654789e-08,"1.0,1.0,1.0","0.498,0.694,0.47","A3SS","3","Adgrl2",4.16003910557825,4.88185152070714,5.5015550585998,5.65815254669672,4.48594795893788,5.33475768199746,4.90001439099404,5.10742023317838,NA,"mus","thyroid","GSE125483"
"139","ENSMUSG00000028268","+","Gbp3","chr3",142560495,142560690,NA,NA,0.000285538280841,0.0323178852006,"0.854,0.531,0.698","1.0,0.789,1.0","SE","3","Gbp3",5.52118631271057,6.96578989249617,7.10210745941807,6.07550634119449,4.79715757947933,4.8351656143951,6.18749418213374,5.5781435510975,NA,"mus","thyroid","GSE125483"
"140","ENSMUSG00000028289","+","Epha7","chr4",28947527,28947539,NA,NA,0.000308466760093,0.0215091301257,"0.443,1.0,0.925","1.0,1.0,0.904","A3SS","4","Epha7",3.44355984540672,2.7604923101983,2.34856932790368,2.16483107881425,2.71345670447187,1.76420214407123,2.78962774480642,2.27540939214893,NA,"mus","thyroid","GSE125483"
"141","ENSMUSG00000028312","+","Smc2","chr4",52439334,52439410,NA,NA,1.01634256566e-11,9.56378354286e-09,"0.0,0.0,0.446","1.0,1.0,1.0","A5SS","4","Smc2",1.47932921796276,1.13682825209931,1.13130342825849,1.00901617159547,1.29236294998175,1.08174012632348,1.20839121388585,1.16846883485457,NA,"mus","thyroid","GSE125483"
"142","ENSMUSG00000028347","+","Tmeff1","chr4",48617231,48617234,NA,NA,8.82709116912e-08,3.282697127e-05,"1.0,1.0,1.0","0.683,0.615,0.719","A3SS","4","Tmeff1",3.05687842448019,2.98495439701844,3.48096346802668,2.93631883012946,2.65882466771283,2.04667177402903,2.99271721720936,2.72881996992285,NA,"mus","thyroid","GSE125483"
"143","ENSMUSG00000028600","-","Podn","chr4",108028633,108028607,NA,NA,7.85087587148e-05,0.00896478490129,"1.0,1.0,0.837","0.917,0.641,0.647","A5SS","4","Podn",2.07489820468384,3.35098632201405,3.33395721077283,3.20647252505855,4.31263260117096,2.85575094355972,2.87745235058548,3.5007802518345,NA,"mus","thyroid","GSE125483"
"144","ENSMUSG00000028796","+","Phc2","chr4",128743461,128743556,NA,NA,0.000234688313502,0.0176673362404,"0.825,0.771,0.792","0.684,0.621,0.667","A5SS","4","Phc2",5.31144288037939,7.69122265557758,9.43956959017554,7.5135185617214,7.90674355874858,9.8112645125991,6.83872803255946,9.05252588717441,NA,"mus","thyroid","GSE125483"
"145","ENSMUSG00000028845","-","Tekt2","chr4",126324435,126324593,NA,NA,1.70901177965e-06,0.000434088992031,"1.0,1.0,1.0","0.42,0.465,1.0","RI","4","Tekt2",0.505686877368421,1.11897847842105,1.14439919789474,0.933034305263158,0.789838084736842,0.826493669473684,0.85256655368421,0.920243650701755,NA,"mus","thyroid","GSE125483"
"146","ENSMUSG00000028923","-","Necap2","chr4",141071717,141071695,NA,NA,0.000692997413705,0.0335222877603,"1.0,0.433,1.0","0.0,0.56,0.534","A3SS","4","Necap2",11.6965922481422,16.7099160736672,16.8463897515347,11.7191930655897,13.2485908914378,14.682748695315,13.3752337957997,14.9259097794292,NA,"mus","thyroid","GSE125483"
"147","ENSMUSG00000028995","-","Fam126a","chr5",23966133,23966431,NA,NA,0.00039309841979,0.039697817563,"1.0,0.606,0.794","0.606,0.49,0.161","SE","5","Fam126a",1.61147824918454,1.27194837175052,0.644158478106158,1.20695843589997,0.700878798062667,0.873426886923001,1.36346168561168,0.739488054363942,NA,"mus","thyroid","GSE125483"
"148","ENSMUSG00000029032","-","Arhgef16","chr4",154292831,154292942,NA,NA,7.06403551021e-06,0.0022611536166,"0.565,0.571,0.669","0.934,0.846,0.807","SE","4","Arhgef16",6.09286212807882,9.22491645977012,10.6723164592228,8.76030120233534,9.18686987192118,10.3933682952016,8.02602659672809,10.0841848754485,NA,"mus","thyroid","GSE125483"
"149","ENSMUSG00000029141","+","Slc4a1ap","chr5",31546179,31546266,NA,NA,2.34980770873e-05,0.00579977840013,"1.0,1.0,0.95","0.529,1.0,0.706","SE","5","Slc4a1ap",3.32787786933086,3.00956063903346,3.60839685092937,3.14712082639405,3.4339441598513,2.58328613234201,3.16151977825279,3.20854238104089,NA,"mus","thyroid","GSE125483"
"150","ENSMUSG00000029141","+","Slc4a1ap","chr5",31543669,31543913,NA,NA,5.9078561307e-05,0.0108061018476,"1.0,1.0,0.967","0.664,1.0,0.84","SE","5","Slc4a1ap",3.32787786933086,3.00956063903346,3.60839685092937,3.14712082639405,3.4339441598513,2.58328613234201,3.16151977825279,3.20854238104089,NA,"mus","thyroid","GSE125483"
"151","ENSMUSG00000029148","+","Nrbp1","chr5",31244288,31244457,NA,NA,0.000410264501661,0.0290810744433,"0.082,0.057,0.06","0.149,0.094,0.103","RI","5","Nrbp1",21.3783923992695,19.9444523869064,22.4204658839562,18.1713490668727,19.3977246366957,18.3979343135712,19.8313979510162,20.0720416114077,NA,"mus","thyroid","GSE125483"
"152","ENSMUSG00000029207","-","Apbb2","chr5",66400284,66400281,NA,NA,0.000323434627985,0.0216507139973,"0.0,0.0,0.0","0.0,0.27,0.39","A3SS","5","Apbb2",2.26268521083349,2.54495648978661,2.42816743726062,2.11224076490972,2.57979091501003,2.32868369624293,2.30662748850994,2.44554734950453,NA,"mus","thyroid","GSE125483"
"153","ENSMUSG00000029267","+","Mtf2","chr5",108067459,108067572,NA,NA,0.000504841033881,0.0459986932033,"0.0,0.0,0.0","0.188,0.436,0.162","SE","5","Mtf2",3.84126169427869,2.49967293488943,2.7934260947701,3.29620528536329,2.85530916742717,2.64160421340821,3.21237997151047,2.76344649186849,NA,"mus","thyroid","GSE125483"
"154","ENSMUSG00000029267","+","Mtf2","chr5",108067459,108067572,NA,NA,0.000219492439012,0.0270874825639,"0.0,0.0,0.0","0.162,1.0,1.0","SE","5","Mtf2",3.84126169427869,2.49967293488943,2.7934260947701,3.29620528536329,2.85530916742717,2.64160421340821,3.21237997151047,2.76344649186849,NA,"mus","thyroid","GSE125483"
